RouteUID,RouteID,RouteName,Geometry,UpdateDate,CheckDate
KIN182,182,18往山外,"LINESTRING (118.41268 24.48901, 118.41572 24.48681, 118.41629 24.48654, 118.41802 24.48608, 118.41976 24.48558, 118.42748 24.47763, 118.42864 24.47745, 118.42897 24.47895, 118.43207 24.48129, 118.43433 24.4818, 118.43566 24.48232, 118.43701 24.48324, 118.43813 24.48379, 118.43945 24.48606, 118.43952 24.48596, 118.43885 24.48473, 118.43821 24.48371, 118.43728 24.48326, 118.43553 24.48216, 118.43456 24.48177, 118.43211 24.4812, 118.42905 24.47893, 118.4288 24.47761, 118.42962 24.47735, 118.43296 24.4709, 118.43508 24.46676, 118.43662 24.46473, 118.43001 24.45708, 118.4247 24.45115, 118.4218 24.4486, 118.41923 24.44786, 118.41745 24.44669, 118.41403 24.44203)",2023-07-12T00:00:00,2023-07-13T00:59:57.487
KIN191,191,19,"LINESTRING (118.414 24.44212, 118.40987 24.43588, 118.41141 24.4357, 118.41227 24.43546, 118.41313 24.43517, 118.41408 24.43486, 118.41608 24.43448, 118.41933 24.43391, 118.42123 24.43358, 118.42248 24.43345, 118.42445 24.4321, 118.43045 24.42774, 118.43355 24.42549, 118.43439 24.42483, 118.4346 24.42451, 118.43462 24.42336, 118.43399 24.41837, 118.43399 24.41754, 118.43498 24.41605, 118.43524 24.41542, 118.43532 24.41376, 118.43401 24.41096, 118.43438 24.41105, 118.4368 24.41198, 118.43939 24.41444, 118.44034 24.41546, 118.4397 24.41915, 118.43924 24.42193, 118.43909 24.42278, 118.43856 24.42564, 118.43826 24.42739, 118.43908 24.42805, 118.44214 24.43025, 118.4427 24.43066, 118.44524 24.43257, 118.44731 24.43406, 118.45054 24.43666, 118.45312 24.43854, 118.45474 24.43981, 118.45926 24.44314, 118.45991 24.44259, 118.45996 24.44268, 118.45927 24.44327, 118.45457 24.43986, 118.45286 24.43856, 118.44647 24.43355, 118.44192 24.43027, 118.43816 24.42745, 118.43903 24.42282, 118.43915 24.42213, 118.43941 24.4206, 118.43966 24.4188, 118.44026 24.41552, 118.43925 24.41444, 118.43675 24.41208, 118.43419 24.4111, 118.43534 24.41366, 118.43528 24.41551, 118.43482 24.4161, 118.43392 24.41756, 118.43395 24.4188, 118.43486 24.42476, 118.43464 24.42491, 118.42993 24.42817, 118.42553 24.43142, 118.42251 24.43356, 118.42068 24.43378, 118.41618 24.43456, 118.41392 24.43501, 118.41151 24.43576, 118.41009 24.43602, 118.41233 24.43916, 118.41411 24.44201)",2023-07-12T00:00:00,2023-07-13T00:59:57.58
KIN1821,1821,18往山外不繞碧山,"LINESTRING (118.41268 24.48899, 118.41502 24.48736, 118.4159 24.48676, 118.41756 24.48632, 118.41945 24.48583, 118.42002 24.48544, 118.42156 24.48382, 118.4244 24.48101, 118.42679 24.47836, 118.42735 24.47787, 118.42844 24.47757, 118.42969 24.47728, 118.43057 24.47578, 118.43278 24.47123, 118.43464 24.46759, 118.4355 24.4661, 118.4366 24.46489, 118.4346 24.46259, 118.43232 24.45995, 118.42923 24.45632, 118.42519 24.45169, 118.42218 24.44905, 118.42129 24.44852, 118.41903 24.44787, 118.4179 24.44717, 118.41713 24.44649, 118.41574 24.44445, 118.414 24.4421)",2023-07-12T00:00:00,2023-07-13T00:59:57.503
KIN184,184,18A往山外,"LINESTRING (118.41269 24.489, 118.4157 24.48687, 118.4161 24.48663, 118.41701 24.48637, 118.41813 24.48609, 118.41978 24.48561, 118.42025 24.48519, 118.42026 24.48493, 118.41999 24.48459, 118.41947 24.48442, 118.41891 24.48435, 118.41798 24.48378, 118.41769 24.48352, 118.41728 24.48297, 118.41676 24.48248, 118.4162 24.48192, 118.41621 24.48082, 118.41628 24.47826, 118.41616 24.47693, 118.41616 24.47579, 118.41615 24.47455, 118.41673 24.47321, 118.41757 24.47411, 118.4185 24.47458, 118.41927 24.47504, 118.42117 24.47551, 118.4233 24.47604, 118.42566 24.47626, 118.42677 24.47574, 118.42816 24.47506, 118.42863 24.47451, 118.42904 24.47407, 118.42942 24.47381, 118.42955 24.47394, 118.42918 24.47541, 118.42872 24.47683, 118.42857 24.47749, 118.42986 24.47711, 118.43096 24.47508, 118.43217 24.47261, 118.43323 24.47045, 118.43512 24.46671, 118.43675 24.46472, 118.4356 24.46352, 118.43202 24.45942, 118.42847 24.45521, 118.4255 24.45169, 118.42341 24.44995, 118.42194 24.44859, 118.42068 24.44823, 118.41941 24.44784, 118.41814 24.44715, 118.41751 24.44669, 118.41681 24.44572, 118.41567 24.44405, 118.414 24.44207)",2023-07-12T00:00:00,2023-07-13T00:59:57.533
KIN192,192,19繞復國墩峰上,"LINESTRING (118.414 24.44207, 118.41217 24.43909, 118.4106 24.43684, 118.40982 24.43587, 118.41152 24.4357, 118.41481 24.43466, 118.42253 24.43337, 118.42465 24.43194, 118.4304 24.42781, 118.43438 24.42488, 118.43463 24.42447, 118.43388 24.41746, 118.43515 24.41579, 118.43527 24.41381, 118.43393 24.41086, 118.43698 24.41207, 118.44029 24.41526, 118.43976 24.41889, 118.43936 24.42144, 118.43931 24.42202, 118.43977 24.4229, 118.44084 24.4241, 118.4415 24.42451, 118.44331 24.42488, 118.44369 24.42518, 118.44444 24.4254, 118.4452 24.42612, 118.4462 24.42705, 118.4478 24.42712, 118.45393 24.42757, 118.45625 24.42776, 118.45817 24.42793, 118.45361 24.42764, 118.44717 24.42717, 118.44624 24.42713, 118.44537 24.42802, 118.44413 24.42883, 118.44301 24.42945, 118.44208 24.43019, 118.45366 24.4389, 118.45923 24.44309, 118.46023 24.44218, 118.46072 24.44275, 118.46134 24.44292, 118.46424 24.44612, 118.4666 24.44769, 118.46827 24.44761, 118.46913 24.44794, 118.46909 24.44803, 118.46827 24.44773, 118.46659 24.44781, 118.46415 24.4462, 118.46125 24.44301, 118.46065 24.44284, 118.46024 24.44236, 118.45917 24.44325, 118.4419 24.43028, 118.43815 24.42744, 118.43906 24.42274, 118.43936 24.42063, 118.43969 24.41867, 118.44018 24.41535, 118.43907 24.41427, 118.43687 24.41213, 118.43418 24.41106, 118.43542 24.41379, 118.43527 24.41581, 118.43407 24.41749, 118.43483 24.42454, 118.43468 24.42488, 118.4303 24.42802, 118.42457 24.43214, 118.42261 24.4335, 118.41487 24.43476, 118.41168 24.43576, 118.40998 24.43592, 118.41253 24.43937, 118.4141 24.44197)",2023-07-12T00:00:00,2023-07-13T00:59:57.533
KIN194,194,19繞復國墩,"LINESTRING (118.41393 24.44215, 118.41207 24.43914, 118.40984 24.43587, 118.41123 24.43573, 118.41245 24.43541, 118.41362 24.43502, 118.41615 24.43447, 118.42085 24.43363, 118.42247 24.43341, 118.42329 24.43291, 118.4245 24.43205, 118.43026 24.42782, 118.43344 24.42548, 118.43438 24.42481, 118.4347 24.42413, 118.43424 24.42027, 118.43392 24.4178, 118.43423 24.41696, 118.43515 24.41576, 118.43533 24.41362, 118.43393 24.41075, 118.43458 24.41102, 118.43693 24.412, 118.44033 24.4153, 118.43981 24.4187, 118.43929 24.42204, 118.43871 24.42476, 118.43821 24.42744, 118.44248 24.43057, 118.44637 24.43335, 118.45298 24.4384, 118.45926 24.44313, 118.4602 24.44236, 118.46042 24.44235, 118.46077 24.44282, 118.46127 24.4429, 118.46305 24.44477, 118.46406 24.44596, 118.46506 24.44673, 118.46662 24.4477, 118.46743 24.44774, 118.46837 24.44765, 118.46916 24.44782, 118.46915 24.44788, 118.4683 24.44773, 118.46662 24.44778, 118.4645 24.4464, 118.46393 24.44589, 118.46286 24.44466, 118.46121 24.44299, 118.46059 24.44279, 118.46028 24.44241, 118.45921 24.44322, 118.458 24.44224, 118.45622 24.44093, 118.45485 24.43987, 118.45293 24.43844, 118.45115 24.4371, 118.44931 24.43572, 118.44588 24.43309, 118.44239 24.43056, 118.44197 24.43027, 118.43814 24.42746, 118.43906 24.42264, 118.43925 24.42172, 118.43949 24.42049, 118.43982 24.41851, 118.44028 24.4154, 118.43946 24.41451, 118.43791 24.41299, 118.43685 24.41207, 118.4341 24.4109, 118.43481 24.41243, 118.43534 24.41358, 118.43527 24.41559, 118.4343 24.417, 118.43398 24.41783, 118.43418 24.4192, 118.43471 24.42366, 118.43483 24.42474, 118.43463 24.42491, 118.43446 24.42487, 118.4332 24.42577, 118.43018 24.42799, 118.42771 24.42975, 118.42333 24.43294, 118.42241 24.43348, 118.42053 24.43373, 118.41798 24.43419, 118.41566 24.43461, 118.41332 24.43515, 118.41144 24.43574, 118.41005 24.43592, 118.41072 24.43704, 118.41166 24.43837, 118.41235 24.43933, 118.41315 24.44042, 118.41339 24.44082, 118.41411 24.44208)",2023-07-12T00:00:00,2023-07-13T00:59:57.533
KIN193,193,19繞復國墩峰上回程不繞料羅新頭,"LINESTRING (118.4141 24.44209, 118.41374 24.4416, 118.4135 24.44126, 118.41337 24.44107, 118.41326 24.4409, 118.41321 24.44084, 118.41313 24.44079, 118.41306 24.44072, 118.41309 24.44063, 118.41313 24.44054, 118.41217 24.43917, 118.40996 24.43604, 118.41 24.43596, 118.41008 24.43588, 118.41141 24.43572, 118.41173 24.43567, 118.41268 24.43536, 118.41343 24.43511, 118.41398 24.43494, 118.41517 24.43468, 118.41631 24.43447, 118.42054 24.4337, 118.42201 24.43352, 118.4223 24.43349, 118.42252 24.43344, 118.42283 24.43327, 118.42356 24.43276, 118.4286 24.42911, 118.43033 24.42786, 118.43237 24.42636, 118.4342 24.42503, 118.43439 24.42489, 118.43445 24.42485, 118.43447 24.42478, 118.43445 24.42473, 118.43446 24.42463, 118.43454 24.42457, 118.43463 24.42451, 118.43472 24.42444, 118.4347 24.42411, 118.43466 24.42354, 118.43432 24.42062, 118.4341 24.41874, 118.43405 24.41835, 118.43403 24.41812, 118.43402 24.41798, 118.43403 24.41776, 118.43408 24.41753, 118.43417 24.41729, 118.43426 24.41711, 118.43508 24.41594, 118.43525 24.41562, 118.43529 24.41492, 118.43536 24.41381, 118.43533 24.41359, 118.43487 24.41267, 118.43432 24.41156, 118.43403 24.41096, 118.43409 24.41093, 118.43416 24.41091, 118.43466 24.41111, 118.43696 24.41211, 118.43732 24.41239, 118.43936 24.41436, 118.4402 24.4152, 118.4403 24.41536, 118.44034 24.41568, 118.44019 24.41661, 118.44003 24.41753, 118.43989 24.41833, 118.43981 24.41874, 118.43957 24.42014, 118.4394 24.42112, 118.43927 24.4219, 118.43957 24.42245, 118.4398 24.42288, 118.44005 24.42318, 118.44037 24.42353, 118.44046 24.42364, 118.44078 24.42403, 118.44105 24.42424, 118.44132 24.42438, 118.44147 24.42446, 118.44172 24.42456, 118.44221 24.4247, 118.44271 24.42479, 118.443 24.42483, 118.44315 24.42483, 118.44334 24.42487, 118.44356 24.42509, 118.44382 24.42518, 118.44438 24.42535, 118.4451 24.42602, 118.44521 24.42613, 118.44563 24.4265, 118.44614 24.42699, 118.44622 24.427, 118.44692 24.42704, 118.44709 24.42705, 118.44824 24.42713, 118.44998 24.42726, 118.4507 24.42731, 118.45233 24.42743, 118.45371 24.42753, 118.45449 24.42759, 118.4547 24.42761, 118.45599 24.42771, 118.45626 24.42773, 118.45734 24.42781, 118.45773 24.42783, 118.45809 24.42789, 118.4581 24.42793, 118.45768 24.42786, 118.45735 24.42786, 118.45633 24.42778, 118.4554 24.42771, 118.45471 24.42765, 118.45448 24.42763, 118.45248 24.42749, 118.45237 24.42749, 118.45054 24.42735, 118.44835 24.42717, 118.4466 24.42705, 118.44639 24.42703, 118.44629 24.42704, 118.44621 24.42711, 118.44616 24.42718, 118.44603 24.42727, 118.44591 24.42732, 118.44574 24.42739, 118.44575 24.42756, 118.44582 24.42763, 118.4458 24.42772, 118.44569 24.4278, 118.44555 24.42785, 118.44546 24.42791, 118.44529 24.42808, 118.44504 24.42823, 118.4448 24.42842, 118.44444 24.42861, 118.44439 24.42864, 118.444 24.42885, 118.44372 24.42896, 118.44354 24.42898, 118.44333 24.42924, 118.44319 24.4293, 118.44303 24.42935, 118.44276 24.42974, 118.44263 24.42989, 118.44242 24.43005, 118.44217 24.43017, 118.44216 24.43022, 118.4422 24.43026, 118.44255 24.43052, 118.44309 24.43092, 118.44439 24.43189, 118.4464 24.4334, 118.44694 24.4338, 118.44783 24.43446, 118.44892 24.43528, 118.44977 24.43591, 118.45022 24.43625, 118.45088 24.43674, 118.45142 24.43715, 118.45151 24.43722, 118.45222 24.43775, 118.45273 24.43814, 118.4531 24.43842, 118.45314 24.43845, 118.45406 24.43914, 118.45477 24.43967, 118.45679 24.44118, 118.45744 24.44167, 118.45806 24.44213, 118.45883 24.44271, 118.45921 24.44301, 118.45925 24.44304, 118.4593 24.44307, 118.45935 24.44307, 118.45938 24.44306, 118.45994 24.44258, 118.4602 24.44237, 118.46023 24.44235, 118.46025 24.44232, 118.46027 24.44226, 118.46031 24.44221, 118.46037 24.44221, 118.46042 24.44224, 118.46045 24.44228, 118.46045 24.44233, 118.46047 24.44237, 118.46065 24.44263, 118.46074 24.44272, 118.46078 24.44274, 118.46089 24.44277, 118.46129 24.44288, 118.46138 24.44293, 118.46162 24.44317, 118.46219 24.44376, 118.46274 24.44437, 118.46318 24.44486, 118.46363 24.44539, 118.46428 24.4461, 118.46437 24.44618, 118.46459 24.44635, 118.46487 24.44656, 118.46575 24.44712, 118.46577 24.44713, 118.46651 24.4476, 118.46658 24.44763, 118.46664 24.44765, 118.46716 24.44771, 118.46735 24.44769, 118.46808 24.44763, 118.46832 24.4476, 118.46843 24.44761, 118.46866 24.44767, 118.46892 24.44773, 118.4693 24.4478, 118.46927 24.44784, 118.46906 24.44783, 118.46894 24.4478, 118.4689 24.44779, 118.46865 24.44773, 118.46837 24.44767, 118.46817 24.44768, 118.46801 24.4477, 118.46752 24.44773, 118.46716 24.44777, 118.46713 24.44777, 118.46707 24.44777, 118.46673 24.44774, 118.46668 24.44774, 118.46662 24.44773, 118.46657 24.44772, 118.46628 24.44755, 118.46562 24.44713, 118.46492 24.44668, 118.46478 24.44658, 118.46447 24.44635, 118.46428 24.4462, 118.46374 24.44563, 118.46354 24.44541, 118.46322 24.44504, 118.46263 24.44437, 118.46211 24.44378, 118.46159 24.44326, 118.46135 24.44301, 118.46125 24.44295, 118.46112 24.44292, 118.46081 24.44284, 118.46074 24.44282, 118.46069 24.4428, 118.46042 24.44244, 118.46038 24.44242, 118.46033 24.44241, 118.46029 24.4424, 118.46025 24.44241, 118.45999 24.44262, 118.45956 24.44299, 118.45939 24.44311, 118.45934 24.44312, 118.45929 24.44312, 118.45924 24.44311, 118.45919 24.44308, 118.45874 24.44274, 118.458 24.44217, 118.4573 24.44165, 118.45615 24.44079, 118.45498 24.43992, 118.45462 24.43965, 118.45395 24.43916, 118.45359 24.43888, 118.45305 24.43848, 118.45304 24.43847, 118.45268 24.4382, 118.45263 24.43816, 118.45208 24.43775, 118.45137 24.43722, 118.45067 24.43669, 118.44968 24.43595, 118.44959 24.43589, 118.44915 24.43556, 118.4483 24.43492, 118.44772 24.43449, 118.44715 24.43406, 118.44614 24.4333, 118.44597 24.43317, 118.44549 24.43281, 118.44502 24.43247, 118.44453 24.4321, 118.44391 24.43163, 118.44359 24.43139, 118.44357 24.43138, 118.44202 24.43027, 118.43828 24.43241, 118.43796 24.43299, 118.43432 24.43402, 118.43347 24.43427, 118.43262 24.4345, 118.43202 24.43467, 118.43144 24.43487, 118.42732 24.4361, 118.42221 24.43769, 118.41874 24.43892, 118.41352 24.44056, 118.41343 24.44063, 118.41338 24.44072, 118.41337 24.44083, 118.41432 24.44219)",2023-07-12T00:00:00,2023-07-13T00:59:57.55
KIN197,197,19回程不繞料羅新頭,"LINESTRING (118.41412 24.44212, 118.41389 24.44182, 118.41355 24.44134, 118.41329 24.44095, 118.4132 24.44084, 118.41306 24.44078, 118.41305 24.44067, 118.41308 24.44056, 118.41305 24.44044, 118.41215 24.43918, 118.40989 24.43592, 118.41138 24.43573, 118.41158 24.43571, 118.41265 24.43537, 118.41301 24.43524, 118.414 24.43494, 118.41455 24.4348, 118.4151 24.4347, 118.41626 24.43448, 118.42049 24.43371, 118.4223 24.43349, 118.42251 24.43344, 118.4228 24.43328, 118.42352 24.43276, 118.42358 24.43272, 118.43028 24.42788, 118.43186 24.42672, 118.43435 24.42492, 118.43442 24.42486, 118.43443 24.42472, 118.43446 24.42463, 118.43453 24.42458, 118.43463 24.42453, 118.43467 24.42445, 118.43469 24.42436, 118.43463 24.42356, 118.43434 24.42112, 118.43409 24.41898, 118.43402 24.41841, 118.43401 24.41836, 118.43398 24.41798, 118.43397 24.41789, 118.434 24.4176, 118.43414 24.41725, 118.43429 24.41698, 118.43494 24.41606, 118.435 24.41598, 118.43519 24.41562, 118.43528 24.41427, 118.43531 24.41396, 118.43529 24.41365, 118.43514 24.41331, 118.43473 24.41248, 118.434 24.411, 118.43404 24.41094, 118.43412 24.41092, 118.43462 24.41113, 118.43691 24.41211, 118.43728 24.41242, 118.4393 24.41437, 118.4398 24.41485, 118.44023 24.41531, 118.44026 24.41548, 118.44029 24.41567, 118.44013 24.41669, 118.44012 24.41676, 118.43999 24.41745, 118.43981 24.41856, 118.43977 24.41876, 118.4396 24.41968, 118.43938 24.421, 118.43923 24.42183, 118.43918 24.42213, 118.43852 24.42592, 118.43833 24.42719, 118.43832 24.42738, 118.43832 24.42748, 118.44363 24.43145, 118.4463 24.43347, 118.44853 24.43513, 118.45053 24.43662, 118.45137 24.43725, 118.45281 24.43834, 118.45302 24.4385, 118.45775 24.44201, 118.45884 24.44283, 118.45918 24.44311, 118.45924 24.44312, 118.4593 24.44311, 118.45938 24.44306, 118.45992 24.44259, 118.45998 24.44264, 118.45933 24.44319, 118.45927 24.4432, 118.45921 24.4432, 118.45851 24.44268, 118.45746 24.44189, 118.45698 24.44154, 118.45571 24.44058, 118.45456 24.43973, 118.45349 24.43892, 118.45274 24.43836, 118.4513 24.43728, 118.45092 24.437, 118.44952 24.43595, 118.44922 24.43573, 118.44822 24.43497, 118.44735 24.43433, 118.44607 24.43336, 118.44579 24.43315, 118.44486 24.43246, 118.44378 24.43165, 118.44194 24.43026, 118.44117 24.43066, 118.43834 24.43236, 118.43793 24.43298, 118.4343 24.434, 118.43298 24.43442, 118.43176 24.43476, 118.43008 24.43528, 118.42808 24.43588, 118.42727 24.43611, 118.42718 24.43613, 118.42488 24.43681, 118.4236 24.43719, 118.42214 24.43768, 118.42177 24.43781, 118.41915 24.43875, 118.41867 24.43891, 118.41712 24.43946, 118.41665 24.43962, 118.41607 24.4398, 118.41349 24.4406, 118.41338 24.44069, 118.41333 24.4408, 118.41332 24.44088, 118.41339 24.44099, 118.41371 24.44144, 118.41424 24.44218)",2023-07-12T00:00:00,2023-07-13T00:59:57.643
KIN195,195,19不繞溪邊,"LINESTRING (118.41405 24.44207, 118.41322 24.44083, 118.41304 24.44081, 118.41301 24.44065, 118.41309 24.44057, 118.40981 24.43592, 118.41095 24.43572, 118.41226 24.43543, 118.414 24.43483, 118.41963 24.4338, 118.42252 24.43335, 118.43441 24.42478, 118.43445 24.42461, 118.43456 24.42451, 118.43466 24.4245, 118.43465 24.42385, 118.43391 24.41786, 118.43408 24.41729, 118.43516 24.41559, 118.43529 24.41363, 118.43386 24.41071, 118.43696 24.41203, 118.44026 24.41517, 118.44036 24.41569, 118.43914 24.42272, 118.43484 24.42465, 118.43478 24.4248, 118.43462 24.42484, 118.43451 24.42484, 118.4227 24.43342, 118.42238 24.43353, 118.41957 24.43393, 118.41405 24.43497, 118.41165 24.43572, 118.41001 24.43596, 118.41321 24.44051, 118.41336 24.44057, 118.41341 24.44067, 118.41337 24.44078, 118.41417 24.442, 118.41421 24.44202)",2023-07-12T00:00:00,2023-07-13T00:59:57.613
KIN201,201,20,"LINESTRING (118.41397 24.44213, 118.41315 24.4409, 118.4134 24.4406, 118.41465 24.44021, 118.41599 24.43981, 118.41785 24.43918, 118.42064 24.43818, 118.42305 24.43733, 118.42444 24.43687, 118.42633 24.43631, 118.43064 24.43508, 118.43195 24.43469, 118.43372 24.4281, 118.43266 24.43197, 118.43465 24.42476, 118.43952 24.42249, 118.44032 24.42343, 118.44118 24.42434, 118.44246 24.42471, 118.44361 24.42494, 118.44378 24.42525, 118.44434 24.4254, 118.44512 24.42608, 118.44622 24.4271, 118.44688 24.4271, 118.45479 24.4277, 118.45779 24.42797, 118.45778 24.42794, 118.45111 24.42738, 118.44685 24.42702, 118.44601 24.42727, 118.44575 24.42753, 118.44574 24.42779, 118.44444 24.42862, 118.44352 24.42906, 118.4432 24.42928, 118.44295 24.42937, 118.44241 24.4301, 118.4422 24.43038, 118.44634 24.43345, 118.45315 24.43861, 118.45676 24.44126, 118.45924 24.44311, 118.46019 24.44235, 118.46064 24.44268, 118.46137 24.44305, 118.46425 24.44617, 118.4666 24.44781, 118.46911 24.44794, 118.46915 24.44788, 118.46662 24.44771, 118.46446 24.44638, 118.46297 24.44482, 118.46125 24.44306, 118.4605 24.44268, 118.46021 24.44247, 118.4593 24.44318, 118.45299 24.43849, 118.44623 24.4335, 118.44184 24.43031, 118.43817 24.43247, 118.43783 24.43305, 118.42191 24.43779, 118.41798 24.43922, 118.41351 24.44064, 118.41325 24.44088, 118.41402 24.4421)",2023-07-12T00:00:00,2023-07-13T00:59:57.723
KIN202,202,20不繞峰上,"LINESTRING (118.4141 24.44209, 118.41384 24.44175, 118.4132 24.44083, 118.41309 24.4408, 118.41305 24.44073, 118.41307 24.44064, 118.41314 24.44057, 118.41326 24.44057, 118.41333 24.4406, 118.41624 24.43969, 118.41713 24.4394, 118.42266 24.43745, 118.42335 24.43721, 118.4314 24.43484, 118.43179 24.43474, 118.43186 24.4347, 118.43192 24.43463, 118.43199 24.43453, 118.43224 24.4336, 118.4323 24.43339, 118.43265 24.43212, 118.43458 24.42492, 118.43447 24.42484, 118.43444 24.42471, 118.43452 24.42456, 118.43466 24.42451, 118.43479 24.42458, 118.43482 24.42472, 118.4348 24.42486, 118.43703 24.42653, 118.4408 24.4293, 118.44132 24.4297, 118.44201 24.43021, 118.44211 24.43027, 118.44279 24.43076, 118.44374 24.43147, 118.44415 24.43177, 118.44419 24.4318, 118.44521 24.43258, 118.44591 24.4331, 118.44596 24.43313, 118.44675 24.43371, 118.44679 24.43374, 118.44685 24.43378, 118.4473 24.43412, 118.45187 24.43753, 118.45306 24.43842, 118.45382 24.43898, 118.45426 24.43932, 118.45436 24.43939, 118.45438 24.4394, 118.45567 24.44037, 118.45681 24.44122, 118.45755 24.44177, 118.45822 24.44227, 118.45862 24.44258, 118.45921 24.44303, 118.45925 24.44304, 118.4593 24.44304, 118.45934 24.44303, 118.4598 24.44263, 118.4602 24.44231, 118.46023 24.44225, 118.46026 24.44221, 118.46034 24.4422, 118.46039 24.44223, 118.46039 24.44229, 118.46043 24.44234, 118.46069 24.44269, 118.46073 24.44272, 118.46124 24.44286, 118.46134 24.44291, 118.46178 24.44335, 118.46216 24.44375, 118.46365 24.44543, 118.4643 24.44612, 118.46464 24.44639, 118.46518 24.44676, 118.46651 24.44761, 118.46661 24.44765, 118.46712 24.44771, 118.46831 24.4476, 118.46841 24.44761, 118.46862 24.44767, 118.46866 24.44768, 118.46918 24.44778, 118.46917 24.44784, 118.46904 24.44783, 118.46833 24.44766, 118.46821 24.44767, 118.46743 24.44774, 118.46718 24.44777, 118.46702 24.44777, 118.46663 24.44773, 118.46655 24.44771, 118.46513 24.44681, 118.46481 24.4466, 118.4646 24.44645, 118.46429 24.44621, 118.46419 24.44612, 118.4636 24.44548, 118.46192 24.44359, 118.46133 24.44299, 118.46124 24.44293, 118.46076 24.4428, 118.4607 24.44278, 118.46066 24.44276, 118.46042 24.44243, 118.46038 24.4424, 118.46033 24.44238, 118.46029 24.44237, 118.46023 24.44238, 118.46007 24.44251, 118.45968 24.44285, 118.45956 24.44296, 118.45938 24.4431, 118.45933 24.44311, 118.45928 24.44311, 118.45923 24.4431, 118.4592 24.44308, 118.4556 24.44038, 118.44733 24.43419, 118.44692 24.43388, 118.44666 24.43368, 118.44596 24.43316, 118.44199 24.43023, 118.43829 24.43239, 118.43799 24.43294, 118.42354 24.4372, 118.42347 24.43722, 118.41789 24.43919, 118.41715 24.43944, 118.41637 24.43971, 118.41351 24.44059, 118.41342 24.44064, 118.41338 24.44069, 118.41337 24.44073, 118.41334 24.44082, 118.41348 24.44106, 118.41375 24.44142, 118.41426 24.44214)",2023-07-12T00:00:00,2023-07-13T00:59:57.643
