StationGroupUID,StationGroupID,StationGroupName,StationGroupPosition,UpdateTime,VersionID
HUA977－059,977－059,{'Zh_tw': '芭崎瞭望台(市區公車)'},"{'PositionLon': 121.558168, 'PositionLat': 23.731741, 'GeoHash': 'wsnrn05zq'}",2023-07-13T07:38:39+08:00,1790
HUA977－061,977－061,{'Zh_tw': '親不知子海上古道(市區公車)'},"{'PositionLon': 121.54499, 'PositionLat': 23.671516, 'GeoHash': 'wsnqtv62e'}",2023-07-13T07:38:39+08:00,1790
HUA977－062,977－062,{'Zh_tw': '新社梯田(市區公車)'},"{'PositionLon': 121.53935, 'PositionLat': 23.655792, 'GeoHash': 'wsnqtdqkb'}",2023-07-13T07:38:39+08:00,1790
HUA977－063,977－063,{'Zh_tw': '石門班哨角(市區公車)'},"{'PositionLon': 121.502365, 'PositionLat': 23.520615, 'GeoHash': 'wsnmucg3d'}",2023-07-13T07:38:39+08:00,1790
HUA977－064,977－064,{'Zh_tw': '石梯漁港(市區公車)'},"{'PositionLon': 121.506133, 'PositionLat': 23.492436, 'GeoHash': 'wsnmsuwj6'}",2023-07-13T07:38:39+08:00,1790
HUA977－065,977－065,{'Zh_tw': '石門洞'},"{'PositionLon': 121.502658, 'PositionLat': 23.522919, 'GeoHash': 'wsnmuf5wc'}",2023-07-13T07:38:39+08:00,1790
HUA977－066,977－066,{'Zh_tw': '北回歸線'},"{'PositionLon': 121.4966, 'PositionLat': 23.45225, 'GeoHash': 'wsnmktr57'}",2023-07-13T07:38:39+08:00,1790
HUA977－067,977－067,{'Zh_tw': '石梯坪'},"{'PositionLon': 121.508685, 'PositionLat': 23.490803, 'GeoHash': 'wsnmsurgv'}",2023-07-13T07:38:39+08:00,1790
HUA977－068,977－068,{'Zh_tw': '奚卜蘭遊客中心'},"{'PositionLon': 121.4888, 'PositionLat': 23.46629, 'GeoHash': 'wsnmkxcmn'}",2023-07-13T07:38:39+08:00,1790
HUA979－002,979－002,{'Zh_tw': '林田山林業文化園區(市區公車)'},"{'PositionLon': 121.402624, 'PositionLat': 23.718694, 'GeoHash': 'wsnqftfeq'}",2023-07-13T07:38:39+08:00,1790
HUA981－048,981－048,{'Zh_tw': '安通溫泉'},"{'PositionLon': 121.34131, 'PositionLat': 23.28092, 'GeoHash': 'wsnk3nnj1'}",2023-07-13T07:38:39+08:00,1790
HUA981－052,981－052,{'Zh_tw': '玉里火車站'},"{'PositionLon': 121.312265, 'PositionLat': 23.331378, 'GeoHash': 'wsnk8x2gh'}",2023-07-13T07:38:39+08:00,1790
