RouteUID,RouteID,HasSubRoutes,Operators,AuthorityID,ProviderID,SubRoutes,BusRouteType,RouteName,DepartureStopNameZh,DepartureStopNameEn,DestinationStopNameZh,DestinationStopNameEn,TicketPriceDescriptionZh,TicketPriceDescriptionEn,FareBufferZoneDescriptionZh,FareBufferZoneDescriptionEn,RouteMapImageUrl,City,CityCode,UpdateTime,VersionID
NWT16660,16660,True,"[{'OperatorID': '16185', 'OperatorName': {'Zh_tw': '指南客運'}, 'OperatorCode': 'ZhinanBus', 'OperatorNo': '0907'}]",005,015,"[{'SubRouteUID': 'NWT157724', 'SubRouteID': '157724', 'OperatorIDs': ['16185'], 'SubRouteName': {'Zh_tw': '883', 'En': '883'}, 'Direction': 0, 'FirstBusTime': '0545', 'LastBusTime': '1500'}, {'SubRouteUID': 'NWT157724', 'SubRouteID': '157724', 'OperatorIDs': ['16185'], 'SubRouteName': {'Zh_tw': '883', 'En': '883'}, 'Direction': 1}]",11,"{'Zh_tw': '883', 'En': '883'}",淡海,Danhai,捷運丹鳳站,MRT Danfeng Station,二段票,2 segments,成德公園-馬偕醫院,Chengde Park-Mackey Memorial Hospital,https://ebus.gov.taipei/MapOverview?nid=0400088300,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16662,16662,True,"[{'OperatorID': '16176', 'OperatorName': {'Zh_tw': '臺北客運', 'En': 'Taipei Bus Co., Ltd.'}, 'OperatorCode': 'TaipeiBus', 'OperatorNo': '1407'}]",005,015,"[{'SubRouteUID': 'NWT157726', 'SubRouteID': '157726', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '948', 'En': '948'}, 'Direction': 0, 'FirstBusTime': '0540', 'LastBusTime': '1900', 'HolidayFirstBusTime': '0600', 'HolidayLastBusTime': '1900'}, {'SubRouteUID': 'NWT157726', 'SubRouteID': '157726', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '948', 'En': '948'}, 'Direction': 1, 'FirstBusTime': '0540', 'LastBusTime': '1900', 'HolidayFirstBusTime': '0600', 'HolidayLastBusTime': '1900'}]",11,"{'Zh_tw': '948', 'En': '948'}",林口,Linkou,新北板橋公車站,Banqiao Bus Stop,兩段票,2 segments,高公局,National Freeway Bureau,https://ebus.gov.taipei/MapOverview?nid=0400094800,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16663,16663,True,"[{'OperatorID': '16176', 'OperatorName': {'Zh_tw': '臺北客運', 'En': 'Taipei Bus Co., Ltd.'}, 'OperatorCode': 'TaipeiBus', 'OperatorNo': '1407'}]",005,015,"[{'SubRouteUID': 'NWT157727', 'SubRouteID': '157727', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '藍43', 'En': 'BL43'}, 'Direction': 0, 'FirstBusTime': '0600', 'LastBusTime': '2000', 'HolidayFirstBusTime': '1730', 'HolidayLastBusTime': '1930'}, {'SubRouteUID': 'NWT157727', 'SubRouteID': '157727', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '藍43', 'En': 'BL43'}, 'Direction': 1, 'FirstBusTime': '0600', 'LastBusTime': '2000', 'HolidayFirstBusTime': '1730', 'HolidayLastBusTime': '1930'}]",11,"{'Zh_tw': '藍43', 'En': 'BL43'}",三峽,Sanxia,捷運永寧站,MRT Yongning Sta.,一段票,1 segments,https://ebus.gov.taipei/MapOverview?nid=0412004300,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16664,16664,True,"[{'OperatorID': '16176', 'OperatorName': {'Zh_tw': '臺北客運', 'En': 'Taipei Bus Co., Ltd.'}, 'OperatorCode': 'TaipeiBus', 'OperatorNo': '1407'}]",005,015,"[{'SubRouteUID': 'NWT157728', 'SubRouteID': '157728', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '921', 'En': '921'}, 'Direction': 0, 'FirstBusTime': '0600', 'LastBusTime': '2220', 'HolidayFirstBusTime': '0630', 'HolidayLastBusTime': '2220'}, {'SubRouteUID': 'NWT157728', 'SubRouteID': '157728', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '921', 'En': '921'}, 'Direction': 1, 'FirstBusTime': '0600', 'LastBusTime': '2220', 'HolidayFirstBusTime': '0630', 'HolidayLastBusTime': '2220'}, {'SubRouteUID': 'NWT161759', 'SubRouteID': '161759', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '921三峽二站(車機)', 'En': '921'}, 'Direction': 0, 'FirstBusTime': '0600', 'LastBusTime': '2220', 'HolidayFirstBusTime': '0630', 'HolidayLastBusTime': '2220'}, {'SubRouteUID': 'NWT161760', 'SubRouteID': '161760', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '921南華路口(車機)', 'En': '921'}, 'Direction': 1, 'FirstBusTime': '0600', 'LastBusTime': '2220', 'HolidayFirstBusTime': '0630', 'HolidayLastBusTime': '2220'}]",11,"{'Zh_tw': '921', 'En': '921'}",三峽,Sanxia,捷運景安站,MRT Jingan Sta.,兩段票,2 segments,北二高,Northern National Highway No.2,https://ebus.gov.taipei/MapOverview?nid=0400092100,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16665,16665,True,"[{'OperatorID': '16176', 'OperatorName': {'Zh_tw': '臺北客運', 'En': 'Taipei Bus Co., Ltd.'}, 'OperatorCode': 'TaipeiBus', 'OperatorNo': '1407'}]",005,015,"[{'SubRouteUID': 'NWT157729', 'SubRouteID': '157729', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '851', 'En': '851'}, 'Direction': 0, 'FirstBusTime': '0550', 'LastBusTime': '1930', 'HolidayFirstBusTime': '0700', 'HolidayLastBusTime': '1900'}, {'SubRouteUID': 'NWT157729', 'SubRouteID': '157729', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '851', 'En': '851'}, 'Direction': 1, 'FirstBusTime': '0550', 'LastBusTime': '1930', 'HolidayFirstBusTime': '0700', 'HolidayLastBusTime': '1900'}, {'SubRouteUID': 'NWT159303', 'SubRouteID': '159303', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '851延駛邱厝巷', 'En': '851 Sub Qiucuo'}, 'Direction': 0, 'FirstBusTime': '0550', 'LastBusTime': '1930', 'HolidayFirstBusTime': '0700', 'HolidayLastBusTime': '1900'}, {'SubRouteUID': 'NWT159303', 'SubRouteID': '159303', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '851延駛邱厝巷', 'En': '851 Sub Qiucuo'}, 'Direction': 1, 'FirstBusTime': '0550', 'LastBusTime': '1930', 'HolidayFirstBusTime': '0700', 'HolidayLastBusTime': '1900'}, {'SubRouteUID': 'NWT159314', 'SubRouteID': '159314', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '851不經二甲', 'En': '851'}, 'Direction': 0, 'FirstBusTime': '0550', 'LastBusTime': '1930', 'HolidayFirstBusTime': '0700', 'HolidayLastBusTime': '1900'}, {'SubRouteUID': 'NWT159314', 'SubRouteID': '159314', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '851不經二甲', 'En': '851'}, 'Direction': 1, 'FirstBusTime': '0550', 'LastBusTime': '1930', 'HolidayFirstBusTime': '0700', 'HolidayLastBusTime': '1900'}]",11,"{'Zh_tw': '851', 'En': '851'}",北大社區,National Taipei University community,鶯歌高職,Yingge Vocational High School,一段票,1 segments,https://ebus.gov.taipei/MapOverview?nid=0400085100,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16666,16666,True,"[{'OperatorID': '16176', 'OperatorName': {'Zh_tw': '臺北客運', 'En': 'Taipei Bus Co., Ltd.'}, 'OperatorCode': 'TaipeiBus', 'OperatorNo': '1407'}]",005,015,"[{'SubRouteUID': 'NWT157730', 'SubRouteID': '157730', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '852', 'En': '852'}, 'Direction': 0, 'FirstBusTime': '0600', 'LastBusTime': '2000'}, {'SubRouteUID': 'NWT157730', 'SubRouteID': '157730', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '852', 'En': '852'}, 'Direction': 1, 'FirstBusTime': '0600', 'LastBusTime': '2000'}]",11,"{'Zh_tw': '852', 'En': '852'}",北大社區,National Taipei University community,樹林,Shulin,一段票,1 segments,https://ebus.gov.taipei/MapOverview?nid=0400085200,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16667,16667,True,"[{'OperatorID': '16177', 'OperatorName': {'Zh_tw': '首都客運'}, 'OperatorCode': 'CapitalBus', 'OperatorNo': '0913'}]",005,015,"[{'SubRouteUID': 'NWT157731', 'SubRouteID': '157731', 'OperatorIDs': ['16177'], 'SubRouteName': {'Zh_tw': '橘12', 'En': 'O12'}, 'Direction': 0, 'FirstBusTime': '0630', 'LastBusTime': '1700'}, {'SubRouteUID': 'NWT157731', 'SubRouteID': '157731', 'OperatorIDs': ['16177'], 'SubRouteName': {'Zh_tw': '橘12', 'En': 'O12'}, 'Direction': 1, 'FirstBusTime': '0630', 'LastBusTime': '1700'}]",11,"{'Zh_tw': '橘12', 'En': 'O12'}",二重,Erchong,捷運三重國小站,MRT Sanchong Elementary School Sta.,一段票,1 segments,https://ebus.gov.taipei/MapOverview?nid=0415001200,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16668,16668,True,"[{'OperatorID': '16177', 'OperatorName': {'Zh_tw': '首都客運'}, 'OperatorCode': 'CapitalBus', 'OperatorNo': '0913'}]",005,015,"[{'SubRouteUID': 'NWT157732', 'SubRouteID': '157732', 'OperatorIDs': ['16177'], 'SubRouteName': {'Zh_tw': '橘13', 'En': 'O13'}, 'Direction': 0, 'FirstBusTime': '0530', 'LastBusTime': '2200', 'HolidayFirstBusTime': '0600', 'HolidayLastBusTime': '2200'}, {'SubRouteUID': 'NWT157732', 'SubRouteID': '157732', 'OperatorIDs': ['16177'], 'SubRouteName': {'Zh_tw': '橘13', 'En': 'O13'}, 'Direction': 1, 'FirstBusTime': '0530', 'LastBusTime': '2200', 'HolidayFirstBusTime': '0600', 'HolidayLastBusTime': '2200'}]",11,"{'Zh_tw': '橘13', 'En': 'O13'}",三重,Sanchong,五股,Wugu,一段票,1 segments,https://ebus.gov.taipei/MapOverview?nid=0415001300,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16669,16669,True,"[{'OperatorID': '16179', 'OperatorName': {'Zh_tw': '三重客運'}, 'OperatorCode': 'SanChungBus ', 'OperatorNo': '0301'}]",005,015,"[{'SubRouteUID': 'NWT157733', 'SubRouteID': '157733', 'OperatorIDs': ['16179'], 'SubRouteName': {'Zh_tw': '橘20觀音山遊客中心', 'En': 'O20 Guanyin Mountain Visitor Center'}, 'Direction': 0, 'FirstBusTime': '0540', 'LastBusTime': '2000', 'HolidayFirstBusTime': '0540', 'HolidayLastBusTime': '2000'}, {'SubRouteUID': 'NWT157733', 'SubRouteID': '157733', 'OperatorIDs': ['16179'], 'SubRouteName': {'Zh_tw': '橘20觀音山遊客中心', 'En': 'O20 Guanyin Mountain Visitor Center'}, 'Direction': 1, 'FirstBusTime': '0540', 'LastBusTime': '2000', 'HolidayFirstBusTime': '0540', 'HolidayLastBusTime': '2000'}, {'SubRouteUID': 'NWT159259', 'SubRouteID': '159259', 'OperatorIDs': ['16179'], 'SubRouteName': {'Zh_tw': '橘20加班車捷運蘆洲站', 'En': 'O20 MRT Luzhou Sta.'}, 'Direction': 1, 'FirstBusTime': '0540', 'LastBusTime': '2000', 'HolidayFirstBusTime': '0540', 'HolidayLastBusTime': '2000'}, {'SubRouteUID': 'NWT159260', 'SubRouteID': '159260', 'OperatorIDs': ['16179'], 'SubRouteName': {'Zh_tw': '橘20加班車凌雲寺', 'En': 'O20 Lingyun Temple'}, 'Direction': 0, 'FirstBusTime': '0540', 'LastBusTime': '2000', 'HolidayFirstBusTime': '0540', 'HolidayLastBusTime': '2000'}, {'SubRouteUID': 'NWT159967', 'SubRouteID': '159967', 'OperatorIDs': ['16179'], 'SubRouteName': {'Zh_tw': '橘20凌雲寺停車場', 'En': 'O20 Lingyun Temple Parking Lot'}, 'Direction': 0, 'FirstBusTime': '0540', 'LastBusTime': '2000', 'HolidayFirstBusTime': '0540', 'HolidayLastBusTime': '2000'}, {'SubRouteUID': 'NWT159967', 'SubRouteID': '159967', 'OperatorIDs': ['16179'], 'SubRouteName': {'Zh_tw': '橘20凌雲寺停車場', 'En': 'O20 Lingyun Temple Parking Lot'}, 'Direction': 1, 'FirstBusTime': '0540', 'LastBusTime': '2000', 'HolidayFirstBusTime': '0540', 'HolidayLastBusTime': '2000'}]",11,"{'Zh_tw': '橘20', 'En': 'O20'}",觀音山,Guanyinshan,蘆洲,Luzhou,一段票,1 segments,https://ebus.gov.taipei/MapOverview?nid=0415002000,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16670,16670,True,"[{'OperatorID': '16179', 'OperatorName': {'Zh_tw': '三重客運'}, 'OperatorCode': 'SanChungBus ', 'OperatorNo': '0301'}]",005,015,"[{'SubRouteUID': 'NWT157734', 'SubRouteID': '157734', 'OperatorIDs': ['16179'], 'SubRouteName': {'Zh_tw': '810', 'En': '810'}, 'Direction': 0, 'FirstBusTime': '0520', 'LastBusTime': '2320', 'HolidayFirstBusTime': '0520', 'HolidayLastBusTime': '2320'}, {'SubRouteUID': 'NWT157734', 'SubRouteID': '157734', 'OperatorIDs': ['16179'], 'SubRouteName': {'Zh_tw': '810', 'En': '810'}, 'Direction': 1, 'FirstBusTime': '0520', 'LastBusTime': '2320', 'HolidayFirstBusTime': '0520', 'HolidayLastBusTime': '2320'}]",11,"{'Zh_tw': '810', 'En': '810'}",土城,Tucheng,迴龍,Huilong,一段票,https://ebus.gov.taipei/MapOverview?nid=0400081000,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16671,16671,True,"[{'OperatorID': '16185', 'OperatorName': {'Zh_tw': '指南客運'}, 'OperatorCode': 'ZhinanBus', 'OperatorNo': '0907'}]",005,015,"[{'SubRouteUID': 'NWT157735', 'SubRouteID': '157735', 'OperatorIDs': ['16185'], 'SubRouteName': {'Zh_tw': '紅27', 'En': 'R27'}, 'Direction': 0, 'FirstBusTime': '0640', 'LastBusTime': '0000', 'HolidayFirstBusTime': '0700', 'HolidayLastBusTime': '0000'}, {'SubRouteUID': 'NWT157735', 'SubRouteID': '157735', 'OperatorIDs': ['16185'], 'SubRouteName': {'Zh_tw': '紅27', 'En': 'R27'}, 'Direction': 1, 'FirstBusTime': '0640', 'LastBusTime': '0000', 'HolidayFirstBusTime': '0700', 'HolidayLastBusTime': '0000'}]",11,"{'Zh_tw': '紅27', 'En': 'R27'}",淡江大學,Tamkang University,捷運淡水站,MRT Tamsui Sta.,一段票,1 segments,https://ebus.gov.taipei/MapOverview?nid=0411002700,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16672,16672,True,"[{'OperatorID': '16185', 'OperatorName': {'Zh_tw': '指南客運'}, 'OperatorCode': 'ZhinanBus', 'OperatorNo': '0907'}]",005,015,"[{'SubRouteUID': 'NWT157736', 'SubRouteID': '157736', 'OperatorIDs': ['16185'], 'SubRouteName': {'Zh_tw': '938', 'En': '938'}, 'Direction': 0, 'FirstBusTime': '0600', 'LastBusTime': '1730'}, {'SubRouteUID': 'NWT157736', 'SubRouteID': '157736', 'OperatorIDs': ['16185'], 'SubRouteName': {'Zh_tw': '938', 'En': '938'}, 'Direction': 1, 'FirstBusTime': '0600', 'LastBusTime': '1730'}]",11,"{'Zh_tw': '938', 'En': '938'}",五股,Wugu,捷運台大醫院站,MRT NTU Hospital Sta.,一段票,Charge for 1 sections,https://ebus.gov.taipei/MapOverview?nid=0400093800,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16673,16673,True,"[{'OperatorID': '16186', 'OperatorName': {'Zh_tw': '淡水客運'}, 'OperatorCode': 'TamshuiBus', 'OperatorNo': '1104'}]",005,015,"[{'SubRouteUID': 'NWT157737', 'SubRouteID': '157737', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '紅13', 'En': 'R13'}, 'Direction': 0, 'FirstBusTime': '0625', 'LastBusTime': '2100', 'HolidayFirstBusTime': '0752', 'HolidayLastBusTime': '2110'}, {'SubRouteUID': 'NWT157737', 'SubRouteID': '157737', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '紅13', 'En': 'R13'}, 'Direction': 1, 'FirstBusTime': '0625', 'LastBusTime': '2100', 'HolidayFirstBusTime': '0752', 'HolidayLastBusTime': '2110'}]",11,"{'Zh_tw': '紅13', 'En': 'R13'}",八里,Bali,捷運關渡站,MRT Guandu Sta.,一段票,1 segments,https://ebus.gov.taipei/MapOverview?nid=0411001300,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16674,16674,True,"[{'OperatorID': '16186', 'OperatorName': {'Zh_tw': '淡水客運'}, 'OperatorCode': 'TamshuiBus', 'OperatorNo': '1104'}]",005,015,"[{'SubRouteUID': 'NWT157738', 'SubRouteID': '157738', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '紅22', 'En': 'R22'}, 'Direction': 0, 'FirstBusTime': '0530', 'LastBusTime': '2330', 'HolidayFirstBusTime': '0545', 'HolidayLastBusTime': '2330'}, {'SubRouteUID': 'NWT157738', 'SubRouteID': '157738', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '紅22', 'En': 'R22'}, 'Direction': 1, 'FirstBusTime': '0530', 'LastBusTime': '2330', 'HolidayFirstBusTime': '0545', 'HolidayLastBusTime': '2330'}, {'SubRouteUID': 'NWT159331', 'SubRouteID': '159331', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '紅22去(車機)', 'En': 'R22'}, 'Direction': 0, 'FirstBusTime': '0530', 'LastBusTime': '2330', 'HolidayFirstBusTime': '0545', 'HolidayLastBusTime': '2330'}, {'SubRouteUID': 'NWT159332', 'SubRouteID': '159332', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '紅22返(車機)', 'En': 'R22 back'}, 'Direction': 1, 'FirstBusTime': '0530', 'LastBusTime': '2330', 'HolidayFirstBusTime': '0545', 'HolidayLastBusTime': '2330'}, {'SubRouteUID': 'NWT159580', 'SubRouteID': '159580', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '紅22台北港(暫停營運)', 'En': '紅22台北港'}, 'Direction': 0, 'FirstBusTime': '0530', 'LastBusTime': '2330', 'HolidayFirstBusTime': '0545', 'HolidayLastBusTime': '2330'}, {'SubRouteUID': 'NWT159580', 'SubRouteID': '159580', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '紅22台北港(暫停營運)', 'En': '紅22台北港'}, 'Direction': 1, 'FirstBusTime': '0530', 'LastBusTime': '2330', 'HolidayFirstBusTime': '0545', 'HolidayLastBusTime': '2330'}, {'SubRouteUID': 'NWT161277', 'SubRouteID': '161277', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '紅22台北港去', 'En': 'R22 Taipei port Go'}, 'Direction': 0, 'FirstBusTime': '0530', 'LastBusTime': '2330', 'HolidayFirstBusTime': '0545', 'HolidayLastBusTime': '2330'}, {'SubRouteUID': 'NWT161278', 'SubRouteID': '161278', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '紅22台北港返', 'En': 'R22 Taipei port Back'}, 'Direction': 1, 'FirstBusTime': '0530', 'LastBusTime': '2330', 'HolidayFirstBusTime': '0545', 'HolidayLastBusTime': '2330'}]",11,"{'Zh_tw': '紅22', 'En': 'R22'}",八里,Bali,捷運關渡站,MRT Guandu Sta.,一段票,1 segments,https://ebus.gov.taipei/MapOverview?nid=0411002200,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16675,16675,True,"[{'OperatorID': '16186', 'OperatorName': {'Zh_tw': '淡水客運'}, 'OperatorCode': 'TamshuiBus', 'OperatorNo': '1104'}]",005,015,"[{'SubRouteUID': 'NWT157739', 'SubRouteID': '157739', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '863', 'En': '863'}, 'Direction': 0, 'FirstBusTime': '0540', 'LastBusTime': '2130', 'HolidayFirstBusTime': '0540', 'HolidayLastBusTime': '2130'}, {'SubRouteUID': 'NWT157739', 'SubRouteID': '157739', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '863', 'En': '863'}, 'Direction': 1, 'FirstBusTime': '0540', 'LastBusTime': '2105', 'HolidayFirstBusTime': '0540', 'HolidayLastBusTime': '2105'}, {'SubRouteUID': 'NWT159638', 'SubRouteID': '159638', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '863磺港大橋', 'En': '863 Huangkang Bridge'}, 'Direction': 1, 'FirstBusTime': '0540', 'LastBusTime': '2105', 'HolidayFirstBusTime': '0540', 'HolidayLastBusTime': '2105'}, {'SubRouteUID': 'NWT159639', 'SubRouteID': '159639', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '863捷運淡水站', 'En': '863 MRT Tamsui Sta.'}, 'Direction': 0, 'FirstBusTime': '0540', 'LastBusTime': '2130', 'HolidayFirstBusTime': '0540', 'HolidayLastBusTime': '2130'}, {'SubRouteUID': 'NWT159987', 'SubRouteID': '159987', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '863寵物公車', 'En': '863PET'}, 'Direction': 0, 'FirstBusTime': '0540', 'LastBusTime': '2130', 'HolidayFirstBusTime': '0540', 'HolidayLastBusTime': '2130'}, {'SubRouteUID': 'NWT159987', 'SubRouteID': '159987', 'OperatorIDs': ['16186'], 'SubRouteName': {'Zh_tw': '863寵物公車', 'En': '863PET'}, 'Direction': 1, 'FirstBusTime': '0540', 'LastBusTime': '2105', 'HolidayFirstBusTime': '0540', 'HolidayLastBusTime': '2105'}]",11,"{'Zh_tw': '863', 'En': '863'}",淡水,Tamsui,金山,Jinshan,五段票,5 segments,興化店-灰瑤子，三芝-薪水居易，石門-石門洞，草里-跳石,"Xinghuadian-Huiyaozi ,Sanzhi ,Shimen, Caoli-Tiaoshi",https://ebus.gov.taipei/MapOverview?nid=0400086300,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16676,16676,True,"[{'OperatorID': '16190', 'OperatorName': {'Zh_tw': '基隆客運'}, 'OperatorCode': 'KeelungBus', 'OperatorNo': '1102'}]",005,015,"[{'SubRouteUID': 'NWT157740', 'SubRouteID': '157740', 'OperatorIDs': ['16190'], 'SubRouteName': {'Zh_tw': 'F923去', 'En': 'F923GO'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '1705'}, {'SubRouteUID': 'NWT159473', 'SubRouteID': '159473', 'OperatorIDs': ['16190'], 'SubRouteName': {'Zh_tw': 'F923去至野柳', 'En': 'F923-06:20'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '1705'}, {'SubRouteUID': 'NWT159474', 'SubRouteID': '159474', 'OperatorIDs': ['16190'], 'SubRouteName': {'Zh_tw': 'F923去至東澳漁港', 'En': 'F923-07:10'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '1705'}, {'SubRouteUID': 'NWT159475', 'SubRouteID': '159475', 'OperatorIDs': ['16190'], 'SubRouteName': {'Zh_tw': 'F923去萬里國小學生專車', 'En': 'F923 Student'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '1705'}, {'SubRouteUID': 'NWT159476', 'SubRouteID': '159476', 'OperatorIDs': ['16190'], 'SubRouteName': {'Zh_tw': 'F923去繞萬里國中至野柳', 'En': 'F923GO-17:05'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '1705'}, {'SubRouteUID': 'NWT159477', 'SubRouteID': '159477', 'OperatorIDs': ['16190'], 'SubRouteName': {'Zh_tw': 'F923返', 'En': 'F923BACK'}, 'Direction': 1, 'FirstBusTime': '0620', 'LastBusTime': '1705'}, {'SubRouteUID': 'NWT159478', 'SubRouteID': '159478', 'OperatorIDs': ['16190'], 'SubRouteName': {'Zh_tw': 'F923返繞仁愛之家', 'En': 'F923BACK-08:50、10:20'}, 'Direction': 1, 'FirstBusTime': '0620', 'LastBusTime': '1705'}, {'SubRouteUID': 'NWT159479', 'SubRouteID': '159479', 'OperatorIDs': ['16190'], 'SubRouteName': {'Zh_tw': 'F923返野柳發車', 'En': 'F923BACK-13:20、16:40、17:25'}, 'Direction': 1, 'FirstBusTime': '0620', 'LastBusTime': '1705'}, {'SubRouteUID': 'NWT159480', 'SubRouteID': '159480', 'OperatorIDs': ['16190'], 'SubRouteName': {'Zh_tw': 'F923返野柳發車繞萬里國中', 'En': 'F923BACK-06:40'}, 'Direction': 1, 'FirstBusTime': '0620', 'LastBusTime': '1705'}, {'SubRouteUID': 'NWT159481', 'SubRouteID': '159481', 'OperatorIDs': ['16190'], 'SubRouteName': {'Zh_tw': 'F923返東澳漁港發車繞萬里國小', 'En': 'F923BACK-07:20'}, 'Direction': 1, 'FirstBusTime': '0620', 'LastBusTime': '1705'}]",11,"{'Zh_tw': 'F923', 'En': 'F923'}",萬里區公所,Wanli District office,金山醫院,Jinshan Hospital,免費,https://ebus.gov.taipei/MapOverview?nid=0454092300,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
