RouteUID,RouteID,HasSubRoutes,Operators,AuthorityID,ProviderID,SubRoutes,BusRouteType,RouteName,DepartureStopNameZh,DepartureStopNameEn,DestinationStopNameZh,DestinationStopNameEn,TicketPriceDescriptionZh,TicketPriceDescriptionEn,FareBufferZoneDescriptionZh,FareBufferZoneDescriptionEn,RouteMapImageUrl,City,CityCode,UpdateTime,VersionID
NWT16851,16851,True,"[{'OperatorID': '16224', 'OperatorName': {'Zh_tw': '國光客運'}, 'OperatorCode': 'KuoKuangBus', 'OperatorNo': '1101'}]",005,015,"[{'SubRouteUID': 'NWT157978', 'SubRouteID': '157978', 'OperatorIDs': ['16224'], 'SubRouteName': {'Zh_tw': '581御史路', 'En': '581 Yushi Rd.'}, 'Direction': 1, 'FirstBusTime': '0610', 'LastBusTime': '2120', 'HolidayFirstBusTime': '0820', 'HolidayLastBusTime': '1720'}, {'SubRouteUID': 'NWT159890', 'SubRouteID': '159890', 'OperatorIDs': ['16224'], 'SubRouteName': {'Zh_tw': '581五林路口', 'En': '581 Wulin Rd. Entrance'}, 'Direction': 0, 'FirstBusTime': '0600', 'LastBusTime': '2110', 'HolidayFirstBusTime': '0810', 'HolidayLastBusTime': '1710'}]",11,"{'Zh_tw': '581', 'En': '581'}",五林路口,Wulin Rd. Entrance,御史路,Yushi Rd.,一段票,1 Segment,https://ebus.gov.taipei/MapOverview?nid=0454022200,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16855,16855,True,"[{'OperatorID': '16224', 'OperatorName': {'Zh_tw': '國光客運'}, 'OperatorCode': 'KuoKuangBus', 'OperatorNo': '1101'}]",005,015,"[{'SubRouteUID': 'NWT157982', 'SubRouteID': '157982', 'OperatorIDs': ['16224'], 'SubRouteName': {'Zh_tw': '582', 'En': '582'}, 'Direction': 0, 'FirstBusTime': '0610', 'LastBusTime': '2200', 'HolidayFirstBusTime': '0700', 'HolidayLastBusTime': '2200'}, {'SubRouteUID': 'NWT157982', 'SubRouteID': '157982', 'OperatorIDs': ['16224'], 'SubRouteName': {'Zh_tw': '582', 'En': '582'}, 'Direction': 1, 'FirstBusTime': '0610', 'LastBusTime': '2200', 'HolidayFirstBusTime': '0700', 'HolidayLastBusTime': '2200'}]",11,"{'Zh_tw': '582', 'En': '582'}",立體停車場(五股公有市場),Parking Lot(Wugu Market),臺北車站(鄭州),Taipei Main Sta.(Zhengzhou),一段票,1 Segment,https://ebus.gov.taipei/MapOverview?nid=0454022300,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16861,16861,True,"[{'OperatorID': '16235', 'OperatorName': {'Zh_tw': '林口區公所', 'En': 'Linkou District Office'}, 'OperatorCode': 'LinkouDistrictOffice', 'OperatorNo': '0812'}]",005,015,"[{'SubRouteUID': 'NWT157988', 'SubRouteID': '157988', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F233', 'En': 'F233'}, 'Direction': 0, 'FirstBusTime': '0630', 'LastBusTime': '1710'}, {'SubRouteUID': 'NWT157988', 'SubRouteID': '157988', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F233', 'En': 'F233'}, 'Direction': 1, 'FirstBusTime': '0630', 'LastBusTime': '1710'}, {'SubRouteUID': 'NWT158985', 'SubRouteID': '158985', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F233(裁撤)', 'En': 'F233'}, 'Direction': 1, 'FirstBusTime': '0630', 'LastBusTime': '1710'}]",11,"{'Zh_tw': 'F233', 'En': 'F233'}",水尾,Shuiwei,林口國中,Linkou Junior High School,https://ebus.gov.taipei/MapOverview?nid=0454023300,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16863,16863,True,"[{'OperatorID': '16235', 'OperatorName': {'Zh_tw': '林口區公所', 'En': 'Linkou District Office'}, 'OperatorCode': 'LinkouDistrictOffice', 'OperatorNo': '0812'}]",005,015,"[{'SubRouteUID': 'NWT157990', 'SubRouteID': '157990', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F235', 'En': 'F235'}, 'Direction': 0, 'FirstBusTime': '0630', 'LastBusTime': '1740', 'HolidayFirstBusTime': '0630', 'HolidayLastBusTime': '1740'}, {'SubRouteUID': 'NWT157990', 'SubRouteID': '157990', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F235', 'En': 'F235'}, 'Direction': 1, 'FirstBusTime': '0630', 'LastBusTime': '1740', 'HolidayFirstBusTime': '0630', 'HolidayLastBusTime': '1740'}, {'SubRouteUID': 'NWT158986', 'SubRouteID': '158986', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F235瑞平國小', 'En': 'F235 Ruiping Elementary School'}, 'Direction': 1, 'FirstBusTime': '0630', 'LastBusTime': '1740', 'HolidayFirstBusTime': '0630', 'HolidayLastBusTime': '1740'}]",11,"{'Zh_tw': 'F235', 'En': 'F235'}",台北新都,Taipei Sindou,瑞平國小,Ruiping Elementary School,https://ebus.gov.taipei/MapOverview?nid=0454023500,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16865,16865,True,"[{'OperatorID': '16235', 'OperatorName': {'Zh_tw': '林口區公所', 'En': 'Linkou District Office'}, 'OperatorCode': 'LinkouDistrictOffice', 'OperatorNo': '0812'}]",005,015,"[{'SubRouteUID': 'NWT157992', 'SubRouteID': '157992', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F236洪厝', 'En': 'F236 Hongcuo'}, 'Direction': 0, 'FirstBusTime': '0610', 'LastBusTime': '1630', 'HolidayFirstBusTime': '0610', 'HolidayLastBusTime': '1630'}, {'SubRouteUID': 'NWT158987', 'SubRouteID': '158987', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F236林口加油站', 'En': 'F236 Linkou Gas Sta.'}, 'Direction': 1, 'FirstBusTime': '0710', 'LastBusTime': '1740', 'HolidayFirstBusTime': '0710', 'HolidayLastBusTime': '1740'}]",11,"{'Zh_tw': 'F236', 'En': 'F236'}",洪厝,Hongcuo,林口加油站,Linkou Gas Sta.,https://ebus.gov.taipei/MapOverview?nid=0454023600,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16867,16867,True,"[{'OperatorID': '16235', 'OperatorName': {'Zh_tw': '林口區公所', 'En': 'Linkou District Office'}, 'OperatorCode': 'LinkouDistrictOffice', 'OperatorNo': '0812'}]",005,015,"[{'SubRouteUID': 'NWT157994', 'SubRouteID': '157994', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F237出水坑', 'En': 'F237 Chushuikeng'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '1640', 'HolidayFirstBusTime': '0620', 'HolidayLastBusTime': '1300'}, {'SubRouteUID': 'NWT158988', 'SubRouteID': '158988', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F237林口加油站', 'En': 'F237 Linkou Gas Sta.'}, 'Direction': 1, 'FirstBusTime': '0600', 'LastBusTime': '1740', 'HolidayFirstBusTime': '0720', 'HolidayLastBusTime': '1740'}]",11,"{'Zh_tw': 'F237', 'En': 'F237'}",出水坑,Puddle,林口加油站,Linkou Gas Sta.,https://ebus.gov.taipei/MapOverview?nid=0454023700,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16869,16869,True,"[{'OperatorID': '16235', 'OperatorName': {'Zh_tw': '林口區公所', 'En': 'Linkou District Office'}, 'OperatorCode': 'LinkouDistrictOffice', 'OperatorNo': '0812'}]",005,015,"[{'SubRouteUID': 'NWT157996', 'SubRouteID': '157996', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F238林口發電廠', 'En': 'F238 LinkouPowerStation'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '1630', 'HolidayFirstBusTime': '0620', 'HolidayLastBusTime': '1630'}, {'SubRouteUID': 'NWT158989', 'SubRouteID': '158989', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F238林口加油站', 'En': 'F238 Linkou Gas Sta.'}, 'Direction': 1, 'FirstBusTime': '0700', 'LastBusTime': '1730', 'HolidayFirstBusTime': '0700', 'HolidayLastBusTime': '1730'}]",11,"{'Zh_tw': 'F238', 'En': 'F238'}",林口發電廠,Linkou Power  Sta.,林口加油站,Linkou Gas Sta.,https://ebus.gov.taipei/MapOverview?nid=0454023800,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16871,16871,True,"[{'OperatorID': '16235', 'OperatorName': {'Zh_tw': '林口區公所', 'En': 'Linkou District Office'}, 'OperatorCode': 'LinkouDistrictOffice', 'OperatorNo': '0812'}]",005,015,"[{'SubRouteUID': 'NWT157998', 'SubRouteID': '157998', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F239林口發電廠', 'En': 'F239LinkouPowerStation'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '1800'}, {'SubRouteUID': 'NWT158991', 'SubRouteID': '158991', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F239林口加油站', 'En': 'F239 Linkou Gas Sta.'}, 'Direction': 1, 'FirstBusTime': '0710', 'LastBusTime': '1700'}, {'SubRouteUID': 'NWT159689', 'SubRouteID': '159689', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F239繞中華電信(暫停營運)', 'En': 'F239'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '1800'}, {'SubRouteUID': 'NWT159689', 'SubRouteID': '159689', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F239繞中華電信(暫停營運)', 'En': 'F239'}, 'Direction': 1, 'FirstBusTime': '0710', 'LastBusTime': '1700'}]",11,"{'Zh_tw': 'F239', 'En': 'F239'}",林口發電廠,Linkou Power  Sta.,林口加油站,Linkou Gas Sta.,https://ebus.gov.taipei/MapOverview?nid=0454023900,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16873,16873,True,"[{'OperatorID': '16235', 'OperatorName': {'Zh_tw': '林口區公所', 'En': 'Linkou District Office'}, 'OperatorCode': 'LinkouDistrictOffice', 'OperatorNo': '0812'}]",005,015,"[{'SubRouteUID': 'NWT158000', 'SubRouteID': '158000', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F250', 'En': 'F250'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '1700', 'HolidayFirstBusTime': '0620', 'HolidayLastBusTime': '1700'}, {'SubRouteUID': 'NWT158000', 'SubRouteID': '158000', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F250', 'En': 'F250'}, 'Direction': 1, 'FirstBusTime': '0620', 'LastBusTime': '1700', 'HolidayFirstBusTime': '0620', 'HolidayLastBusTime': '1700'}, {'SubRouteUID': 'NWT158992', 'SubRouteID': '158992', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F250繞周厝(暫停營運)', 'En': 'F250'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '1700', 'HolidayFirstBusTime': '0620', 'HolidayLastBusTime': '1700'}, {'SubRouteUID': 'NWT158992', 'SubRouteID': '158992', 'OperatorIDs': ['16235'], 'SubRouteName': {'Zh_tw': 'F250繞周厝(暫停營運)', 'En': 'F250'}, 'Direction': 1, 'FirstBusTime': '0620', 'LastBusTime': '1700', 'HolidayFirstBusTime': '0620', 'HolidayLastBusTime': '1700'}]",11,"{'Zh_tw': 'F250', 'En': 'F250'}",太平社區,Taiping Community,台北新都,Taipei Sindou,https://ebus.gov.taipei/MapOverview?nid=0454025000,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16876,16876,True,"[{'OperatorID': '16236', 'OperatorName': {'Zh_tw': '三重區公所', 'En': 'Sanchong District Office'}, 'OperatorCode': 'SanchongDistrictOffice', 'OperatorNo': '0305'}]",005,015,"[{'SubRouteUID': 'NWT158003', 'SubRouteID': '158003', 'OperatorIDs': ['16236'], 'SubRouteName': {'Zh_tw': 'F302', 'En': 'F302'}, 'Direction': 0, 'FirstBusTime': '0630', 'LastBusTime': '1630'}, {'SubRouteUID': 'NWT158003', 'SubRouteID': '158003', 'OperatorIDs': ['16236'], 'SubRouteName': {'Zh_tw': 'F302', 'En': 'F302'}, 'Direction': 1, 'FirstBusTime': '0630', 'LastBusTime': '1630'}]",11,"{'Zh_tw': 'F302', 'En': 'F302'}",三重區公所,Sanchong District Office,五常郵局,Wuchang Post Office,https://ebus.gov.taipei/MapOverview?nid=0454030200,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16877,16877,False,"[{'OperatorID': '16236', 'OperatorName': {'Zh_tw': '三重區公所', 'En': 'Sanchong District Office'}, 'OperatorCode': 'SanchongDistrictOffice', 'OperatorNo': '0305'}]",005,015,"[{'SubRouteUID': 'NWT158004', 'SubRouteID': '158004', 'OperatorIDs': ['16236'], 'SubRouteName': {'Zh_tw': 'F303', 'En': 'F303'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '1700'}]",11,"{'Zh_tw': 'F303', 'En': 'F303'}",三重區公所,Sanchong District Office,明志國中,Mingzhi Junior High School,https://ebus.gov.taipei/MapOverview?nid=0454030300,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16878,16878,False,"[{'OperatorID': '16237', 'OperatorName': {'Zh_tw': '蘆洲區公所', 'En': 'Luzhou District Office'}, 'OperatorCode': 'LuzhouDistrictOffice', 'OperatorNo': '2001'}]",005,015,"[{'SubRouteUID': 'NWT158993', 'SubRouteID': '158993', 'OperatorIDs': ['16237'], 'SubRouteName': {'Zh_tw': 'F312', 'En': 'F312'}, 'Direction': 0, 'FirstBusTime': '0605', 'LastBusTime': '1815', 'HolidayFirstBusTime': '0605', 'HolidayLastBusTime': '1815'}]",11,"{'Zh_tw': 'F312', 'En': 'F312'}",捷運三民高中站(復興路一),MRT Sanmin Senior High School,蘆洲區公所,Luzhou District Office,https://ebus.gov.taipei/MapOverview?nid=0454031200,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16887,16887,True,"[{'OperatorID': '16237', 'OperatorName': {'Zh_tw': '蘆洲區公所', 'En': 'Luzhou District Office'}, 'OperatorCode': 'LuzhouDistrictOffice', 'OperatorNo': '2001'}]",005,015,"[{'SubRouteUID': 'NWT158014', 'SubRouteID': '158014', 'OperatorIDs': ['16237'], 'SubRouteName': {'Zh_tw': 'F317蘆洲區公所', 'En': 'F317Luzhou District Office'}, 'Direction': 0, 'FirstBusTime': '0800', 'LastBusTime': '1300'}, {'SubRouteUID': 'NWT159215', 'SubRouteID': '159215', 'OperatorIDs': ['16237'], 'SubRouteName': {'Zh_tw': 'F317陽明醫院', 'En': 'F317Yangming Hospital'}, 'Direction': 1, 'FirstBusTime': '0900', 'LastBusTime': '1400'}]",11,"{'Zh_tw': 'F317', 'En': 'F317'}",蘆洲區公所,Luzhou District Office,陽明醫院,Yangming Hospital,https://ebus.gov.taipei/MapOverview?nid=0454031700,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16890,16890,True,"[{'OperatorID': '16238', 'OperatorName': {'Zh_tw': '中和區公所', 'En': 'Zhonghe District Office'}, 'OperatorCode': 'ZhongheDistrictOffice', 'OperatorNo': '0408'}]",005,015,"[{'SubRouteUID': 'NWT158017', 'SubRouteID': '158017', 'OperatorIDs': ['16238'], 'SubRouteName': {'Zh_tw': 'F512', 'En': 'F512'}, 'Direction': 0, 'FirstBusTime': '0630', 'LastBusTime': '2000', 'HolidayFirstBusTime': '0630', 'HolidayLastBusTime': '2000'}, {'SubRouteUID': 'NWT158017', 'SubRouteID': '158017', 'OperatorIDs': ['16238'], 'SubRouteName': {'Zh_tw': 'F512', 'En': 'F512'}, 'Direction': 1, 'FirstBusTime': '0630', 'LastBusTime': '2000', 'HolidayFirstBusTime': '0630', 'HolidayLastBusTime': '2000'}]",11,"{'Zh_tw': 'F512', 'En': 'F512'}",自強國中,Ziqiang Junior High School,捷運景安站,MRT Jingan Station,https://ebus.gov.taipei/MapOverview?nid=0454051200,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16891,16891,True,"[{'OperatorID': '16238', 'OperatorName': {'Zh_tw': '中和區公所', 'En': 'Zhonghe District Office'}, 'OperatorCode': 'ZhongheDistrictOffice', 'OperatorNo': '0408'}]",005,015,"[{'SubRouteUID': 'NWT158018', 'SubRouteID': '158018', 'OperatorIDs': ['16238'], 'SubRouteName': {'Zh_tw': 'F513', 'En': 'F513'}, 'Direction': 0, 'FirstBusTime': '0630', 'LastBusTime': '2000', 'HolidayFirstBusTime': '0630', 'HolidayLastBusTime': '2000'}, {'SubRouteUID': 'NWT158018', 'SubRouteID': '158018', 'OperatorIDs': ['16238'], 'SubRouteName': {'Zh_tw': 'F513', 'En': 'F513'}, 'Direction': 1, 'FirstBusTime': '0630', 'LastBusTime': '2000', 'HolidayFirstBusTime': '0630', 'HolidayLastBusTime': '2000'}]",11,"{'Zh_tw': 'F513', 'En': 'F513'}",灰瑤,Huiyao,秀山站,Xiushan Sta.,https://ebus.gov.taipei/MapOverview?nid=0454051300,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16892,16892,False,"[{'OperatorID': '16240', 'OperatorName': {'Zh_tw': '永和區公所', 'En': 'Yonghe District Office'}, 'OperatorCode': 'YongheDistrictOffice', 'OperatorNo': '0506'}]",005,015,"[{'SubRouteUID': 'NWT158019', 'SubRouteID': '158019', 'OperatorIDs': ['16240'], 'SubRouteName': {'Zh_tw': 'F521', 'En': 'F521'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '2300', 'HolidayFirstBusTime': '0620', 'HolidayLastBusTime': '2300'}]",11,"{'Zh_tw': 'F521', 'En': 'F521'}",永平路口,Yongping Rd. Intersection,仁愛公園,Renai Park,https://ebus.gov.taipei/MapOverview?nid=0454052100,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16893,16893,False,"[{'OperatorID': '16240', 'OperatorName': {'Zh_tw': '永和區公所', 'En': 'Yonghe District Office'}, 'OperatorCode': 'YongheDistrictOffice', 'OperatorNo': '0506'}]",005,015,"[{'SubRouteUID': 'NWT158020', 'SubRouteID': '158020', 'OperatorIDs': ['16240'], 'SubRouteName': {'Zh_tw': 'F522', 'En': 'F522'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '2300', 'HolidayFirstBusTime': '0620', 'HolidayLastBusTime': '2300'}]",11,"{'Zh_tw': 'F522', 'En': 'F522'}",捷運頂溪站,MRT Dingxi Sta.,耕莘醫院,Cardinal Tien Hospital,https://ebus.gov.taipei/MapOverview?nid=0454052200,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16894,16894,False,"[{'OperatorID': '16240', 'OperatorName': {'Zh_tw': '永和區公所', 'En': 'Yonghe District Office'}, 'OperatorCode': 'YongheDistrictOffice', 'OperatorNo': '0506'}]",005,015,"[{'SubRouteUID': 'NWT158021', 'SubRouteID': '158021', 'OperatorIDs': ['16240'], 'SubRouteName': {'Zh_tw': 'F523', 'En': 'F523'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '2300', 'HolidayFirstBusTime': '0620', 'HolidayLastBusTime': '2300'}]",11,"{'Zh_tw': 'F523', 'En': 'F523'}",永平國小,Yongping Elementary School,保順保生路,Baoshun & Baosheng Intersection,https://ebus.gov.taipei/MapOverview?nid=0454052300,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16895,16895,False,"[{'OperatorID': '16240', 'OperatorName': {'Zh_tw': '永和區公所', 'En': 'Yonghe District Office'}, 'OperatorCode': 'YongheDistrictOffice', 'OperatorNo': '0506'}]",005,015,"[{'SubRouteUID': 'NWT158022', 'SubRouteID': '158022', 'OperatorIDs': ['16240'], 'SubRouteName': {'Zh_tw': 'F525', 'En': 'F525'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '2300', 'HolidayFirstBusTime': '0620', 'HolidayLastBusTime': '2300'}]",11,"{'Zh_tw': 'F525', 'En': 'F525'}",民權圖書館,Minquan Library,遠東愛買,Fareast Amart,https://ebus.gov.taipei/MapOverview?nid=0454052500,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16896,16896,False,"[{'OperatorID': '16240', 'OperatorName': {'Zh_tw': '永和區公所', 'En': 'Yonghe District Office'}, 'OperatorCode': 'YongheDistrictOffice', 'OperatorNo': '0506'}]",005,015,"[{'SubRouteUID': 'NWT158023', 'SubRouteID': '158023', 'OperatorIDs': ['16240'], 'SubRouteName': {'Zh_tw': 'F526', 'En': 'F526'}, 'Direction': 0, 'FirstBusTime': '0620', 'LastBusTime': '2300', 'HolidayFirstBusTime': '0620', 'HolidayLastBusTime': '2300'}]",11,"{'Zh_tw': 'F526', 'En': 'F526'}",民本里,Minben Village,民本里一,Minben Village 1,https://ebus.gov.taipei/MapOverview?nid=0454052600,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16897,16897,True,"[{'OperatorID': '16176', 'OperatorName': {'Zh_tw': '臺北客運', 'En': 'Taipei Bus Co., Ltd.'}, 'OperatorCode': 'TaipeiBus', 'OperatorNo': '1407'}]",005,015,"[{'SubRouteUID': 'NWT158024', 'SubRouteID': '158024', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '570山中湖', 'En': '570Shanzhonghu'}, 'Direction': 0, 'HolidayFirstBusTime': '0600', 'HolidayLastBusTime': '1700'}, {'SubRouteUID': 'NWT159681', 'SubRouteID': '159681', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '570南天母廣場', 'En': '570Nantianmu Square'}, 'Direction': 1, 'HolidayFirstBusTime': '0650', 'HolidayLastBusTime': '1745'}]",11,"{'Zh_tw': '570', 'En': '570'}",山中湖,Shanzhonghu,南天母廣場,Nantianmu Square,一段票,1 Segment,https://ebus.gov.taipei/MapOverview?nid=0400057000,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16898,16898,True,"[{'OperatorID': '16176', 'OperatorName': {'Zh_tw': '臺北客運', 'En': 'Taipei Bus Co., Ltd.'}, 'OperatorCode': 'TaipeiBus', 'OperatorNo': '1407'}]",005,015,"[{'SubRouteUID': 'NWT158025', 'SubRouteID': '158025', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '571善息寺', 'En': '571Shanxi Temple'}, 'Direction': 0, 'HolidayFirstBusTime': '0600', 'HolidayLastBusTime': '1700'}, {'SubRouteUID': 'NWT159680', 'SubRouteID': '159680', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '571南天母廣場', 'En': '571Nantianmu Square'}, 'Direction': 1, 'HolidayFirstBusTime': '0645', 'HolidayLastBusTime': '1745'}]",11,"{'Zh_tw': '571', 'En': '571'}",善息寺,Shanxi Temple,南天母廣場,Nantianmu Square,一段票,1 Segment,https://ebus.gov.taipei/MapOverview?nid=0400057100,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16899,16899,True,"[{'OperatorID': '16176', 'OperatorName': {'Zh_tw': '臺北客運', 'En': 'Taipei Bus Co., Ltd.'}, 'OperatorCode': 'TaipeiBus', 'OperatorNo': '1407'}]",005,015,"[{'SubRouteUID': 'NWT158026', 'SubRouteID': '158026', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '572金城路口', 'En': '572Jincheng Rd. Entrance'}, 'Direction': 0, 'HolidayFirstBusTime': '0600', 'HolidayLastBusTime': '1630'}, {'SubRouteUID': 'NWT159679', 'SubRouteID': '159679', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '572南天母廣場', 'En': '572Nantianmu Square'}, 'Direction': 1, 'HolidayFirstBusTime': '0640', 'HolidayLastBusTime': '1710'}]",11,"{'Zh_tw': '572', 'En': '572'}",金城路口,Jincheng Rd. Intersection,南天母廣場,Nantianmu Square,一段票,1 Segment,https://ebus.gov.taipei/MapOverview?nid=0400057200,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16900,16900,True,"[{'OperatorID': '16176', 'OperatorName': {'Zh_tw': '臺北客運', 'En': 'Taipei Bus Co., Ltd.'}, 'OperatorCode': 'TaipeiBus', 'OperatorNo': '1407'}]",005,015,"[{'SubRouteUID': 'NWT158027', 'SubRouteID': '158027', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '573信義國小', 'En': '573Xinyi Elementary School'}, 'Direction': 0, 'HolidayFirstBusTime': '0600', 'HolidayLastBusTime': '1630'}, {'SubRouteUID': 'NWT159676', 'SubRouteID': '159676', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '573南天母廣場', 'En': '573Nantianmu Square'}, 'Direction': 1, 'HolidayFirstBusTime': '0640', 'HolidayLastBusTime': '1710'}]",11,"{'Zh_tw': '573', 'En': '573'}",信義國小,Xinyi Elementary School,南天母廣場,Nantianmu Square,一段票,Charge for 1 sections,https://ebus.gov.taipei/MapOverview?nid=0400057300,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16901,16901,True,"[{'OperatorID': '16176', 'OperatorName': {'Zh_tw': '臺北客運', 'En': 'Taipei Bus Co., Ltd.'}, 'OperatorCode': 'TaipeiBus', 'OperatorNo': '1407'}]",005,015,"[{'SubRouteUID': 'NWT158028', 'SubRouteID': '158028', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '574信義國小', 'En': '574Xinyi Elementary School'}, 'Direction': 0, 'HolidayFirstBusTime': '0640', 'HolidayLastBusTime': '1650'}, {'SubRouteUID': 'NWT159677', 'SubRouteID': '159677', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '574南天母廣場', 'En': '574Nantianmu Square'}, 'Direction': 1, 'HolidayFirstBusTime': '0720', 'HolidayLastBusTime': '1740'}]",11,"{'Zh_tw': '574', 'En': '574'}",信義國小,Xinyi Elementary School,南天母廣場,Nantianmu Square,一段票,Charge for 1 sections,https://ebus.gov.taipei/MapOverview?nid=0400057400,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
NWT16902,16902,True,"[{'OperatorID': '16176', 'OperatorName': {'Zh_tw': '臺北客運', 'En': 'Taipei Bus Co., Ltd.'}, 'OperatorCode': 'TaipeiBus', 'OperatorNo': '1407'}]",005,015,"[{'SubRouteUID': 'NWT158029', 'SubRouteID': '158029', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '575承天路', 'En': '575Chengtian Rd.'}, 'Direction': 0, 'HolidayFirstBusTime': '0700', 'HolidayLastBusTime': '1740'}, {'SubRouteUID': 'NWT159678', 'SubRouteID': '159678', 'OperatorIDs': ['16176'], 'SubRouteName': {'Zh_tw': '575南天母廣場', 'En': '575Nantianmu Square'}, 'Direction': 1, 'HolidayFirstBusTime': '0720', 'HolidayLastBusTime': '1800'}]",11,"{'Zh_tw': '575', 'En': '575'}",捷運永寧站,MRT Yongning Sta.,南天母廣場,Nantianmu Square,一段票,Charge for 1 sections,https://ebus.gov.taipei/MapOverview?nid=0400057500,NewTaipei,NWT,2023-07-13T03:17:16+08:00,3134
