TownName,TownCode,CityName,Version
中寮鄉,10008080,南投縣,23.05.1
仁愛鄉,10008130,南投縣,23.05.1
信義鄉,10008120,南投縣,23.05.1
南投市,10008010,南投縣,23.05.1
名間鄉,10008060,南投縣,23.05.1
國姓鄉,10008100,南投縣,23.05.1
埔里鎮,10008020,南投縣,23.05.1
水里鄉,10008110,南投縣,23.05.1
竹山鎮,10008040,南投縣,23.05.1
草屯鎮,10008030,南投縣,23.05.1
集集鎮,10008050,南投縣,23.05.1
魚池鄉,10008090,南投縣,23.05.1
鹿谷鄉,10008070,南投縣,23.05.1
