FlightDate,FlightNumber,AirRouteType,AirlineID,DepartureAirportID,ArrivalAirportID,ScheduleDepartureTime,ScheduleArrivalTime,DepartureRemark,ArrivalRemark,ArrivalTerminal,DepartureTerminal,ArrivalGate,DepartureGate,IsCargo,UpdateTime
2023-07-14,7002,2,DA,CMJ,KHH,2023-07-14T09:10,2023-07-14T09:50,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,7012,2,DA,CMJ,KHH,2023-07-14T16:15,2023-07-14T16:55,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,7932,2,AE,HUN,KHH,2023-07-14T13:05,2023-07-14T14:10,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,8689,2,B7,KHH,MZG,2023-07-14T07:00,2023-07-14T07:45,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,301,2,AE,KHH,KNH,2023-07-14T07:20,2023-07-14T08:25,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,331,2,AE,KHH,MZG,2023-07-14T07:35,2023-07-14T08:15,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,8911,2,B7,KHH,KNH,2023-07-14T07:50,2023-07-14T08:55,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,8691,2,B7,KHH,MZG,2023-07-14T08:00,2023-07-14T08:40,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,7001,2,DA,KHH,CMJ,2023-07-14T08:00,2023-07-14T08:40,準時,準時,,,,4,False,2023-07-14T00:28:56+08:00
2023-07-14,335,2,AE,KHH,MZG,2023-07-14T08:45,2023-07-14T09:25,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,8695,2,B7,KHH,MZG,2023-07-14T09:40,2023-07-14T10:25,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,7005,2,DA,KHH,WOT,2023-07-14T10:20,2023-07-14T11:05,準時,準時,,,,4,False,2023-07-14T00:28:56+08:00
2023-07-14,305,2,AE,KHH,KNH,2023-07-14T10:20,2023-07-14T11:25,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,339,2,AE,KHH,MZG,2023-07-14T10:35,2023-07-14T11:15,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,8917,2,B7,KHH,KNH,2023-07-14T11:10,2023-07-14T12:00,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,7931,2,AE,KHH,HUN,2023-07-14T11:15,2023-07-14T12:20,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,8697,2,B7,KHH,MZG,2023-07-14T11:30,2023-07-14T12:15,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,333,2,AE,KHH,MZG,2023-07-14T12:40,2023-07-14T13:20,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,8701,2,B7,KHH,MZG,2023-07-14T13:00,2023-07-14T13:45,準時,準時,,,,,False,2023-07-14T00:28:56+08:00
2023-07-14,7011,2,DA,KHH,CMJ,2023-07-14T13:10,2023-07-14T13:50,準時,準時,,,,4,False,2023-07-14T00:28:56+08:00
