RouteName,RouteLength,Geometry
草屯-雙冬自行車道,7330,"LINESTRING (120.75892699778274 23.985120002486155, 120.75875699983578 23.984850998175091, 120.75861499598534 23.984590001427478, 120.75849399849926 23.984258002305012, 120.75828600149782 23.983835001684042, 120.75803400336667 23.983288001640005, 120.75786900385151 23.982776000512047, 120.75768300067 23.982497001135755, 120.75758399610459 23.982146994887955, 120.75733200426862 23.981688997149547, 120.757211002286 23.981347001163215, 120.75698099797478 23.980826002318224, 120.75692600353227 23.980663997545491)"
集集環鎮自行車道_1, ,"LINESTRING (120.79270363266653 23.829987394702528, 120.7934331914887 23.830340705059541, 120.79321861055053 23.831322112725388, 120.79369067638368 23.831636167675072, 120.79442023790375 23.831596914066381, 120.79523562982047 23.831989475334069, 120.79570770644557 23.832853100590171, 120.79609394188196 23.833952259189459, 120.79712390844168 23.834501841187091, 120.79806804370537 23.834776627239592, 120.79884052626937 23.834776626340272, 120.79948425289604 23.834423327674472, 120.80008506387469 23.833913007379465, 120.80004214822657 23.831165093794084, 120.80094337863409 23.830694013617858, 120.80145835561871 23.83018367623572, 120.80171584680897 23.829751853265464, 120.80201625454652 23.829084489757463, 120.80210209303721 23.828574139784791, 120.80214500868522 23.827906769981496, 120.80184459375312 23.827553456926523, 120.80094337683545 23.827317910992861, 120.80008506387469 23.826886072734112, 120.79918384605776 23.826886075432071, 120.79815387500139 23.826886075432071, 120.79738140502786 23.826964587146051, 120.79617977227872 23.826886070036153, 120.79467773448994 23.826768297518981, 120.79296111846088 23.826768304713539, 120.79154491196823 23.82676830111626, 120.79021453497285 23.82657201418715, 120.78892707722287 23.82653275698118, 120.787982938362 23.826532752484582, 120.78669547791401 23.826454241669978, 120.78545093041612 23.826454239871339)"
集集環鎮自行車道_2, ,"LINESTRING (120.77463627254599 23.82661126959448, 120.77510833837914 23.826297209248878, 120.77540874701617 23.825983141708662, 120.77450752560185 23.825512045344681, 120.77407836642351 23.824844661152213, 120.77420711516629 23.824255785975765, 120.77493667668637 23.824491337305403, 120.77575207220048 23.824569846321424, 120.77686787005621 23.824569849019383, 120.77909946486852 23.824373559392313, 120.78042984186379 23.824295040483776, 120.78240394368709 23.824295040483776, 120.78394889712399 23.824452072904876, 120.78506469318108 23.824726881440483, 120.78738212918199 23.824726879641844, 120.78931331805529 23.825040948980643, 120.79124450423058 23.825080208884572, 120.79253197097376 23.825197978703784, 120.79266071432062 23.826493496177932)"
竹山國小枋坪到前山第一城線,7300,"LINESTRING (120.6792750711877 23.75816709273721, 120.6790207357185 23.758274849504744, 120.67893805654614 23.758225492912231, 120.67207790836881 23.761976007586725, 120.6710605628947 23.760914482917087, 120.67124483667988 23.762484553519357, 120.66688009494044 23.763583271450841, 120.663171700014 23.763836506149914, 120.66306818894577 23.766917636539745, 120.66183876264881 23.770051413242186, 120.66693301284829 23.773569598857932, 120.66999756603491 23.770433935377866, 120.67151715859006 23.76961543990069, 120.67286510114354 23.769346785425853, 120.6722487094105 23.771099985875708, 120.67260379053255 23.772564072274179, 120.67485891340823 23.772821588645456, 120.67550676702376 23.769880480899531, 120.6769056363861 23.768117564174304, 120.67967779479443 23.768318416961449, 120.68235504325071 23.766843833676035, 120.68277427481303 23.764090988208579, 120.68300038685845 23.762928816811495, 120.68344107984205 23.762198679725316, 120.6864108282972 23.760697017853147)"
竹山鎮前山第一城至下坪里自行車道,7300,"LINESTRING (120.68656716464295 23.760519810041274, 120.68557592289062 23.761296603955145, 120.68492709261125 23.761610177767523, 120.68359094646507 23.762000765023345, 120.68309668266579 23.76266827062426, 120.68288034445243 23.763624060202289, 120.68258828152409 23.766682996223324, 120.68215621483751 23.767108989788085, 120.68100079644967 23.767748460822872, 120.68013190656234 23.768138347506806, 120.67974834031372 23.768257043627727, 120.67896802915129 23.76822307893201, 120.67695894370036 23.767846286377051, 120.67666438065669 23.767989820873595, 120.67654768103068 23.768388845568836, 120.67647913290568 23.768859557922326, 120.67639379803541 23.769207233127361, 120.6757686576974 23.769857969070074, 120.67537443718061 23.770127175728646, 120.67527946967186 23.770345920527859, 120.67534442770329 23.770548774306519, 120.67577536574061 23.771351638667227, 120.6757353854797 23.771584784310392, 120.67491846381608 23.772598958775006, 120.67484710081317 23.772900356666185, 120.67483191036445 23.772976228869936, 120.67446660844723 23.772939358464669, 120.67423289982855 23.772930242037091, 120.67393214765059 23.772776155794986, 120.67351612576863 23.772446576748166, 120.67325704457699 23.772496910903783, 120.67297418531052 23.772615550367391, 120.67272032648191 23.772730927090663, 120.67241980093308 23.771918994865757, 120.672402363978 23.770905152251032, 120.67238355106008 23.770248694821476, 120.67251706351169 23.7697708256631, 120.67305373394277 23.769550733679466, 120.6735061801661 23.768804831477837, 120.67109611039723 23.769441642317986, 120.67042237159524 23.769965846346793, 120.67004473457689 23.770190639086763, 120.66944714496981 23.770807907658877, 120.66904620561797 23.771434471623593, 120.6685391138891 23.771785255785005, 120.66808129061917 23.772689973763306, 120.66756633971488 23.772899222621049, 120.66722690229972 23.773190784627047, 120.66705718224318 23.7734488954502, 120.66603248031481 23.772932582972373, 120.6658982088353 23.77278665178261, 120.66467622442826 23.772386532612416, 120.66183291705556 23.769781230819206, 120.66163389169083 23.769998420690627, 120.66149090308272 23.770061947900615, 120.66148138196024 23.769714787107773, 120.66143094887923 23.769575672779126, 120.66137221055908 23.769495017081397, 120.66137349119367 23.769493267900032, 120.66132240880222 23.769449443037445, 120.661298144194 23.769381648544311, 120.66129205308584 23.769312936742665, 120.66103694330036 23.769247209790933, 120.66100062687747 23.769237757016924, 120.66090742383858 23.7692172443804, 120.66080657206567 23.769217773181765, 120.66072235505271 23.769307343858884, 120.66063748243391 23.769509631064693, 120.6606710190523 23.769637682832865, 120.66063850496312 23.769508937687363, 120.66067973977817 23.769407750467337, 120.66072078933303 23.769305723280581, 120.66072414920018 23.769307726970055, 120.66072325437472 23.76930503350053, 120.66080536697416 23.769217011455964, 120.66090938436071 23.76921779116816, 120.6610376708519 23.769246624332311, 120.66129233547292 23.769313641811152, 120.66129924406494 23.769381398532744, 120.66132147800386 23.76944916154963, 120.66137244438289 23.76949588402789, 120.66142980314294 23.769574740182179, 120.66148162837453 23.769714372520298, 120.66148299264603 23.769877100347969, 120.66149066026583 23.770060972136207, 120.66163438451929 23.769997527663804, 120.66183329926741 23.769781403489048, 120.6624722397022 23.768877333921864, 120.66269469330553 23.768080936585989, 120.66274832347642 23.767653774801943, 120.66297875226769 23.767229509734136, 120.66340060265577 23.766054332341639, 120.663080233566 23.764830852362024, 120.66292004542379 23.764181598502034, 120.66314658914382 23.763632704485758, 120.66472558911471 23.763832130048797, 120.66534414731461 23.76375092126807, 120.66857871463606 23.762949867242639, 120.67122790154644 23.762231395262745, 120.67134688904775 23.762124609762964, 120.67079312879991 23.760892891993421, 120.67076463468015 23.760781376959017, 120.67083723065377 23.760727949135571, 120.671083537875 23.761043927735102, 120.67153515672214 23.761577662778961, 120.67197559519764 23.761924022275878, 120.67210896645565 23.761961544689598, 120.67233394985192 23.761807342434963, 120.67495998101833 23.760160154067933, 120.67604567316937 23.759478213448858, 120.67925668005182 23.757545355433876, 120.67576947158386 23.759646247276521, 120.67576823681475 23.759645972983321, 120.67568141716379 23.759703563768483, 120.6755888886164 23.759760880260444, 120.67541404782014 23.759870260304297, 120.67454263893171 23.760423622152473, 120.67410820253156 23.760696208463287, 120.67388907552049 23.760832501618722, 120.67369521316357 23.760952079974572, 120.67369676629278 23.760950674334197, 120.67298538726584 23.759940591784925, 120.67256273108524 23.759174289362022, 120.67262724844886 23.758482610883846, 120.67290476574237 23.757874881420719, 120.67336023638586 23.757253053285808, 120.67698032418264 23.754688200300279, 120.6774124484258 23.754367949921004)"
媽祖廟到桂林九曲水自行車,2500,"LINESTRING (120.68511486296063 23.755928073122107, 120.69479226694966 23.749024583018127, 120.69743156041829 23.74809164970992, 120.69631576346183 23.747050683542284)"
草屯自行車道 中興支線,2970,"LINESTRING (120.68511921837728 23.958093163568719, 120.68485453440928 23.95857147429416, 120.68482924187606 23.958588415722886, 120.6847804383666 23.958761999266926, 120.68481349564638 23.958869699377203, 120.68499253627658 23.959424244733157, 120.68460142651463 23.95955759350818, 120.68441976975669 23.959682767445827, 120.68400929849042 23.959962587903135, 120.68366565674478 23.960457285175607, 120.68364207742002 23.960613339134341, 120.68391787700853 23.962547410334764, 120.68473292988085 23.967776748598112, 120.68476531266913 23.968364465447792, 120.68714612119663 23.968686589114839, 120.68972563582952 23.970414071652158, 120.69168564977304 23.971667689712149, 120.69309277131435 23.97235427982622, 120.69425531233287 23.972741041366021, 120.69507665866092 23.972914552964312, 120.69607848993041 23.973101942900371, 120.69705015703914 23.973381739076046, 120.6979941493106 23.973875474073907, 120.69875160959919 23.974308592067928, 120.69947290185303 23.974708217510283, 120.70015297458019 23.974900124740998)"
南投市環山線南投銜接草屯及名間自行車道串聯計畫,10000,"LINESTRING (120.65669700036631 23.951534999640558, 120.65799199983098 23.950195999945493, 120.66070299984358 23.948720000227866, 120.65968000033183 23.946165000214648, 120.65766700013205 23.944024999554131, 120.65736100040988 23.943492000155743, 120.65715099971897 23.9428029998586, 120.65691200038862 23.942348999606679, 120.65664000043569 23.941974000299922, 120.65709900001889 23.941542000163224, 120.65758499994786 23.940786000373691, 120.65816100042991 23.939774999616589, 120.65841200031366 23.939164000218511, 120.65894399966589 23.937282999810634, 120.65903800040348 23.936762000066324, 120.65902099961954 23.936278000229549, 120.65892799982737 23.935936999792773, 120.65889500010428 23.935836999677861, 120.6589419995737 23.935760999770366, 120.65957299989407 23.935674000254949, 120.65966499964009 23.935600999586541, 120.65965800021661 23.934838000373475, 120.65971900033162 23.93471300000499, 120.65990499991585 23.934495999890544, 120.6599490001463 23.934408000329029, 120.65987600037715 23.934261999891419, 120.65991799961603 23.934164999914856, 120.65956100024005 23.933943999615963, 120.65928099991822 23.93364900040109, 120.65907100012657 23.933279999572392, 120.65828599989902 23.932322000360102, 120.65756199978648 23.931449999717756, 120.65855999994415 23.929931999861935, 120.66055500021321 23.931146000087892, 120.6631290002033 23.927061999711555, 120.66371999957835 23.926609999551886, 120.66395899980807 23.926406000036934, 120.66469200033566 23.925182000249151, 120.6655779998249 23.924344000275426, 120.66650700039781 23.923237999634011, 120.6671219999804 23.922033999869257, 120.66732999967985 23.921551000078637, 120.66702700009603 23.92085400031192, 120.66709899981902 23.920637000197473, 120.66814100020702 23.919448000225088, 120.66822999981468 23.919031999926915, 120.66835300009097 23.919055000088235, 120.66847000009045 23.918431000090607, 120.66855899969812 23.916981999819484, 120.66904799976544 23.916143999845758, 120.66920899999536 23.915805000400496, 120.66941300040969 23.915014999942343, 120.66967699999361 23.914346999714326, 120.66946900029416 23.912985999904038, 120.66997600029219 23.911307999864334, 120.67010800008416 23.910012000353561, 120.67032900038316 23.909598000147639, 120.67112400017254 23.909491999756028, 120.67132799968749 23.909374999756494, 120.67156499982491 23.909004999780961, 120.67212899975357 23.907808000339003, 120.67183899987003 23.907694999624596, 120.67199399982326 23.907385999764131, 120.6723269998912 23.907070999626967, 120.67258400005164 23.907000999996228, 120.67303400011906 23.906059999769241, 120.67270400018947 23.905339999841146, 120.67305500018813 23.904339000444565, 120.67281099972797 23.903639999686277, 120.6739609997004 23.901569000409097, 120.67434200018317 23.899789000162286, 120.67497499969659 23.899504999656074, 120.67559699960191 23.898527000420756, 120.6758529997162 23.896979000080819, 120.67606200036107 23.895899999785229, 120.67649499964455 23.895746999924143, 120.67657999996709 23.895368999579716, 120.67645100031348 23.895070000180397, 120.67604400043035 23.894805999697155, 120.67605600008437 23.894650999743874, 120.6764280001521 23.89437000027533, 120.67655100042839 23.894126999861214, 120.67653999992115 23.893730000439234, 120.6763239998528 23.893485999978964, 120.67617099999177 23.893286999795237, 120.67621800036045 23.892771000281471, 120.67633500036004 23.89220100007617, 120.67676400035839 23.891943999915725, 120.67758799968647 23.892155999799627, 120.67779800037749 23.891991000284463, 120.67798399996173 23.891311000402425, 120.6784289997986 23.890961999596641, 120.67862799998227 23.8894259998101, 120.67818900042209 23.889049999557869, 120.67829800005268 23.888041999838492, 120.67845199995986 23.887794000093095, 120.67961799977093 23.887512999725232, 120.68034099983731 23.885068000288015, 120.68011300011494 23.884629999874619, 120.68079600013539 23.883467000201961, 120.68109400038782 23.881657000370296, 120.68088899992745 23.881458000186626, 120.67957899977114 23.881207000302879)",2018-06-06T00:00:00
南投縣波羅水綠隧自行車道,4700,"LINESTRING (120.68805500033807 23.819721000423897, 120.68878399978178 23.820447999775411, 120.6921700003453 23.821531000255504, 120.70489900008886 23.823352999741189, 120.70755999959442 23.823902999923575, 120.70785999993916 23.825002000242193, 120.7083320001218 23.826924999888888, 120.708547000144 23.828339000344613, 120.70863299961331 23.82924199971859, 120.70910499979595 23.830026999946142, 120.70964100023207 23.831008000219072, 120.70989900043855 23.831381000332954, 120.71045600004447 23.831656000424118, 120.71103599981166 23.831855999754623, 120.71121600001845 23.83202899963868, 120.71135300004096 23.832217000214428, 120.71120300031828 23.832488000121145, 120.71114700043381 23.83263899988998, 120.71121199983395 23.832743000189339, 120.71167499960166 23.83333200037157, 120.71208699971532 23.833952000184695, 120.71228499985295 23.834095999630733, 120.71247300042864 23.834199999930092, 120.71275199980505 23.834522000390052, 120.71285500005831 23.834751000158576, 120.71290699975827 23.834846000042944, 120.71300099959649 23.834871000296459, 120.7131110001726 23.834906000111857, 120.71315999973422 23.835011999604149, 120.71350300026336 23.83569899980904, 120.71402900023827 23.835855999854573, 120.71444999986761 23.835967999623563, 120.71491999995806 23.835914999877389, 120.71567100041636 23.835816999854728, 120.71621799956108 23.835807000292903, 120.7167539999972 23.8356300002244, 120.71748400038632 23.835729000293156, 120.71886800035804 23.835866000315718, 120.71950099987134 23.835807000292903, 120.7198869996854 23.835580999763351, 120.72001600023827 23.835414000156049, 120.72053099970594 23.835513000224807, 120.72106700014206 23.835709000270185, 120.72192600018479 23.835964000338379, 120.72241900043662 23.836110999922766, 120.72298799969644 23.836258000406417, 120.72358300015537 23.836293000221815, 120.72397500024613 23.836155000153212)",2018-06-06T00:00:00
埔里南環至魚池明潭自行車道,11600,"LINESTRING (120.93167399965546 23.8684789997061, 120.93187800006967 23.868599999890137, 120.93300499988095 23.868877000073553, 120.93316700015703 23.869608999655668, 120.93308299988064 23.869953000230851, 120.93336500029454 23.870445999583239, 120.93382199978555 23.870743999835781, 120.93490700035784 23.87159599955578, 120.93518999991863 23.872122000430011, 120.93485399971235 23.872744000335388, 120.93529900044859 23.873514999917347, 120.93528599984904 23.873802999708744, 120.93534699996417 23.874378000144645, 120.93563899994001 23.874586999890198, 120.93601100000774 23.874102000007326, 120.93640900037508 23.873955999569773, 120.93669199993587 23.873585000447463, 120.93644200009828 23.87209900026869, 120.93662899972867 23.871832999693254, 120.93769000009354 23.872399999760205, 120.93792200000041 23.872043000384224, 120.93830100039088 23.871996000015429, 120.93875899992793 23.87217700026838, 120.938860000089 23.872459999829175, 120.93876100002024 23.873065999896028, 120.93843300018284 23.873688999847502, 120.93932399990274 23.874973999750353, 120.94101599968872 23.877275999787628, 120.9417860001239 23.878635999551761, 120.94203800005369 23.879472000332612, 120.94276600035073 23.881174999726511, 120.9429879997964 23.881814999562607, 120.9431310000956 23.882542999859595, 120.94432400025244 23.882335000160197, 120.94509399978836 23.882658999813032, 120.94613099994581 23.882707000227924, 120.94628499985288 23.883262999787632, 120.94598500040752 23.884142999899552, 120.94618999996862 23.884561000289978, 120.94806400005359 23.885235999941472, 120.95044300004452 23.885078999895995, 120.95200700022292 23.884763999758832, 120.95341799964103 23.884656000174346, 120.95376700044676 23.885064000103569, 120.95393600014631 23.886224999684032, 120.95434900030614 23.886447000029079, 120.9549439998658 23.886729999589875, 120.95553500014023 23.88672900044304, 120.95613299983813 23.885943000169391, 120.95651999969834 23.885390999894753, 120.95694100022706 23.8852509997339, 120.95736199985652 23.885411999963878, 120.95765599992455 23.88630899996042, 120.95763299976318 23.887149000026398, 120.95664700015902 23.889439000409595, 120.95618200029912 23.890948999896466, 120.95598300011545 23.892494000098054, 120.95559600025524 23.893217000164498, 120.95574900011627 23.896607000013091, 120.95601399974635 23.897850999823845, 120.9564880000213 23.898588999682659, 120.95663699969782 23.899314999887395, 120.95667299955937 23.900116999999625, 120.95712000038782 23.900691000389429, 120.9582999999451 23.901264999879913, 120.95875200010482 23.901832999993019, 120.95929399991826 23.90466600023575, 120.95975400044688 23.905443000094408, 120.96050500000581 23.9068080000892, 120.96130800016419 23.908857000150476, 120.96147699986375 23.909374999756494, 120.96162100020911 23.910631000120588, 120.96192299974666 23.911281999564665, 120.96189700034631 23.911952999931032, 120.96219899988398 23.912947999950291, 120.96299100043439 23.915695999870536, 120.96321299988006 23.916550999728884, 120.96411700019951 23.917959999954064, 120.9647640003584 23.918700999951227, 120.96514800008015 23.919722000270156, 120.96581500026207 23.921484999733025, 120.96619099961504 23.92311999958838, 120.96562899977857 23.924542999559833, 120.96551700000964 23.925543999855734, 120.96478599957425 23.926992000080816, 120.96494000038081 23.927487000424776, 120.96555099977888 23.927878999616212, 120.96631800007572 23.927601000285961, 120.96669200023564 23.927667999778407, 120.96784300025433 23.928931999612132, 120.96913499958066 23.930166999907158, 120.96990600006188 23.930991000134611, 120.97062599998992 23.933383999871751, 120.97085499975844 23.935124000072619, 120.97131400024102 23.937403999994672, 120.96980699999312 23.939104000149541, 120.96982199978549 23.940655999774606)",2018-06-06T00:00:00
國姓鄉福龜橋聳雲天自行車道,2000,"LINESTRING (120.81471900038161 24.009847999785393, 120.81393600024626 24.009734999970306, 120.81334099978733 24.009648999601723, 120.81149800023263 24.002641000182052, 120.81142100027898 24.002666999582402, 120.81142100027898 24.00273600006642, 120.81148200039411 24.002905999812072, 120.81194200002335 24.004700999851309, 120.81245000006754 24.006666999682352, 120.81302399955803 24.008917000019608, 120.81327100015665 24.0099900000385, 120.81386100038492 24.012298000352473)",2018-06-06T00:00:00
國姓鄉北港溪自行車道優質化工程,14500,"LINESTRING (120.93221300022981 24.059029999734776, 120.93062099965948 24.0589769999886, 120.92986399982385 24.058846000242795, 120.92910800003426 24.058622999851593, 120.92774800027007 24.058397000221419, 120.9261809999532 24.058268999714642, 120.92534700016404 24.058228999668643, 120.92254400040531 24.058440999552545, 120.92182699971636 24.058141000107128, 120.91995499972347 24.058452000059788, 120.91795600016928 24.058452000059788, 120.91421400027593 24.058018999876992, 120.91233099977592 24.057779999647323, 120.91179300014687 24.05767200006278, 120.9112090001953 24.057778999601226, 120.91087900026571 24.05784399990074, 120.91047300042874 24.057447999625538, 120.90998300031526 24.056943999765849, 120.90934299957985 24.056003999584959, 120.9088910003195 24.055726000254765, 120.90809799972294 24.055379000440553, 120.90694000028088 24.055030999680923, 120.90608400037638 24.054568999959429, 120.90559300021687 24.054736999612885, 120.90469800031258 24.055205999657232, 120.90452500042852 24.055474000324921, 120.90404299978468 24.055373000163854, 120.90356100004021 24.055421999725581, 120.90306000031887 24.055732999678241, 120.90269100038938 24.055859000092823, 120.90248099969847 24.055804000254454, 120.90234799986035 24.055633999609427, 120.9023899999986 24.055360999610514, 120.90230699976826 24.055179000210728, 120.90210000011496 24.055074999911369, 120.9018169996549 24.055219000256727, 120.90148399958696 24.055663000047446, 120.90082199963558 24.055760000024009, 120.9002110002375 24.055997000161483, 120.89955799980191 24.0564749997215, 120.8993960004251 24.056506000251773, 120.89920899989545 24.056469000344123, 120.89845900038267 24.057102999903577, 120.89756499962505 24.057460000178935, 120.89666000015893 24.057655000178158, 120.89504899961173 24.057529999809674, 120.89459999959035 24.057360000064023, 120.89269199973603 24.056972000157714, 120.89210599969215 24.056518999951948, 120.8917919996012 24.056674999951326, 120.89066099960553 24.05656999960587, 120.88993300020786 24.055658999863, 120.88956899960965 24.054971999658108, 120.88908399972684 24.05453700028238, 120.88861499968255 24.054089000307158, 120.88817800021457 24.0535650004245, 120.88758099966344 24.053256999710811, 120.88698400001169 24.0531340003339, 120.88691899971218 24.053003999734869, 120.88712600026474 24.052650999643959, 120.88716700035684 24.052347000014095, 120.88728799964156 24.0521269997613, 120.88762599994004 24.051866000315727, 120.8877250000088 24.051744000085591, 120.8875019996176 24.051429999994582, 120.88737800019464 24.051110999672972, 120.88725299982616 24.050871000296468, 120.88739199994086 24.050440000205867, 120.88734200033309 24.049801000415869, 120.88708500017265 24.049813000069946, 120.88679100010461 24.049761000369926, 120.88642899959871 24.04956999965583, 120.88589099996977 24.04959299981715, 120.88535200029469 24.04973099988581, 120.88504200038813 24.049821999585674, 120.88544299999455 24.05172400006262, 120.88589500015416 24.052703000243298, 120.88588999992362 24.054384999568128, 120.8861829999455 24.0554449998869, 120.88777899980107 24.059683000170367, 120.88841600039814 24.060917999566072, 120.88918399984175 24.061729000093351, 120.88723599994148 24.062012999700244, 120.88717699991867 24.062700999951232, 120.88721299978022 24.063257999557095, 120.88760099968647 24.0631879999263, 120.88792600028478 24.063533999694357, 120.88842199977557 24.063718000085714, 120.88888500044243 24.063549000386104, 120.88940200000241 24.063040000295814, 120.89012500006879 24.062865000319562, 120.89074699997411 24.062850999673969, 120.89124300036428 24.062501999767505, 120.89161200029366 24.062269999860632, 120.89176800029304 24.061842999954536, 120.89196000015397 24.061730000139448, 120.8921540001071 24.062308999860534, 120.89249299955236 24.062379000390592, 120.89345900003286 24.062017999930788, 120.89469799961307 24.062320000367777, 120.89538900000241 24.063077000203464, 120.89579299974719 24.063238999580221, 120.8965299995599 24.062411000067641, 120.89668699960544 24.062490000113485, 120.89684299960481 24.062516000413154, 120.89703799960409 24.062670000320281, 120.89726600022584 24.062607000113019, 120.89719599969567 24.062174999976321, 120.89784900013126 24.061865000069758, 120.8998489997316 24.062110999722904, 120.90062699963642 24.062243999560962, 120.90092800002719 24.062245999653214, 120.90146999984063 24.062098000022729, 120.90183999981616 24.061715000347021, 120.90253300029781 24.06118900037211, 120.90335400038691 24.0608750002811, 120.90387700022347 24.060267000121996, 120.90427899987606 24.0600530001459, 120.90460699971334 24.060344000075588, 120.90518700037978 24.060649999797704, 120.90556299973275 24.060683999567004, 120.90579200040054 24.060643000374228, 120.90610599959223 24.060451999660131, 120.90659200042057 24.060701000350946, 120.90696799977343 24.060850000027528, 120.90776699974731 24.060779000350635, 120.90841299986016 24.06070899982052, 120.90896400008864 24.060878999566228, 120.90953999967132 24.061196999841741, 120.9099539998773 24.061526999771274, 120.91020899994544 24.061926000184826, 120.9105519995752 24.062028000391933, 120.91109500033406 24.061579000370614, 120.91107000008049 24.061315999933527, 120.91114099975744 24.061149000326168, 120.91123599964169 24.061058999773081, 120.912128000307 24.061143000049469, 120.91295799991178 24.061050000257353, 120.91359200037061 24.0610819999344, 120.9143789997911 24.061539000324672, 120.91540500034057 24.061951999585176, 120.91607299966927 24.061950000392244, 120.9166290001283 24.062350999998728, 120.91751899980204 24.062403999744845, 120.91863099982083 24.0615079997944, 120.92042799995227 24.062191999860943, 120.92256300038218 24.063220999649445, 120.92260599966721 24.062587000090048, 120.92289599955075 24.062434000228961, 120.92313199964212 24.062911999789037, 120.92373400042379 24.063043999580941, 120.92425099998377 24.062641999928417, 120.92438399982177 24.062034999815467, 120.92488100025798 24.061763999908692, 120.92519999968033 24.061603999724866, 120.92600099974641 24.061835999631739, 120.92742399971792 24.062216000068418, 120.92831400029092 24.0623360002063, 120.92902199966557 24.062308999860534, 120.93002600009993 24.061922000000322, 120.9307189996822 24.061907000207952, 120.93286499971998 24.06228999988366, 120.93339599992555 24.062269999860632, 120.93370199964761 24.062191999860943, 120.93381999969324 24.061544999702051, 120.93310700008806 24.060869000004402, 120.93217000004552 24.059903999569997, 120.93239300043672 24.059057000080543)",2018-06-06T00:00:00
國姓鄉福龜自行車道優質化,6800,"LINESTRING (120.82711099987284 24.024027999892326, 120.82665000019745 24.022777999804873, 120.8267840000816 24.021368999579693, 120.82547800010968 24.019959000207734, 120.82352800011722 24.015530000109493, 120.82292800032701 24.01461700027437, 120.82297399975039 24.0140209997694, 120.82317900021076 24.013663000347265, 120.82323400004907 24.013306000071907, 120.82314000021086 24.012896000050432, 120.82293899993499 24.012662000051307, 120.82226300023729 24.011764000008668, 120.81919499994933 24.012320999614474, 120.81851099988285 24.009257000410287, 120.81895899985807 24.008966999627376, 120.81921499997236 24.008850999673939, 120.81936899987954 24.008620999859318, 120.81982800036201 24.008212999930038, 120.82057599978259 24.007422000325107, 120.82070300024338 24.007151999565167, 120.82095700026537 24.006975000395983, 120.82134800031008 24.006582000259129, 120.82160400042437 24.006559000097809, 120.82185800044647 24.006368000283032, 120.82104799996534 24.006289000237246, 120.82010200040702 24.006395999775634, 120.81932599969514 24.005942999569811, 120.81851600011339 24.005884000446315, 120.81797899963124 24.005947999800412, 120.81677499986642 24.006007999869325, 120.81593699989264 24.006176000422158, 120.8153339999642 24.006246000052897, 120.8149019998275 24.006210000191402, 120.8146600003588 24.00605800037647, 120.81462599969018 24.007206000256758, 120.81468199957465 24.008102000207202, 120.81483899962018 24.008423999767842, 120.81489400035787 24.0091669998572, 120.81474599982812 24.009867999808421, 120.81483700042725 24.010408000428924, 120.81512700031089 24.012135000030298, 120.81467600019732 24.012198000237561, 120.81460100033598 24.013079000395578, 120.8148690001043 24.0131360003262, 120.8148690001043 24.013582000209169, 120.81403300022282 24.013572999794178, 120.81510500019567 24.015594000362853, 120.81553500024017 24.016791999850966, 120.81690799970454 24.019640999932278, 120.81737999988718 24.020122999676744, 120.81782899990844 24.020139999561366, 120.81821399967646 24.020039000299676, 120.8184259995603 24.020191000114608, 120.8186570003204 24.020336999652841, 120.8191179999958 24.020648999651655, 120.81939700027135 24.020625000343557, 120.82012699976133 24.021245000156682, 120.82114599998795 24.021620000362759, 120.82190800005424 24.022229999714739, 120.82368900034714 24.023842000308093, 120.82591999980821 24.024488999567723, 120.8270360000115 24.024136000376188)",2018-06-06T00:00:00
民權路民生路,3750*2,"LINESTRING (120.79336799963357 23.82157799972498, 120.79257499993639 23.826669999820695, 120.77654499995185 23.827080999888267, 120.7759379998389 23.826150000122482, 120.7724409995526 23.827589999978557, 120.76804800021512 23.824855999804583)",2018-06-06T00:00:00
