StationGroupUID,StationGroupID,StationGroupName,StationGroupPosition,UpdateTime,VersionID
THB357－028,357－028,{'Zh_tw': '觀音亭'},"{'PositionLon': 120.661255, 'PositionLat': 24.45711, 'GeoHash': 'wsmg1sqbg'}",2023-07-13T07:38:39+08:00,1790
THB357－029,357－029,{'Zh_tw': '隘口寮'},"{'PositionLon': 120.68911, 'PositionLat': 24.463195, 'GeoHash': 'wsmg4m7hk'}",2023-07-13T07:38:39+08:00,1790
THB357－030,357－030,{'Zh_tw': '店仔'},"{'PositionLon': 120.701625, 'PositionLat': 24.45587, 'GeoHash': 'wsmg4sh1z'}",2023-07-13T07:38:39+08:00,1790
THB357－031,357－031,{'Zh_tw': '隘頭'},"{'PositionLon': 120.720765, 'PositionLat': 24.45494, 'GeoHash': 'wsmg55fhm'}",2023-07-13T07:38:39+08:00,1790
THB357－032,357－032,{'Zh_tw': '五福'},"{'PositionLon': 120.66636, 'PositionLat': 24.469815, 'GeoHash': 'wsmg1yde1'}",2023-07-13T07:38:39+08:00,1790
THB357－033,357－033,{'Zh_tw': '鳳鷗'},"{'PositionLon': 120.699406583235, 'PositionLat': 24.4745179459063, 'GeoHash': 'wsmg4x6wk'}",2023-07-13T07:38:39+08:00,1790
THB357－034,357－034,{'Zh_tw': '中路'},"{'PositionLon': 120.71019, 'PositionLat': 24.46853, 'GeoHash': 'wsmg4y67x'}",2023-07-13T07:38:39+08:00,1790
THB357－035,357－035,{'Zh_tw': '賢德工商'},"{'PositionLon': 120.6741005, 'PositionLat': 24.4774055, 'GeoHash': 'wsmg4pbpn'}",2023-07-13T07:38:39+08:00,1790
THB357－036,357－036,{'Zh_tw': '百姓公'},"{'PositionLon': 120.68276, 'PositionLat': 24.48262, 'GeoHash': 'wsmg60yt8'}",2023-07-13T07:38:39+08:00,1790
THB357－037,357－037,{'Zh_tw': '瑞益工廠'},"{'PositionLon': 120.68626, 'PositionLat': 24.47977, 'GeoHash': 'wsmg623hc'}",2023-07-13T07:38:39+08:00,1790
THB357－038,357－038,{'Zh_tw': '成興超市'},"{'PositionLon': 120.678354449364, 'PositionLat': 24.4876510504842, 'GeoHash': 'wsmg61g6c'}",2023-07-13T07:38:39+08:00,1790
THB357－039,357－039,{'Zh_tw': '南通灣'},"{'PositionLon': 120.68311, 'PositionLat': 24.49644, 'GeoHash': 'wsmg65qy0'}",2023-07-13T07:38:39+08:00,1790
THB357－040,357－040,{'Zh_tw': '南莊'},"{'PositionLon': 120.68582, 'PositionLat': 24.500135, 'GeoHash': 'wsmg6k0ex'}",2023-07-13T07:38:39+08:00,1790
THB357－041,357－041,{'Zh_tw': '通霄灣'},"{'PositionLon': 120.689995, 'PositionLat': 24.51014, 'GeoHash': 'wsmg6mgvb'}",2023-07-13T07:38:39+08:00,1790
THB357－042,357－042,{'Zh_tw': '頭窩'},"{'PositionLon': 120.6921, 'PositionLat': 24.520545, 'GeoHash': 'wsmg6rv69'}",2023-07-13T07:38:39+08:00,1790
THB357－043,357－043,{'Zh_tw': '三窩'},"{'PositionLon': 120.692685, 'PositionLat': 24.525775, 'GeoHash': 'wsmgd2v8z'}",2023-07-13T07:38:39+08:00,1790
THB357－044,357－044,{'Zh_tw': '秋茂園'},"{'PositionLon': 120.694725, 'PositionLat': 24.536295, 'GeoHash': 'wsmgd6xnq'}",2023-07-13T07:38:39+08:00,1790
THB357－045,357－045,{'Zh_tw': '新埔國小'},"{'PositionLon': 120.6969, 'PositionLat': 24.54256, 'GeoHash': 'wsmgdebfc'}",2023-07-13T07:38:39+08:00,1790
THB357－046,357－046,{'Zh_tw': '新埔'},"{'PositionLon': 120.69812, 'PositionLat': 24.54634, 'GeoHash': 'wsmgds98y'}",2023-07-13T07:38:39+08:00,1790
THB357－047,357－047,{'Zh_tw': '精鹽廠'},"{'PositionLon': 120.704325, 'PositionLat': 24.556205, 'GeoHash': 'wsmgdwq4q'}",2023-07-13T07:38:39+08:00,1790
THB357－048,357－048,{'Zh_tw': '內島里'},"{'PositionLon': 120.7077045, 'PositionLat': 24.5610045, 'GeoHash': 'wsmgdz0wj'}",2023-07-13T07:38:39+08:00,1790
THB357－049,357－049,{'Zh_tw': '劉厝'},"{'PositionLon': 120.71318, 'PositionLat': 24.46702, 'GeoHash': 'wsmg4yhds'}",2023-07-13T07:38:39+08:00,1790
THB357－050,357－050,{'Zh_tw': '大坑尾'},"{'PositionLon': 120.734915, 'PositionLat': 24.41301, 'GeoHash': 'wsmfgkk2p'}",2023-07-13T07:38:39+08:00,1790
THB357－051,357－051,{'Zh_tw': '坪頂入口'},"{'PositionLon': 120.675865, 'PositionLat': 24.47899, 'GeoHash': 'wsmg6032r'}",2023-07-13T07:38:39+08:00,1790
THB357－052,357－052,{'Zh_tw': '黃厝'},"{'PositionLon': 120.72831, 'PositionLat': 24.50525, 'GeoHash': 'wsmg7jp9m'}",2023-07-13T07:38:39+08:00,1790
THB357－053,357－053,{'Zh_tw': '石觀音'},"{'PositionLon': 120.7541, 'PositionLat': 24.501605, 'GeoHash': 'wsmg7u6kn'}",2023-07-13T07:38:39+08:00,1790
THB357－054,357－054,{'Zh_tw': '烏眉'},"{'PositionLon': 120.72348345308, 'PositionLat': 24.5084551882874, 'GeoHash': 'wsmg7jshj'}",2023-07-13T07:38:39+08:00,1790
THB357－055,357－055,{'Zh_tw': '南和國中'},"{'PositionLon': 120.720236777759, 'PositionLat': 24.4477017718503, 'GeoHash': 'wsmg549f1'}",2023-07-13T07:38:39+08:00,1790
THB357－056,357－056,{'Zh_tw': '帝爺廟'},"{'PositionLon': 120.69995, 'PositionLat': 24.49639, 'GeoHash': 'wsmg6e7jb'}",2023-07-13T07:38:39+08:00,1790
THB357－057,357－057,{'Zh_tw': '大崁橋'},"{'PositionLon': 120.73284, 'PositionLat': 24.502455, 'GeoHash': 'wsmg7kdcp'}",2023-07-13T07:38:39+08:00,1790
THB357－058,357－058,{'Zh_tw': '啟新國中'},"{'PositionLon': 120.70982, 'PositionLat': 24.56388, 'GeoHash': 'wsmgdzdny'}",2023-07-13T07:38:39+08:00,1790
THB357－059,357－059,{'Zh_tw': '大坪頂'},"{'PositionLon': 120.71947, 'PositionLat': 24.431265, 'GeoHash': 'wsmfgp94r'}",2023-07-13T07:38:39+08:00,1790
THB357－060,357－060,{'Zh_tw': '二窩'},"{'PositionLon': 120.69522, 'PositionLat': 24.46114, 'GeoHash': 'wsmg4mp86'}",2023-07-13T07:38:39+08:00,1790
THB357－061,357－061,{'Zh_tw': '合興商店'},"{'PositionLon': 120.726476684912, 'PositionLat': 24.4344660700685, 'GeoHash': 'wsmg50nm4'}",2023-07-13T07:38:39+08:00,1790
THB357－062,357－062,{'Zh_tw': '內湖橋'},"{'PositionLon': 120.71412, 'PositionLat': 24.504645, 'GeoHash': 'wsmg6uvmf'}",2023-07-13T07:38:39+08:00,1790
THB357－063,357－063,{'Zh_tw': '媽祖廟'},"{'PositionLon': 120.74277, 'PositionLat': 24.499735, 'GeoHash': 'wsmg7s41q'}",2023-07-13T07:38:39+08:00,1790
THB357－064,357－064,{'Zh_tw': '大屈'},"{'PositionLon': 120.71156, 'PositionLat': 24.443435, 'GeoHash': 'wsmg4cg3r'}",2023-07-13T07:38:39+08:00,1790
THB357－065,357－065,{'Zh_tw': '南和'},"{'PositionLon': 120.72549, 'PositionLat': 24.442485, 'GeoHash': 'wsmg51teg'}",2023-07-13T07:38:39+08:00,1790
THB357－066,357－066,{'Zh_tw': '糖埔'},"{'PositionLon': 120.707845, 'PositionLat': 24.450705, 'GeoHash': 'wsmg4g0g8'}",2023-07-13T07:38:39+08:00,1790
THB357－067,357－067,{'Zh_tw': '宜佑診所'},"{'PositionLon': 120.678865, 'PositionLat': 24.48867, 'GeoHash': 'wsmg6458v'}",2023-07-13T07:38:39+08:00,1790
THB357－068,357－068,{'Zh_tw': '和興橋'},"{'PositionLon': 120.725435, 'PositionLat': 24.43704, 'GeoHash': 'wsmg50ts4'}",2023-07-13T07:38:39+08:00,1790
THB357－069,357－069,{'Zh_tw': '大份田'},"{'PositionLon': 120.727865, 'PositionLat': 24.430665, 'GeoHash': 'wsmfgprqg'}",2023-07-13T07:38:39+08:00,1790
THB357－070,357－070,{'Zh_tw': '福興'},"{'PositionLon': 120.72681, 'PositionLat': 24.42648, 'GeoHash': 'wsmfgnwwd'}",2023-07-13T07:38:39+08:00,1790
THB357－071,357－071,{'Zh_tw': '平元新村'},"{'PositionLon': 120.68226, 'PositionLat': 24.4868, 'GeoHash': 'wsmg61wju'}",2023-07-13T07:38:39+08:00,1790
THB357－072,357－072,{'Zh_tw': '孫厝'},"{'PositionLon': 120.68791, 'PositionLat': 24.47843, 'GeoHash': 'wsmg624m0'}",2023-07-13T07:38:39+08:00,1790
THB357－073,357－073,{'Zh_tw': '胡厝'},"{'PositionLon': 120.692834784842, 'PositionLat': 24.476661624535, 'GeoHash': 'wsmg4rvff'}",2023-07-13T07:38:39+08:00,1790
THB357－074,357－074,{'Zh_tw': '詹厝'},"{'PositionLon': 120.70364, 'PositionLat': 24.47139, 'GeoHash': 'wsmg4wvsn'}",2023-07-13T07:38:39+08:00,1790
THB357－075,357－075,{'Zh_tw': '旱坑'},"{'PositionLon': 120.732805, 'PositionLat': 24.41819, 'GeoHash': 'wsmfgm4yq'}",2023-07-13T07:38:39+08:00,1790
THB357－076,357－076,{'Zh_tw': '倒梯崎'},"{'PositionLon': 120.69908, 'PositionLat': 24.45909, 'GeoHash': 'wsmg4sdks'}",2023-07-13T07:38:39+08:00,1790
THB357－077,357－077,{'Zh_tw': '礦場'},"{'PositionLon': 120.710045, 'PositionLat': 24.44665, 'GeoHash': 'wsmg4f6k5'}",2023-07-13T07:38:39+08:00,1790
THB357－078,357－078,{'Zh_tw': '南和入口'},"{'PositionLon': 120.68096, 'PositionLat': 24.487705, 'GeoHash': 'wsmg61v5n'}",2023-07-13T07:38:39+08:00,1790
THB357－079,357－079,{'Zh_tw': '南窩'},"{'PositionLon': 120.748325, 'PositionLat': 24.49847, 'GeoHash': 'wsmg7ey1z'}",2023-07-13T07:38:39+08:00,1790
THB357－080,357－080,{'Zh_tw': '文眉橋'},"{'PositionLon': 120.738103562484, 'PositionLat': 24.4999529941221, 'GeoHash': 'wsmg7knf9'}",2023-07-13T07:38:39+08:00,1790
THB357－081,357－081,{'Zh_tw': '烏眉國小'},"{'PositionLon': 120.720595, 'PositionLat': 24.50954, 'GeoHash': 'wsmg7jf43'}",2023-07-13T07:38:39+08:00,1790
THB357－082,357－082,{'Zh_tw': '烏眉國中'},"{'PositionLon': 120.71685, 'PositionLat': 24.50644, 'GeoHash': 'wsmg6vr26'}",2023-07-13T07:38:39+08:00,1790
THB357－083,357－083,{'Zh_tw': '農倉前'},"{'PositionLon': 120.711855, 'PositionLat': 24.50236, 'GeoHash': 'wsmg6ue8w'}",2023-07-13T07:38:39+08:00,1790
THB357－084,357－084,{'Zh_tw': '楓樹口'},"{'PositionLon': 120.709805, 'PositionLat': 24.4983, 'GeoHash': 'wsmg6gf0y'}",2023-07-13T07:38:39+08:00,1790
THB357－085,357－085,{'Zh_tw': '北勢窩'},"{'PositionLon': 120.695215, 'PositionLat': 24.49685, 'GeoHash': 'wsmg67x86'}",2023-07-13T07:38:39+08:00,1790
THB357－086,357－086,{'Zh_tw': '番社'},"{'PositionLon': 120.69021, 'PositionLat': 24.495485, 'GeoHash': 'wsmg677bt'}",2023-07-13T07:38:39+08:00,1790
THB357－087,357－087,{'Zh_tw': '通霄'},"{'PositionLon': 120.679275, 'PositionLat': 24.490845, 'GeoHash': 'wsmg647vw'}",2023-07-13T07:38:39+08:00,1790
THB357－088,357－088,{'Zh_tw': '鍋臍窩'},"{'PositionLon': 120.713755, 'PositionLat': 24.43908, 'GeoHash': 'wsmg4bvpf'}",2023-07-13T07:38:39+08:00,1790
THB357－089,357－089,{'Zh_tw': '隘寮口'},"{'PositionLon': 120.67995, 'PositionLat': 24.47367, 'GeoHash': 'wsmg4pk3q'}",2023-07-13T07:38:39+08:00,1790
THB357－090,357－090,{'Zh_tw': '南和派出所'},"{'PositionLon': 120.721595, 'PositionLat': 24.446615, 'GeoHash': 'wsmg546gc'}",2023-07-13T07:38:39+08:00,1790
THB357－093,357－093,{'Zh_tw': '長壽站'},"{'PositionLon': 120.691406, 'PositionLat': 24.4770735, 'GeoHash': 'wsmg4ruv3'}",2023-07-13T07:38:39+08:00,1790
THB358－001,358－001,{'Zh_tw': '張厝'},"{'PositionLon': 120.683501886926, 'PositionLat': 24.4013944799968, 'GeoHash': 'wsmff4ph3'}",2023-07-13T07:38:39+08:00,1790
THB358－003,358－003,{'Zh_tw': '田寮'},"{'PositionLon': 120.67614, 'PositionLat': 24.422705, 'GeoHash': 'wsmffn18t'}",2023-07-13T07:38:39+08:00,1790
THB358－005,358－005,{'Zh_tw': '十字路'},"{'PositionLon': 120.688885, 'PositionLat': 24.395055, 'GeoHash': 'wsmff2fzq'}",2023-07-13T07:38:39+08:00,1790
THB358－006,358－006,{'Zh_tw': '三座厝'},"{'PositionLon': 120.71094, 'PositionLat': 24.364895, 'GeoHash': 'wsmfdg7pb'}",2023-07-13T07:38:39+08:00,1790
THB358－007,358－007,{'Zh_tw': '下泰田'},"{'PositionLon': 120.69518, 'PositionLat': 24.38917, 'GeoHash': 'wsmfdrzt1'}",2023-07-13T07:38:39+08:00,1790
THB358－008,358－008,{'Zh_tw': '上館'},"{'PositionLon': 120.708115, 'PositionLat': 24.37218, 'GeoHash': 'wsmfdubfn'}",2023-07-13T07:38:39+08:00,1790
THB358－009,358－009,{'Zh_tw': '大埔'},"{'PositionLon': 120.704950818241, 'PositionLat': 24.4164572026158, 'GeoHash': 'wsmffsysj'}",2023-07-13T07:38:39+08:00,1790
THB358－010,358－010,{'Zh_tw': '大埔口'},"{'PositionLon': 120.702076159723, 'PositionLat': 24.4184308488409, 'GeoHash': 'wsmffthxd'}",2023-07-13T07:38:39+08:00,1790
THB358－011,358－011,{'Zh_tw': '山柑'},"{'PositionLon': 120.671615, 'PositionLat': 24.395375, 'GeoHash': 'wsmfccn3k'}",2023-07-13T07:38:39+08:00,1790
THB358－012,358－012,{'Zh_tw': '井窩口'},"{'PositionLon': 120.708485, 'PositionLat': 24.413795, 'GeoHash': 'wsmffu3hx'}",2023-07-13T07:38:39+08:00,1790
THB358－013,358－013,{'Zh_tw': '水涵'},"{'PositionLon': 120.680195, 'PositionLat': 24.41978, 'GeoHash': 'wsmffjkxs'}",2023-07-13T07:38:39+08:00,1790
THB358－014,358－014,{'Zh_tw': '正順公司'},"{'PositionLon': 120.673165, 'PositionLat': 24.39708, 'GeoHash': 'wsmfccre2'}",2023-07-13T07:38:39+08:00,1790
THB358－015,358－015,{'Zh_tw': '合作農場'},"{'PositionLon': 120.68089, 'PositionLat': 24.412265, 'GeoHash': 'wsmffhj5u'}",2023-07-13T07:38:39+08:00,1790
THB358－016,358－016,{'Zh_tw': '刺仔腳'},"{'PositionLon': 120.694455, 'PositionLat': 24.420815, 'GeoHash': 'wsmffmxj8'}",2023-07-13T07:38:39+08:00,1790
THB358－018,358－018,{'Zh_tw': '林厝'},"{'PositionLon': 120.701005, 'PositionLat': 24.383015, 'GeoHash': 'wsmfdwgc3'}",2023-07-13T07:38:39+08:00,1790
THB358－019,358－019,{'Zh_tw': '油車'},"{'PositionLon': 120.69167, 'PositionLat': 24.39221, 'GeoHash': 'wsmff2kyz'}",2023-07-13T07:38:39+08:00,1790
THB358－020,358－020,{'Zh_tw': '社苓'},"{'PositionLon': 120.67522, 'PositionLat': 24.401005, 'GeoHash': 'wsmff4140'}",2023-07-13T07:38:39+08:00,1790
THB358－021,358－021,{'Zh_tw': '社苓口'},"{'PositionLon': 120.67865, 'PositionLat': 24.40921, 'GeoHash': 'wsmff5e9b'}",2023-07-13T07:38:39+08:00,1790
THB358－022,358－022,{'Zh_tw': '初中路'},"{'PositionLon': 120.66105, 'PositionLat': 24.432255, 'GeoHash': 'wsmfcxy8n'}",2023-07-13T07:38:39+08:00,1790
THB358－023,358－023,{'Zh_tw': '南路口'},"{'PositionLon': 120.70398, 'PositionLat': 24.380785, 'GeoHash': 'wsmfdwmuq'}",2023-07-13T07:38:39+08:00,1790
THB358－024,358－024,{'Zh_tw': '客庄'},"{'PositionLon': 120.658959, 'PositionLat': 24.43565, 'GeoHash': 'wsmg18m5v'}",2023-07-13T07:38:39+08:00,1790
THB358－025,358－025,{'Zh_tw': '致民國中'},"{'PositionLon': 120.68618, 'PositionLat': 24.418375, 'GeoHash': 'wsmffm0zr'}",2023-07-13T07:38:39+08:00,1790
THB358－027,358－027,{'Zh_tw': '苑裡站'},"{'PositionLon': 120.651557282076, 'PositionLat': 24.4429601230401, 'GeoHash': 'wsmg13xy9'}",2023-07-13T07:38:39+08:00,1790
THB358－028,358－028,{'Zh_tw': '苑裡國小'},"{'PositionLon': 120.6548, 'PositionLat': 24.44737, 'GeoHash': 'wsmg1dd0k'}",2023-07-13T07:38:39+08:00,1790
THB358－029,358－029,{'Zh_tw': '香蕉坑口'},"{'PositionLon': 120.725536, 'PositionLat': 24.4092325, 'GeoHash': 'wsmfg5tdh'}",2023-07-13T07:38:39+08:00,1790
THB358－030,358－030,{'Zh_tw': '泰田'},"{'PositionLon': 120.697095, 'PositionLat': 24.387345, 'GeoHash': 'wsmfdx8fw'}",2023-07-13T07:38:39+08:00,1790
THB358－031,358－031,{'Zh_tw': '淨光寺'},"{'PositionLon': 120.670102, 'PositionLat': 24.426212, 'GeoHash': 'wsmfcytkc'}",2023-07-13T07:38:39+08:00,1790
THB358－032,358－032,{'Zh_tw': '無量壽'},"{'PositionLon': 120.68217, 'PositionLat': 24.403685, 'GeoHash': 'wsmff4w1f'}",2023-07-13T07:38:39+08:00,1790
THB358－033,358－033,{'Zh_tw': '華陶窯'},"{'PositionLon': 120.706562671073, 'PositionLat': 24.3775813617624, 'GeoHash': 'wsmfdtzcd'}",2023-07-13T07:38:39+08:00,1790
THB358－034,358－034,{'Zh_tw': '詹厝'},"{'PositionLon': 120.709525, 'PositionLat': 24.369185, 'GeoHash': 'wsmfdu3bz'}",2023-07-13T07:38:39+08:00,1790
THB358－035,358－035,{'Zh_tw': '精米所'},"{'PositionLon': 120.686135, 'PositionLat': 24.397665, 'GeoHash': 'wsmff32yw'}",2023-07-13T07:38:39+08:00,1790
THB358－036,358－036,{'Zh_tw': '蕉埔'},"{'PositionLon': 120.71862, 'PositionLat': 24.410085, 'GeoHash': 'wsmfg58x5'}",2023-07-13T07:38:39+08:00,1790
THB358－037,358－037,{'Zh_tw': '蕉埔國小'},"{'PositionLon': 120.71445277892, 'PositionLat': 24.4124918161763, 'GeoHash': 'wsmffujt4'}",2023-07-13T07:38:39+08:00,1790
THB358－038,358－038,{'Zh_tw': '貓盂'},"{'PositionLon': 120.66317, 'PositionLat': 24.42986, 'GeoHash': 'wsmfcz24p'}",2023-07-13T07:38:39+08:00,1790
THB358－039,358－039,{'Zh_tw': '錦山'},"{'PositionLon': 120.69007, 'PositionLat': 24.41996, 'GeoHash': 'wsmffmebd'}",2023-07-13T07:38:39+08:00,1790
THB358－041,358－041,{'Zh_tw': '舊社'},"{'PositionLon': 120.68295, 'PositionLat': 24.417585, 'GeoHash': 'wsmffjnds'}",2023-07-13T07:38:39+08:00,1790
THB358－042,358－042,{'Zh_tw': '顏厝'},"{'PositionLon': 120.68033, 'PositionLat': 24.40664, 'GeoHash': 'wsmff5hdz'}",2023-07-13T07:38:39+08:00,1790
THB358－043,358－043,{'Zh_tw': '觀音廟'},"{'PositionLon': 120.733790796292, 'PositionLat': 24.4077970587448, 'GeoHash': 'wsmfg779t'}",2023-07-13T07:38:39+08:00,1790
THB358－044,358－044,{'Zh_tw': '下田寮'},"{'PositionLon': 120.671655, 'PositionLat': 24.425165, 'GeoHash': 'wsmfcyqqv'}",2023-07-13T07:38:39+08:00,1790
THB358－046,358－046,{'Zh_tw': '客庄國小'},"{'PositionLon': 120.65461, 'PositionLat': 24.43979, 'GeoHash': 'wsmg194h0'}",2023-07-13T07:38:39+08:00,1790
THB358－047,358－047,{'Zh_tw': '山腳'},"{'PositionLon': 120.68616, 'PositionLat': 24.414805, 'GeoHash': 'wsmffk8fx'}",2023-07-13T07:38:39+08:00,1790
THB358－048,358－048,{'Zh_tw': '裕順公司'},"{'PositionLon': 120.67622, 'PositionLat': 24.40424, 'GeoHash': 'wsmff49tp'}",2023-07-13T07:38:39+08:00,1790
THB358－049,358－049,{'Zh_tw': '水門'},"{'PositionLon': 120.713955, 'PositionLat': 24.36143, 'GeoHash': 'wsmfdfv5x'}",2023-07-13T07:38:39+08:00,1790
THB358－050,358－050,{'Zh_tw': '五谷爺廟'},"{'PositionLon': 120.698865, 'PositionLat': 24.38545, 'GeoHash': 'wsmfdx4px'}",2023-07-13T07:38:39+08:00,1790
THB358－051,358－051,{'Zh_tw': '有國'},"{'PositionLon': 120.68481, 'PositionLat': 24.398625, 'GeoHash': 'wsmff1xur'}",2023-07-13T07:38:39+08:00,1790
THB358－054,358－054,{'Zh_tw': '下客庄'},"{'PositionLon': 120.65761450036, 'PositionLat': 24.4381805104729, 'GeoHash': 'wsmg18u4w'}",2023-07-13T07:38:39+08:00,1790
THB358－055,358－055,{'Zh_tw': '上貓盂'},"{'PositionLon': 120.66668, 'PositionLat': 24.428075, 'GeoHash': 'wsmfcyfzc'}",2023-07-13T07:38:39+08:00,1790
THB358－057,358－057,{'Zh_tw': '土地公廟'},"{'PositionLon': 120.729975, 'PositionLat': 24.4085, 'GeoHash': 'wsmfg72vu'}",2023-07-13T07:38:39+08:00,1790
THB358－063,358－063,{'Zh_tw': '苑裡'},"{'PositionLon': 120.664469, 'PositionLat': 24.401449, 'GeoHash': 'wsmfcf1ht'}",2023-07-13T07:38:39+08:00,1790
THB360－001,360－001,{'Zh_tw': '國立苗中'},"{'PositionLon': 120.816345, 'PositionLat': 24.55972, 'GeoHash': 'wsmgtnzy8'}",2023-07-13T07:38:39+08:00,1790
THB360－002,360－002,{'Zh_tw': '地方法院'},"{'PositionLon': 120.8162915, 'PositionLat': 24.5467735, 'GeoHash': 'wsmgthxer'}",2023-07-13T07:38:39+08:00,1790
THB360－003,360－003,{'Zh_tw': '北苗市場'},"{'PositionLon': 120.824615, 'PositionLat': 24.57111, 'GeoHash': 'wsmgv3jc1'}",2023-07-13T07:38:39+08:00,1790
THB360－004,360－004,{'Zh_tw': '大同國小'},"{'PositionLon': 120.8154589, 'PositionLat': 24.55411409, 'GeoHash': 'wsmgtjznh'}",2023-07-13T07:38:39+08:00,1790
THB360－005,360－005,{'Zh_tw': '文化街'},"{'PositionLon': 120.82174, 'PositionLat': 24.56082, 'GeoHash': 'wsmgtr5tn'}",2023-07-13T07:38:39+08:00,1790
THB360－006,360－006,{'Zh_tw': '坪頂'},"{'PositionLon': 120.80459166471, 'PositionLat': 24.5336446856345, 'GeoHash': 'wsmgsfpnz'}",2023-07-13T07:38:39+08:00,1790
THB360－007,360－007,{'Zh_tw': '苗栗市農會'},"{'PositionLon': 120.82005, 'PositionLat': 24.55662, 'GeoHash': 'wsmgtq6kx'}",2023-07-13T07:38:39+08:00,1790
THB360－008,360－008,{'Zh_tw': '南興'},"{'PositionLon': 120.793885, 'PositionLat': 24.523015, 'GeoHash': 'wsmgs8r2v'}",2023-07-13T07:38:39+08:00,1790
THB360－009,360－009,{'Zh_tw': '經國路口'},"{'PositionLon': 120.82443, 'PositionLat': 24.592555, 'GeoHash': 'wsmgvkvwj'}",2023-07-13T07:38:39+08:00,1790
THB360－010,360－010,{'Zh_tw': '西山'},"{'PositionLon': 120.811549726587, 'PositionLat': 24.5642209009414, 'GeoHash': 'wsmgtpu2c'}",2023-07-13T07:38:39+08:00,1790
THB360－011,360－011,{'Zh_tw': '北苗加油站'},"{'PositionLon': 120.82634, 'PositionLat': 24.57055, 'GeoHash': 'wsmgv2zjc'}",2023-07-13T07:38:39+08:00,1790
THB360－012,360－012,{'Zh_tw': '上南勢'},"{'PositionLon': 120.8033295, 'PositionLat': 24.5325195, 'GeoHash': 'wsmgsfn23'}",2023-07-13T07:38:39+08:00,1790
THB360－013,360－013,{'Zh_tw': '上苗'},"{'PositionLon': 120.82418, 'PositionLat': 24.56655, 'GeoHash': 'wsmgv2jqx'}",2023-07-13T07:38:39+08:00,1790
THB360－014,360－014,{'Zh_tw': '圓墩'},"{'PositionLon': 120.79665, 'PositionLat': 24.587055, 'GeoHash': 'wsmgugcmv'}",2023-07-13T07:38:39+08:00,1790
THB360－015,360－015,{'Zh_tw': '五湖口'},"{'PositionLon': 120.78944, 'PositionLat': 24.519655, 'GeoHash': 'wsmgkxsjm'}",2023-07-13T07:38:39+08:00,1790
THB360－016,360－016,{'Zh_tw': '竹圍'},"{'PositionLon': 120.798405, 'PositionLat': 24.584, 'GeoHash': 'wsmgug6sn'}",2023-07-13T07:38:39+08:00,1790
THB360－017,360－017,{'Zh_tw': '縣府前'},"{'PositionLon': 120.82322, 'PositionLat': 24.56428, 'GeoHash': 'wsmgtruc3'}",2023-07-13T07:38:39+08:00,1790
THB360－018,360－018,{'Zh_tw': '輔導中心'},"{'PositionLon': 120.816665, 'PositionLat': 24.543885, 'GeoHash': 'wsmgtk042'}",2023-07-13T07:38:39+08:00,1790
THB360－019,360－019,{'Zh_tw': '鳳形'},"{'PositionLon': 120.81303, 'PositionLat': 24.561965, 'GeoHash': 'wsmgtpm7g'}",2023-07-13T07:38:39+08:00,1790
THB360－020,360－020,{'Zh_tw': '福麗'},"{'PositionLon': 120.812085, 'PositionLat': 24.56316, 'GeoHash': 'wsmgtpsdv'}",2023-07-13T07:38:39+08:00,1790
THB360－021,360－021,{'Zh_tw': '坪頂社區'},"{'PositionLon': 120.801476, 'PositionLat': 24.5305045, 'GeoHash': 'wsmgscsuw'}",2023-07-13T07:38:39+08:00,1790
THB360－022,360－022,{'Zh_tw': '市場前'},"{'PositionLon': 120.81863, 'PositionLat': 24.5544, 'GeoHash': 'wsmgtmcrw'}",2023-07-13T07:38:39+08:00,1790
THB360－023,360－023,{'Zh_tw': '陽明山莊'},"{'PositionLon': 120.810485, 'PositionLat': 24.543945, 'GeoHash': 'wsmgth5db'}",2023-07-13T07:38:39+08:00,1790
THB360－024,360－024,{'Zh_tw': '新英國小'},"{'PositionLon': 120.79769, 'PositionLat': 24.527065, 'GeoHash': 'wsmgsc40w'}",2023-07-13T07:38:39+08:00,1790
THB360－025,360－025,{'Zh_tw': '恩祖廟'},"{'PositionLon': 120.7997, 'PositionLat': 24.582435, 'GeoHash': 'wsmgug5ej'}",2023-07-13T07:38:39+08:00,1790
THB360－026,360－026,{'Zh_tw': '茶亭'},"{'PositionLon': 120.80768, 'PositionLat': 24.571695, 'GeoHash': 'wsmgv11kq'}",2023-07-13T07:38:39+08:00,1790
THB360－027,360－027,{'Zh_tw': '豪榮社區'},"{'PositionLon': 120.79602, 'PositionLat': 24.525375, 'GeoHash': 'wsmgsb8yx'}",2023-07-13T07:38:39+08:00,1790
THB360－028,360－028,{'Zh_tw': '福星新村'},"{'PositionLon': 120.825130636611, 'PositionLat': 24.5860122390464, 'GeoHash': 'wsmgv7wpv'}",2023-07-13T07:38:39+08:00,1790
THB360－029,360－029,{'Zh_tw': '葉屋'},"{'PositionLon': 120.800225, 'PositionLat': 24.581245, 'GeoHash': 'wsmgufuh1'}",2023-07-13T07:38:39+08:00,1790
THB360－030,360－030,{'Zh_tw': '褔泰新村'},"{'PositionLon': 120.795175, 'PositionLat': 24.52424, 'GeoHash': 'wsmgsb825'}",2023-07-13T07:38:39+08:00,1790
