PlateNumb,StopUID,StopID,StopName,RouteUID,RouteID,RouteName,Direction,CurrentStop,DestinationStop,StopSequence,StopStatus,IsLastBus,DataTime,TransTime,SrcRecTime,SrcUpdateTime,UpdateTime
,TNN23699,23699,"{'Zh_tw': '新塭社區', 'En': 'Sinwun Community'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,34,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23698,23698,"{'Zh_tw': '西竿仔寮', 'En': 'Siganzihliao'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,33,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23697,23697,"{'Zh_tw': '中竿仔寮', 'En': 'jhongganzihliao'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,32,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23696,23696,"{'Zh_tw': '東竿仔寮', 'En': 'Dongganzihliao'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,31,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23695,23695,"{'Zh_tw': '過路仔', 'En': 'Guoluzih'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,30,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23694,23694,"{'Zh_tw': '東過路仔', 'En': 'Dongguoluzih'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,29,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23693,23693,"{'Zh_tw': '新富村', 'En': 'Sinfu Village'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,28,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23692,23692,"{'Zh_tw': '頭竹圍', 'En': 'Toujhuwei'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,27,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23691,23691,"{'Zh_tw': '義竹仁里', 'En': 'Yijhuren Vil.'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,26,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23690,23690,"{'Zh_tw': '義竹', 'En': 'Yijhu'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,25,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23689,23689,"{'Zh_tw': '義竹國小', 'En': 'Yijhu Elementary School'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,24,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23688,23688,"{'Zh_tw': '厚生橋', 'En': 'Housheng Bridge'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,23,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23687,23687,"{'Zh_tw': '牛稠仔', 'En': 'Niouchouzai'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,22,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23686,23686,"{'Zh_tw': '義中里', 'En': 'Yijhong Vil.'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,21,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23675,23675,"{'Zh_tw': '竹仔腳', 'En': 'Jhuzihjiao'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,9,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23674,23674,"{'Zh_tw': '鴨母寮', 'En': 'Yamuliao'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,8,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23673,23673,"{'Zh_tw': '朴子工業區', 'En': 'Pozih Industrial Park'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,7,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23672,23672,"{'Zh_tw': '水蓮社區', 'En': 'Shueilian Community'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,6,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23671,23671,"{'Zh_tw': '橋頭', 'En': 'Ciaotou'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,5,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23670,23670,"{'Zh_tw': '朴子加油站', 'En': 'Pozih Gas Station'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,4,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8487,8487,"{'Zh_tw': '關廟國中', 'En': 'Guanmiao Junior High School'}",TNN1116,1116,"{'Zh_tw': '綠16', 'En': 'G16'}",255,,,1,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8486,8486,"{'Zh_tw': '關廟國中', 'En': 'Guanmiao Junior High School'}",TNN1116,1116,"{'Zh_tw': '綠16', 'En': 'G16'}",255,,,23,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8485,8485,"{'Zh_tw': '歸仁國中', 'En': 'Gueiren Junior High School'}",TNN1600,1600,"{'Zh_tw': '紅幹線', 'En': 'Red'}",255,,,11,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8484,8484,"{'Zh_tw': '新豐高中', 'En': 'Hsinfeng Senior High School'}",TNN1600,1600,"{'Zh_tw': '紅幹線', 'En': 'Red'}",255,,,10,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8483,8483,"{'Zh_tw': '新豐高中', 'En': 'Hsinfeng Senior High School'}",TNN1600,1600,"{'Zh_tw': '紅幹線', 'En': 'Red'}",255,,,50,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8482,8482,"{'Zh_tw': '歸仁國中', 'En': 'Gueiren Junior High School'}",TNN1600,1600,"{'Zh_tw': '紅幹線', 'En': 'Red'}",255,,,49,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8481,8481,"{'Zh_tw': '鎮安宮', 'En': 'Jhen-an Temple'}",TNN1510,1510,"{'Zh_tw': '黃10', 'En': 'Y10'}",255,,,1,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8480,8480,"{'Zh_tw': '鎮安宮', 'En': 'Jhen-an Temple'}",TNN1510,1510,"{'Zh_tw': '黃10', 'En': 'Y10'}",255,,,50,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23669,23669,"{'Zh_tw': '新榮路', 'En': 'Sinrong Rd.'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,3,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23668,23668,"{'Zh_tw': '朴子', 'En': 'Pozih'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,2,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23667,23667,"{'Zh_tw': '朴子轉運站', 'En': 'Pozih Bus Station'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,1,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23666,23666,"{'Zh_tw': '朴子轉運站', 'En': 'Pozih Bus Station'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,48,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23665,23665,"{'Zh_tw': '朴子', 'En': 'Pozih'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,47,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23664,23664,"{'Zh_tw': '新榮路', 'En': 'Sinrong Rd.'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,46,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23663,23663,"{'Zh_tw': '朴子加油站', 'En': 'Pozih Gas Station'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,45,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23662,23662,"{'Zh_tw': '橋頭', 'En': 'Ciaotou'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,44,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23661,23661,"{'Zh_tw': '水蓮社區', 'En': 'Shueilian Community'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,43,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23660,23660,"{'Zh_tw': '朴子工業區', 'En': 'Pozih Industrial Park'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,42,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8479,8479,"{'Zh_tw': '菁豐里', 'En': 'Jingfong Vil.'}",TNN1506,1506,"{'Zh_tw': '黃6', 'En': 'Y6'}",255,,,3,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8478,8478,"{'Zh_tw': '菁豐里', 'En': 'Jingfong Vil.'}",TNN1506,1506,"{'Zh_tw': '黃6', 'En': 'Y6'}",255,,,26,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8477,8477,"{'Zh_tw': '鄭子寮', 'En': 'Jhengzihliao'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,10,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8476,8476,"{'Zh_tw': '國際城', 'En': 'Guojicheng'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,9,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8475,8475,"{'Zh_tw': '六甲里西', 'En': 'West of Lioujia Vil.'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,8,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8474,8474,"{'Zh_tw': '小北商場', 'En': 'Siaobei Market'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,6,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8473,8473,"{'Zh_tw': '公園北路', 'En': 'Gongyuan N. Rd.'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,5,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8472,8472,"{'Zh_tw': '台南二中', 'En': 'National Tainan Second Senior High School'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,4,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8471,8471,"{'Zh_tw': '臺南公園(北門路)', 'En': 'Tainan Park(Beimen Rd.)'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,3,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8470,8470,"{'Zh_tw': '臺南火車站(北站)', 'En': 'Tainan Train Station(North)'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,2,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23659,23659,"{'Zh_tw': '鴨母寮', 'En': 'Yamuliao'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,41,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23658,23658,"{'Zh_tw': '竹仔腳', 'En': 'Jhuzihjiao'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,40,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23657,23657,"{'Zh_tw': '松華里', 'En': 'Songhua Vil.'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,10,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23656,23656,"{'Zh_tw': '松華里', 'En': 'Songhua Vil.'}",TNN1304,1304,"{'Zh_tw': '棕4', 'En': 'BR4'}",255,,,39,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23655,23655,"{'Zh_tw': '岸內', 'En': 'Annei'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,19,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23654,23654,"{'Zh_tw': '鹽水國中', 'En': 'Yanshuei Junior High School'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,20,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23653,23653,"{'Zh_tw': '鹽水分駐所', 'En': 'Yanshuei Police Station'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,21,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23652,23652,"{'Zh_tw': '南榮科大', 'En': 'Nan Jeon University of Science and Technology'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,22,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23651,23651,"{'Zh_tw': '岸內', 'En': 'Annei'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,20,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23650,23650,"{'Zh_tw': '鹽水國中', 'En': 'Yanshuei Junior High School'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,19,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8469,8469,"{'Zh_tw': '臺南轉運站', 'En': 'Tainan Bus Station'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,1,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8468,8468,"{'Zh_tw': '臺南轉運站', 'En': 'Tainan Bus Station'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,51,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8467,8467,"{'Zh_tw': '臺南火車站(南站)', 'En': 'Tainan Train Station(South)'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,50,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8466,8466,"{'Zh_tw': '臺南公園(北門路)', 'En': 'Tainan Park(Beimen Rd.)'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,49,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8465,8465,"{'Zh_tw': '台南二中', 'En': 'National Tainan Second Senior High School'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,48,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8464,8464,"{'Zh_tw': '公園北路', 'En': 'Gongyuan N. Rd.'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,47,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8463,8463,"{'Zh_tw': '小北商場', 'En': 'Siaobei Market'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,46,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8462,8462,"{'Zh_tw': '六甲里西', 'En': 'West of Lioujia Vil.'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,44,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8461,8461,"{'Zh_tw': '國際城', 'En': 'Guojicheng'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,43,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN8460,8460,"{'Zh_tw': '鄭子寮', 'En': 'Jhengzihliao'}",TNN1403,1403,"{'Zh_tw': '橘3', 'En': 'O3'}",255,,,42,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23649,23649,"{'Zh_tw': '鹽水分駐所', 'En': 'Yanshuei Police Station'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,18,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23648,23648,"{'Zh_tw': '南榮科大', 'En': 'Nan Jeon University of Science and Technology'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,17,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23647,23647,"{'Zh_tw': '麗園社區', 'En': 'Liyuan Community'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,23,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23646,23646,"{'Zh_tw': '新營轉運站', 'En': 'Sinying Bus Station'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,24,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23645,23645,"{'Zh_tw': '溪州寮', 'En': 'Sijhouliao'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,25,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23644,23644,"{'Zh_tw': '護鎮活動中心', 'En': 'Hujhen Community Center'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,26,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23643,23643,"{'Zh_tw': '麗園社區', 'En': 'Liyuan Community'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,16,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23642,23642,"{'Zh_tw': '新營轉運站', 'En': 'Sinying Bus Station'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,15,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23641,23641,"{'Zh_tw': '溪州寮', 'En': 'Sijhouliao'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,14,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN23640,23640,"{'Zh_tw': '護鎮活動中心', 'En': 'Hujhen Community Center'}",TNN1305,1305,"{'Zh_tw': '棕5', 'En': 'BR5'}",255,,,13,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
