CCTVID,AuthorityCode,OriginalVersion,OrginalLinkID,ChangeType,ChangeReason,ChangeAttribute,LinkID,Links
CCTV-25-008A-017-01,THB,20.10.2,3000800001682B,道路新增,修改路名,,['30008A0005547B'],"[{'LinkID': '30008A0005547B', 'RoadID': '30008A', 'RoadName': '台8線臨37便道', 'RoadClass': 3, 'RoadDirection': 'E', 'RoadDirectionID': '0', 'Bearing': 'NE', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-25-008A-014-01,THB,20.10.2,3000800101382B,道路新增,修改路名,,['30008A0105247B'],"[{'LinkID': '30008A0105247B', 'RoadID': '30008A', 'RoadName': '台8線臨37便道', 'RoadClass': 3, 'RoadDirection': 'W', 'RoadDirectionID': '1', 'Bearing': 'NW', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-31-0010-360-01,THB,20.10.2,3000100135958E,道路異動,錯誤修正,"StartMile,MileLength",['3000100135958E'],"[{'LinkID': '3000100135958E', 'RoadID': '300010', 'RoadName': '台1線', 'RoadClass': 3, 'RoadDirection': 'N', 'RoadDirectionID': '1', 'Bearing': 'NW', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-31-0170-254-01,THB,20.10.2,3001700125462T,道路異動,錯誤修正,"StartMile,MileLength",['3001700125462T'],"[{'LinkID': '3001700125462T', 'RoadID': '300170', 'RoadName': '台17線', 'RoadClass': 3, 'RoadDirection': 'N', 'RoadDirectionID': '1', 'Bearing': 'NW', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-41-0020-114-01,THB,20.10.2,3000200111409G,道路異動,錯誤修正,"StartMile,MileLength",['3000200111409G'],"[{'LinkID': '3000200111409G', 'RoadID': '300020', 'RoadName': '台2線', 'RoadClass': 3, 'RoadDirection': 'W', 'RoadDirectionID': '1', 'Bearing': 'E', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-44-0080-116-01,THB,20.10.2,3000800111596U,道路異動,錯誤修正,"StartMile,MileLength",['3000800111596U'],"[{'LinkID': '3000800111596U', 'RoadID': '300080', 'RoadName': '台8線', 'RoadClass': 3, 'RoadDirection': 'W', 'RoadDirectionID': '1', 'Bearing': 'NW', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-45-007A-045-02,THB,20.10.2,3000710104572G,道路新增,錯誤修正,,['3000710104377G'],"[{'LinkID': '3000710104377G', 'RoadID': '300071', 'RoadName': '台7甲線', 'RoadClass': 3, 'RoadDirection': 'N', 'RoadDirectionID': '1', 'Bearing': 'E', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-54-019A-032-01,THB,20.10.2,3001910003297D,道路異動,錯誤修正,"EndMile,MileLength",['3001910003297D'],"[{'LinkID': '3001910003297D', 'RoadID': '300191', 'RoadName': '台19甲線', 'RoadClass': 3, 'RoadDirection': 'S', 'RoadDirectionID': '0', 'Bearing': 'SE', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-11-0020-003-04,THB,20.10.2,3000200000353F,道路新增,錯誤修正,,['3000200000340F'],"[{'LinkID': '3000200000340F', 'RoadID': '300020', 'RoadName': '台2線', 'RoadClass': 3, 'RoadDirection': 'E', 'RoadDirectionID': '0', 'Bearing': 'NW', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-25-008A-006-02,THB,20.10.2,3000800100589B,道路新增,修改路名,,['30008A0104447B'],"[{'LinkID': '30008A0104447B', 'RoadID': '30008A', 'RoadName': '台8線臨37便道', 'RoadClass': 3, 'RoadDirection': 'W', 'RoadDirectionID': '1', 'Bearing': 'W', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-25-008A-006-01,THB,20.10.2,3000800000589B,道路新增,修改路名,,['30008A0004447B'],"[{'LinkID': '30008A0004447B', 'RoadID': '30008A', 'RoadName': '台8線臨37便道', 'RoadClass': 3, 'RoadDirection': 'E', 'RoadDirectionID': '0', 'Bearing': 'E', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-24-0140-014-01,THB,20.10.2,3001400001341N,道路異動,錯誤修正,"EndMile,MileLength",['3001400001341N'],"[{'LinkID': '3001400001341N', 'RoadID': '300140', 'RoadName': '台14線', 'RoadClass': 3, 'RoadDirection': 'E', 'RoadDirectionID': '0', 'Bearing': 'SE', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-24-0140-046-01,THB,20.10.2,3001400004642M,道路異動,錯誤修正,"EndMile,MileLength",['3001400004642M'],"[{'LinkID': '3001400004642M', 'RoadID': '300140', 'RoadName': '台14線', 'RoadClass': 3, 'RoadDirection': 'E', 'RoadDirectionID': '0', 'Bearing': 'NE', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-21-0130-023-01,THB,20.10.2,3001300002341K,道路新增,錯誤修正/數化方向改變,,['3001300002374K'],"[{'LinkID': '3001300002374K', 'RoadID': '300130', 'RoadName': '台13線', 'RoadClass': 3, 'RoadDirection': 'S', 'RoadDirectionID': '0', 'Bearing': 'SW', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-25-008A-005-02,THB,20.10.2,3000800100489B,道路新增,修改路名,,['30008A0104347B'],"[{'LinkID': '30008A0104347B', 'RoadID': '30008A', 'RoadName': '台8線臨37便道', 'RoadClass': 3, 'RoadDirection': 'W', 'RoadDirectionID': '1', 'Bearing': 'SW', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-25-008A-005-01,THB,20.10.2,3000800000489B,道路新增,修改路名,,['30008A0004347B'],"[{'LinkID': '30008A0004347B', 'RoadID': '30008A', 'RoadName': '台8線臨37便道', 'RoadClass': 3, 'RoadDirection': 'E', 'RoadDirectionID': '0', 'Bearing': 'NE', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-44-0080-116-02,THB,20.10.2,3000800111596U,道路異動,錯誤修正,"StartMile,MileLength",['3000800111596U'],"[{'LinkID': '3000800111596U', 'RoadID': '300080', 'RoadName': '台8線', 'RoadClass': 3, 'RoadDirection': 'W', 'RoadDirectionID': '1', 'Bearing': 'NW', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-41-0020-114-02,THB,20.10.2,3000200111409G,道路異動,錯誤修正,"StartMile,MileLength",['3000200111409G'],"[{'LinkID': '3000200111409G', 'RoadID': '300020', 'RoadName': '台2線', 'RoadClass': 3, 'RoadDirection': 'W', 'RoadDirectionID': '1', 'Bearing': 'E', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-45-007A-045-01,THB,20.10.2,3000710104572G,道路新增,錯誤修正,,['3000710104377G'],"[{'LinkID': '3000710104377G', 'RoadID': '300071', 'RoadName': '台7甲線', 'RoadClass': 3, 'RoadDirection': 'N', 'RoadDirectionID': '1', 'Bearing': 'E', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-54-0200-016-01,THB,20.10.2,3002000001598D,道路異動,錯誤修正,"EndMile,MileLength",['3002000001598D'],"[{'LinkID': '3002000001598D', 'RoadID': '300200', 'RoadName': '台20線', 'RoadClass': 3, 'RoadDirection': 'E', 'RoadDirectionID': '0', 'Bearing': 'E', 'Version': '21.08.1', 'UpdateDate': '2021-08-13'}]"
CCTV-12-061A-000-01,THB,21.08.1,1006110100050F,道路新增,修改路名,,['1006100100050F'],"[{'LinkID': '1006100100050F', 'RoadID': '100610', 'RoadName': '台61線', 'RoadClass': 1, 'RoadDirection': 'N', 'RoadDirectionID': '1', 'Bearing': 'NE', 'Version': '22.02.1', 'UpdateDate': '2022-02-15'}]"
CCTV-12-061A-001-01,THB,21.08.1,1006110100100F,道路新增,修改路名,,['1006100100100F'],"[{'LinkID': '1006100100100F', 'RoadID': '100610', 'RoadName': '台61線', 'RoadClass': 1, 'RoadDirection': 'N', 'RoadDirectionID': '1', 'Bearing': 'NE', 'Version': '22.02.1', 'UpdateDate': '2022-02-15'}]"
CCTV-12-061A-002-01,THB,21.08.1,1006110100200F,道路新增,修改路名,,['1006100100200F'],"[{'LinkID': '1006100100200F', 'RoadID': '100610', 'RoadName': '台61線', 'RoadClass': 1, 'RoadDirection': 'N', 'RoadDirectionID': '1', 'Bearing': 'NE', 'Version': '22.02.1', 'UpdateDate': '2022-02-15'}]"
CCTV-12-0640-000-01,THB,22.02.1,1006400100000F,道路新增,道路分段,,['1006400100062F'],"[{'LinkID': '1006400100062F', 'RoadID': '100640', 'RoadName': '台64線', 'RoadClass': 1, 'RoadDirection': 'W', 'RoadDirectionID': '1', 'Bearing': 'NW', 'Version': '22.09.1', 'UpdateDate': '2022-09-28'}]"
CCTV-12-061A-000-01,THB,22.02.1,1006100100050F,道路新增,里程異動大全路段重編/道路延伸,,['1006100100462F'],"[{'LinkID': '1006100100462F', 'RoadID': '100610', 'RoadName': '台61線', 'RoadClass': 1, 'RoadDirection': 'N', 'RoadDirectionID': '1', 'Bearing': 'NE', 'Version': '22.09.1', 'UpdateDate': '2022-09-28'}]"
CCTV-12-061A-001-01,THB,22.02.1,1006100100100F,道路新增,里程異動大全路段重編/路型改變,,['1006100100567F'],"[{'LinkID': '1006100100567F', 'RoadID': '100610', 'RoadName': '台61線', 'RoadClass': 1, 'RoadDirection': 'N', 'RoadDirectionID': '1', 'Bearing': 'NE', 'Version': '22.09.1', 'UpdateDate': '2022-09-28'}]"
CCTV-12-0640-000-03,THB,22.02.1,1006400000000F,道路新增,道路分段,,['1006400000000F'],"[{'LinkID': '1006400000000F', 'RoadID': '100640', 'RoadName': '台64線', 'RoadClass': 1, 'RoadDirection': 'E', 'RoadDirectionID': '0', 'Bearing': 'SE', 'Version': '22.09.1', 'UpdateDate': '2022-09-28'}]"
CCTV-22-0030-165-01,THB,22.02.1,3000300116543B,道路異動,數化精進,"StartNode,Length",['3000300116543B'],"[{'LinkID': '3000300116543B', 'RoadID': '300030', 'RoadName': '台3線', 'RoadClass': 3, 'RoadDirection': 'N', 'RoadDirectionID': '1', 'Bearing': 'NE', 'Version': '22.09.1', 'UpdateDate': '2022-09-28'}]"
CCTV-12-0640-000-05,THB,22.02.1,1006400100000F,道路新增,道路分段,,['1006400100062F'],"[{'LinkID': '1006400100062F', 'RoadID': '100640', 'RoadName': '台64線', 'RoadClass': 1, 'RoadDirection': 'W', 'RoadDirectionID': '1', 'Bearing': 'NW', 'Version': '22.09.1', 'UpdateDate': '2022-09-28'}]"
CCTV-12-0640-000-02,THB,22.02.1,1006400100000F,道路新增,道路分段,,['1006400100062F'],"[{'LinkID': '1006400100062F', 'RoadID': '100640', 'RoadName': '台64線', 'RoadClass': 1, 'RoadDirection': 'W', 'RoadDirectionID': '1', 'Bearing': 'NW', 'Version': '22.09.1', 'UpdateDate': '2022-09-28'}]"
CCTV-45-007A-003-01,THB,22.02.1,3000710000378G,道路新增,道路合併,,['3000710000378G'],"[{'LinkID': '3000710000378G', 'RoadID': '300071', 'RoadName': '台7甲線', 'RoadClass': 3, 'RoadDirection': 'S', 'RoadDirectionID': '0', 'Bearing': 'S', 'Version': '22.09.1', 'UpdateDate': '2022-09-28'}]"
