RouteUID,RouteID,RouteName,SubRouteUID,SubRouteID,SubRouteName,Direction,Geometry,EncodedPolyline,UpdateTime,VersionID
CHA0016,0016,"{'Zh_tw': '16路', 'En': '16路'}",CHA001601,001601,"{'Zh_tw': '16路', 'En': '16路'}",0,"LINESTRING(120.538960 24.081570,120.538560 24.080980,120.538560 24.080980,120.538700 24.080920,120.538750 24.080900,120.538760 24.080900,120.538820 24.080890,120.538850 24.080890,120.538900 24.080900,120.538940 24.080910,120.538970 24.080930,120.539050 24.081010,120.539100 24.081060,120.539200 24.081170,120.539230 24.081210,120.539260 24.081250,120.539280 24.081290,120.539300 24.081330,120.539320 24.081380,120.539330 24.081420,120.539330 24.081470,120.539340 24.081520,120.539340 24.081520,120.539450 24.081560,120.539510 24.081590,120.540190 24.081900,120.540330 24.081930,120.540670 24.082040,120.541310 24.082220,120.542440 24.082520,120.542580 24.082550,120.542780 24.082610,120.543540 24.082800,120.543750 24.082860,120.543980 24.082930,120.544140 24.082970,120.544320 24.083010,120.544410 24.083020,120.544520 24.083050,120.544630 24.083070,120.544910 24.083110,120.54491 24.08311,120.54509 24.08314,120.54543 24.08322,120.54553 24.08323,120.54664 24.08361,120.54682 24.08365,120.5472 24.08377,120.54731 24.08377,120.54746 24.08377,120.54866 24.0838,120.54871 24.0838,120.54883 24.08385,120.54903 24.08392,120.54947 24.08409,120.54947 24.08409,120.54957 24.08412,120.54965 24.08416,120.54981 24.0842,120.55005 24.08425,120.55034 24.08431,120.55051 24.08435,120.55063 24.08434,120.55089 24.08431,120.55102 24.08429,120.55102 24.08429,120.55124 24.08425,120.55158 24.08421,120.55185 24.08423,120.55233 24.0842,120.55237 24.0842,120.5524 24.08419,120.55241 24.08419,120.55243 24.08418,120.55245 24.08417,120.55254 24.08414,120.55256 24.08413,120.55258 24.08406,120.5527 24.08409,120.5529 24.08414,120.55309 24.08418,120.5535 24.0843,120.55366 24.08435,120.55385 24.08441,120.55396 24.08445,120.55416 24.08451,120.55462 24.08466,120.55462 24.08466,120.55509 24.08482,120.55545 24.08494,120.55615 24.08518,120.55643 24.08528,120.55653 24.08531,120.5567 24.08537,120.55686 24.08542,120.55735 24.08559,120.55777 24.08573,120.55781 24.08575,120.55789 24.08577,120.55834 24.08594,120.55873 24.08607,120.55881 24.08611,120.55948 24.08634,120.55988 24.08647,120.56003 24.08653,120.56003 24.08653,120.56027 24.08662,120.56106 24.08689,120.56133 24.08698,120.56226 24.08728,120.56449 24.08806,120.56496 24.08822,120.56512 24.0883,120.56529 24.08839,120.56538 24.08837,120.56553 24.08837,120.56553 24.08836,120.56573 24.08834,120.56662 24.08803,120.5667 24.08801,120.56678 24.08798,120.56678 24.08798,120.56711 24.08787,120.5675 24.08773,120.56793 24.08757,120.56848 24.08739,120.56926 24.08714,120.56972 24.08698,120.57064 24.08668,120.57143 24.0864,120.57211 24.08616,120.57224 24.08612,120.57231 24.08609,120.57245 24.08606,120.57281 24.08601,120.57322 24.08598,120.57322 24.08598,120.57333 24.08597,120.57363 24.08594,120.57375 24.08593,120.57397 24.08592,120.57422 24.0859,120.57449 24.08587,120.57461 24.08585,120.57475 24.08584,120.5749 24.08582,120.57539 24.08575,120.57582 24.08568,120.57604 24.08564,120.57637 24.08557,120.57654 24.08553,120.57663 24.08552,120.57683 24.08549,120.57702 24.08545,120.57713 24.08544,120.57738 24.0854,120.57738 24.0854,120.57792 24.08532,120.57823 24.08528,120.5786 24.08524,120.57901 24.08518,120.57926 24.08517,120.57951 24.08515,120.5796 24.08514,120.57982 24.08512,120.58003 24.08512,120.58033 24.08511,120.58042 24.08509,120.58052 24.08506,120.58052 24.08506,120.5806 24.08504,120.58074 24.08501,120.58125 24.08478,120.58162 24.08462,120.58213 24.08437,120.58248 24.08422,120.58277 24.08407,120.58281 24.08404,120.58313 24.0839,120.58386 24.0836,120.58434 24.08341,120.58513 24.08309,120.5852 24.08306,120.58539 24.083,120.58559 24.08297,120.58559 24.08297,120.58564 24.08297,120.58599 24.08295,120.58617 24.08294,120.58619 24.08293,120.58712 24.08292,120.58783 24.08291,120.58862 24.08289,120.58882 24.08288,120.58928 24.08287,120.58982 24.08286,120.59041 24.08284,120.59041 24.08284,120.59158 24.0828,120.59199 24.08279,120.59214 24.08279,120.59238 24.08278,120.59254 24.08278,120.5927 24.08278,120.59369 24.08276,120.59396 24.08273,120.59421 24.08269,120.59429 24.08267,120.59439 24.08264,120.59446 24.08262,120.59462 24.08259,120.59464 24.08258,120.59473 24.08268,120.59478 24.08284,120.59486 24.08294,120.59495 24.08306,120.59511 24.08326,120.59523 24.08339,120.59539 24.08356,120.59541 24.08358,120.59561 24.08379,120.59578 24.08398,120.59589 24.0841,120.5959 24.08412,120.59591 24.08414,120.5959 24.08415,120.5959 24.08419,120.59595 24.08424,120.59597 24.08427,120.596 24.0843,120.59603 24.08433,120.59615 24.08446,120.59618 24.0845,120.59622 24.08453,120.59627 24.08461,120.59666 24.08505,120.59694 24.08536,120.59734 24.08579,120.59739 24.08583,120.59741 24.08585,120.59743 24.08587,120.59763 24.08608,120.59767 24.08614,120.59781 24.08628,120.59792 24.08639,120.59839 24.08684,120.59874 24.08718,120.59922 24.08766,120.59981 24.08823,120.59983 24.08824,120.59998 24.08836,120.60027 24.08862,120.60038 24.08872,120.60051 24.08882,120.60058 24.08889,120.60089 24.08913,120.60112 24.08931,120.6016 24.08969,120.60212 24.09017,120.60246 24.09048,120.60267 24.09067,120.60321 24.09113,120.60385 24.09167,120.60397 24.09178,120.60459 24.09237,120.6048 24.09256,120.60487 24.09263,120.60493 24.09269,120.60559 24.09335,120.60559 24.09336,120.60572 24.09349,120.60631 24.09409,120.60635 24.09412,120.60638 24.09416,120.60647 24.09427,120.60652 24.09432,120.60656 24.09437,120.6073 24.0952,120.60768 24.09562,120.60774 24.09569,120.60814 24.09625,120.60824 24.09638,120.6084 24.09657,120.60875 24.097,120.60895 24.09725,120.60905 24.09738,120.60925 24.09762,120.60944 24.09784,120.60977 24.09824,120.61001 24.09855,120.61024 24.09884,120.61045 24.09908,120.6106 24.0993,120.61134 24.10034,120.61139 24.10041,120.61144 24.10049,120.61149 24.10055,120.61218 24.10159,120.61247 24.10208,120.61294 24.10276,120.61305 24.10291,120.61313 24.10303,120.61318 24.1031,120.61325 24.1032,120.61361 24.1037,120.61372 24.10385,120.61378 24.10393,120.61466 24.10504,120.61478 24.10517,120.61533 24.10581,120.6156 24.1061,120.61562 24.10612,120.61591 24.10646,120.61652 24.10713,120.61665 24.10727,120.61682 24.10745,120.61716 24.10779,120.61749 24.10812,120.6178 24.10845,120.61811 24.10878,120.61855 24.10926,120.61885 24.10957,120.6193 24.11005,120.61939 24.11015,120.61948 24.11025,120.61957 24.11034,120.61959 24.11037,120.61964 24.11043,120.61997 24.11082,120.62015 24.11104,120.62019 24.1111,120.62022 24.11116,120.62033 24.11139,120.6204 24.11153,120.62046 24.11168,120.62053 24.11186,120.62056 24.11195,120.62061 24.11211,120.62065 24.11225,120.62069 24.11243,120.62072 24.11264,120.62073 24.11273,120.62077 24.1133,120.62073 24.11543,120.62072 24.11592,120.6207 24.11628,120.62069 24.11638,120.62065 24.11665,120.62064 24.11671,120.62061 24.11691,120.62056 24.11717,120.62046 24.11753,120.62006 24.11883,120.62001 24.11903,120.61994 24.11936,120.61992 24.1195,120.61991 24.11957,120.61988 24.11976,120.61986 24.12006,120.61984 24.1205,120.61985 24.12087,120.61985 24.1211,120.61987 24.12284,120.61992 24.12447,120.62002 24.12897,120.62005 24.12957,120.62008 24.12992,120.62011 24.13017,120.62023 24.1308,120.6203 24.1311,120.62038 24.13136,120.62041 24.13144,120.62057 24.13191,120.62058 24.13196,120.62079 24.13251,120.62097 24.13294,120.62161 24.13462,120.62164 24.1347,120.62167 24.13478,120.62193 24.13544,120.62196 24.13552,120.62198 24.1356,120.62209 24.13586,120.62227 24.13637,120.62242 24.13688,120.62248 24.13707,120.6226 24.13758,120.62261 24.1376,120.62277 24.1383,120.62287 24.13884,120.6229 24.13906,120.62297 24.13955,120.623 24.13982,120.62303 24.14027,120.62304 24.14034,120.62304 24.14048,120.62305 24.14062,120.62311 24.14161,120.62312 24.14179,120.6232 24.14305,120.62332 24.14503,120.62332 24.14509,120.62333 24.14515,120.62333 24.14527,120.62339 24.14624,120.62341 24.14714,120.62342 24.14804,120.62343 24.1484,120.62344 24.14945,120.62346 24.14958,120.62347 24.14971,120.62348 24.15004,120.62353 24.15054,120.62361 24.15105,120.62363 24.15114,120.62368 24.15146,120.62375 24.15181,120.6238 24.15206,120.62384 24.15224,120.62387 24.15236,120.62391 24.15253,120.62393 24.15261,120.62412 24.15322,120.62423 24.15352,120.62425 24.15359,120.62429 24.1537,120.62438 24.15397,120.62445 24.15415,120.62446 24.15418,120.6245 24.15431,120.62461 24.1546,120.62472 24.15484,120.62478 24.15495,120.6248 24.155,120.62499 24.15538,120.62505 24.15549,120.62522 24.15591,120.62526 24.15599,120.6254 24.15632,120.62545 24.15641,120.62568 24.15691,120.62581 24.1572,120.62591 24.1574,120.62591 24.15742,120.62609 24.15772,120.62635 24.15817,120.62662 24.15865,120.6268 24.15876,120.62681 24.15878,120.62723 24.15946,120.62727 24.15953,120.62729 24.15957,120.62731 24.15961,120.62806 24.16096,120.62828 24.16137,120.62829 24.16138,120.62831 24.1614,120.6284 24.16144,120.62869 24.16201,120.62874 24.1621,120.62883 24.16226,120.6289 24.16238,120.62891 24.1624,120.62901 24.16257,120.62907 24.16266,120.62914 24.1628,120.62954 24.16265,120.62961 24.16263,120.63009 24.16248,120.63017 24.16245,120.63035 24.16238,120.63064 24.1623,120.63072 24.16227,120.63077 24.16226,120.63159 24.16199,120.63209 24.16186,120.63312 24.1615,120.63375 24.1613,120.6343 24.16117,120.63489 24.16099,120.63561 24.16071,120.63618 24.16044,120.63634 24.16035,120.63673 24.16012,120.63726 24.15986,120.63828 24.1593,120.63898 24.15889,120.63908 24.15901,120.63916 24.15912,120.63942 24.1595,120.64001 24.16036,120.64008 24.16047,120.64072 24.16146,120.64099 24.16185,120.64118 24.16212,120.64138 24.16241,120.64146 24.16252,120.64146 24.16252,120.64158 24.16271,120.64179 24.16303,120.64186 24.16314,120.64198 24.16333,120.6415 24.16361,120.64036 24.16427,120.63943 24.16478,120.63943 24.16478,120.63919 24.16492,120.63908 24.16499,120.63882 24.16515,120.63848 24.16534,120.6379 24.16567,120.63724 24.16604,120.63759 24.16662,120.63772 24.16683,120.63777 24.1669,120.63801 24.16726)",yl~qCowu~UtBnA??J[BI?A@K?EAIAGCEOOIIUSGEGEGCGCICGAI?IA??GUEK}@gCE[UcAc@_C{@aFE[Kg@e@wCKi@Mm@G_@Gc@AQEUCUGw@??Ec@OcAASkA}EGc@WkA?U?]EoF?IIWMg@a@wA??ESGOG_@Io@Ky@Ga@@WDs@BY??Fk@FcACu@D_B?G@E?A@C@CDQ@CLCEWIg@Ge@WqAI_@Ke@GUKg@]{A??_@}AWgAo@kCSw@ESKa@I_@a@aB[sACGCOa@yAYmAGOm@eCYoAK]??Qo@u@}CQu@{@yD{C}L_@}AO_@Qa@BQ?]@?Bg@|@qDBODO??TaAZmA^uAb@mBp@{C^{Az@wDv@}Cn@gCFYDMD[HgADqA??@UD{@@W@k@Bq@Du@BW@[B]LaBLuAFk@LaAFa@@QDg@Fe@@UFq@??NkBF}@FiAJqA@q@Bq@@QBk@?i@@{@BQDS??BOD[l@eB^iAp@eB\eA\y@DGZ_Az@qCd@_B~@}CDMJe@Dg@???IBeA@c@@C@yD@mCB}C@g@@{A@kBBuB??FiF@qA?]@o@?_@?_@BeEDu@Fq@BODSBMD_@@CSQ_@ISOWQg@_@YWa@_@CCi@g@e@a@WUCACAA@G?IIECEEEEYWGEEGOIwAmA}@w@uAoAGICCCCi@g@KG[[UUyA}AcAeA_B_BqBuBACW]s@y@SUSYMMo@}@c@m@kA_B_BgB}@cAe@i@{AkBkB_CUWuB{Be@i@MMKKcCcCA?YYwBuBEGGEUQIIIGeDsCsAkAMKoBoAYSe@_@uAeAq@g@YSo@g@k@e@oAaA}@o@y@m@o@i@k@]oEsCMIOIKIoEiCaBy@gC}A]UWOMISMcBgA]UOK}EoDYW_CmBy@u@CCcAy@eCyB[Yc@a@cAcAaAaAaA}@aA}@_BwA}@{@_ByASQSQQQECKImAaAk@c@KGKEm@U[M]Kc@MQE_@I[Gc@Gi@EQAqBGiLFaB@gABS@u@FK@g@Ds@HgARcGnAg@HaAL[BM@e@D{@BwABiAAm@?{ICeIIc[SwBEeAEq@E}BW{@Ms@OOE}A_@IAmBi@uAc@oI_COEOEcCs@OEOCs@UeBc@eB]e@KeBWCAkC_@kBSk@EaBMu@EyAEMA[?[AeEKc@A{FOkKWK?KAW?aEKsDCsDAgAAqEAYCYAaAAcBIeBOQC_AIeAMq@Ic@GWEa@GOCyBe@{@UMCUGu@Qc@MEAYGy@Uo@UUKICkAe@UKsAa@OGaA[QIcBm@y@Yg@SC?{@c@yAs@_Bu@Uc@CAgCsAMGGCGCmGuCqAk@AACCGQqBy@QI_@QWMCAa@SQK[M\oABM\_BDOLc@Ny@DO@It@cDXcBfAmEf@}BXmBb@uBv@oCt@qBP_@l@mAr@iBnBkEpAkCWSUOkAs@kDuBUMeE_CmAu@u@e@y@g@UO??e@W_Ai@UMe@Ww@~AcCbFeBxD??[n@MT_@r@e@bAaArBiAbCsBeAi@YMIgAo@,2023-07-13T10:58:26+08:00,0
CHA0016,0016,"{'Zh_tw': '16路', 'En': '16路'}",CHA001602,001602,"{'Zh_tw': '16路', 'En': '16路'}",1,"LINESTRING(120.63804 24.16732,120.63777 24.1669,120.63772 24.16683,120.63759 24.16662,120.63724 24.16604,120.6379 24.16567,120.63848 24.16534,120.63882 24.16515,120.63908 24.16499,120.63919 24.16492,120.63943 24.16478,120.63966 24.16466,120.63966 24.16466,120.64036 24.16427,120.6415 24.16361,120.64198 24.16333,120.64186 24.16314,120.64179 24.16303,120.64158 24.16271,120.64138 24.16241,120.64123 24.1622,120.64123 24.1622,120.64118 24.16212,120.64099 24.16185,120.64072 24.16146,120.64008 24.16047,120.64001 24.16036,120.63942 24.1595,120.63916 24.15912,120.63908 24.15901,120.63699 24.1602,120.6364 24.1605,120.63624 24.16059,120.63614 24.1607,120.63573 24.1609,120.63566 24.16093,120.63551 24.16099,120.63538 24.16103,120.63495 24.16117,120.6343 24.16139,120.63375 24.16155,120.63322 24.16171,120.63267 24.16188,120.63217 24.16204,120.63142 24.16227,120.63084 24.16244,120.63079 24.16246,120.63073 24.16249,120.63035 24.16262,120.62982 24.16278,120.62971 24.16282,120.6293 24.16295,120.62924 24.16297,120.62902 24.16303,120.62897 24.16305,120.62877 24.16312,120.62868 24.16295,120.6286 24.16284,120.62847 24.16263,120.62816 24.16204,120.62804 24.16185,120.62789 24.16161,120.6279 24.16149,120.62757 24.16086,120.62719 24.16023,120.6271 24.16007,120.627 24.15991,120.62692 24.15977,120.62689 24.15973,120.62687 24.15969,120.62678 24.15952,120.6267 24.15936,120.62665 24.15927,120.62651 24.15902,120.6265 24.15901,120.6265 24.15898,120.6265 24.15896,120.6265 24.15894,120.6265 24.15884,120.62615 24.15818,120.62606 24.15801,120.62597 24.15785,120.62585 24.1576,120.62584 24.15759,120.62568 24.15727,120.62564 24.15718,120.6253 24.15645,120.62522 24.15628,120.62499 24.15579,120.62477 24.15528,120.62468 24.1551,120.62466 24.15506,120.62432 24.15427,120.62398 24.15339,120.62383 24.15284,120.62374 24.15255,120.62369 24.15232,120.62365 24.15208,120.62362 24.15198,120.62358 24.1518,120.62345 24.15103,120.62345 24.151,120.62343 24.15082,120.62339 24.15058,120.62333 24.14996,120.62332 24.14975,120.62331 24.14961,120.6233 24.14947,120.62325 24.14854,120.62319 24.14711,120.62314 24.14603,120.6231 24.14527,120.62309 24.14515,120.62309 24.14502,120.623 24.14341,120.62292 24.14179,120.62291 24.14161,120.62286 24.14057,120.62286 24.14045,120.62285 24.14033,120.62284 24.14016,120.62282 24.13994,120.62276 24.13935,120.62269 24.13888,120.62267 24.13878,120.62258 24.13826,120.62256 24.13816,120.62249 24.13785,120.62234 24.1372,120.62221 24.13676,120.62219 24.13669,120.62202 24.13616,120.62184 24.13563,120.62181 24.13555,120.62178 24.13547,120.62174 24.13538,120.62153 24.13483,120.6215 24.13474,120.62146 24.13465,120.62087 24.13313,120.62081 24.13296,120.62039 24.13188,120.62009 24.1309,120.62004 24.13067,120.61998 24.1304,120.61994 24.13007,120.61992 24.1298,120.6199 24.12962,120.61989 24.1295,120.61988 24.12923,120.61974 24.12422,120.61973 24.12373,120.61968 24.12237,120.61963 24.12077,120.61963 24.12075,120.61963 24.12057,120.61963 24.1205,120.61963 24.12032,120.61966 24.11995,120.61968 24.11976,120.61974 24.1194,120.61981 24.11894,120.61995 24.11847,120.62005 24.11828,120.62028 24.11752,120.62036 24.11723,120.62045 24.11683,120.62047 24.1167,120.62052 24.11638,120.62053 24.11626,120.62054 24.116,120.62054 24.1156,120.62054 24.11546,120.62054 24.11531,120.62056 24.11489,120.62056 24.11382,120.62055 24.11351,120.62054 24.11307,120.62054 24.11288,120.62048 24.11253,120.62042 24.11223,120.62038 24.11208,120.6203 24.11186,120.62019 24.1116,120.62003 24.11129,120.61979 24.11096,120.61967 24.11079,120.61948 24.11056,120.61944 24.1105,120.61941 24.11044,120.61933 24.11035,120.61926 24.11027,120.61919 24.1102,120.61883 24.10982,120.6187 24.10968,120.6183 24.10925,120.61798 24.1089,120.6177 24.10859,120.61736 24.10824,120.6167 24.10755,120.61665 24.10749,120.61652 24.10736,120.61574 24.10652,120.61548 24.10624,120.61535 24.10609,120.61523 24.10595,120.61458 24.1052,120.61455 24.10516,120.61428 24.10485,120.61397 24.10446,120.61366 24.10404,120.61319 24.1034,120.61313 24.10333,120.61308 24.10325,120.61307 24.10324,120.61297 24.1031,120.61292 24.10301,120.61278 24.10281,120.61249 24.10239,120.612 24.10173,120.61126 24.10054,120.61122 24.10047,120.61117 24.10039,120.61081 24.09987,120.61028 24.09916,120.6101 24.09894,120.60988 24.09864,120.60963 24.09832,120.60929 24.09789,120.60911 24.09769,120.60888 24.09738,120.60852 24.09691,120.60826 24.09659,120.60803 24.09631,120.60749 24.0956,120.60746 24.09556,120.60715 24.09519,120.60694 24.09493,120.60648 24.09443,120.60644 24.09438,120.6064 24.09433,120.60629 24.0942,120.60625 24.09416,120.60621 24.09411,120.60612 24.094,120.60586 24.09375,120.60528 24.09315,120.60494 24.09281,120.60481 24.09267,120.60473 24.09259,120.60412 24.09204,120.60377 24.09173,120.60281 24.09091,120.60181 24.09002,120.60106 24.08938,120.60088 24.08923,120.60048 24.0889,120.59995 24.08844,120.59985 24.08836,120.59981 24.08833,120.59961 24.08815,120.59921 24.08777,120.59884 24.08742,120.59834 24.08693,120.59793 24.08651,120.59772 24.0863,120.59759 24.08617,120.59751 24.0861,120.59745 24.08603,120.5974 24.08598,120.59735 24.08592,120.59733 24.0859,120.59718 24.08576,120.59696 24.08551,120.59614 24.08461,120.59611 24.08457,120.59608 24.08453,120.59595 24.0844,120.59592 24.08435,120.59588 24.08431,120.59582 24.08424,120.5958 24.08424,120.59579 24.08424,120.59578 24.08424,120.59576 24.08423,120.59574 24.08421,120.59564 24.08412,120.59548 24.08397,120.59535 24.08383,120.59529 24.08378,120.59509 24.08356,120.5947 24.08315,120.59444 24.08285,120.59434 24.08276,120.59409 24.08282,120.59365 24.08285,120.59291 24.08287,120.59254 24.08287,120.59239 24.08288,120.59221 24.08289,120.59159 24.08289,120.59071 24.08293,120.59071 24.08293,120.59026 24.08296,120.59012 24.08296,120.58985 24.08298,120.58925 24.08299,120.58885 24.083,120.58878 24.08301,120.58866 24.08301,120.58789 24.08303,120.58777 24.08304,120.58711 24.08305,120.58657 24.08305,120.58618 24.08306,120.58602 24.08308,120.58599 24.08308,120.58595 24.08308,120.58595 24.08308,120.58579 24.08309,120.58551 24.08313,120.58544 24.08315,120.58537 24.08317,120.58524 24.08321,120.58449 24.0835,120.58441 24.08354,120.58397 24.08372,120.58334 24.08397,120.58332 24.08398,120.58318 24.08404,120.58283 24.08418,120.58218 24.08445,120.5816 24.08472,120.58104 24.08498,120.58085 24.08507,120.58078 24.0851,120.58063 24.08515,120.58042 24.0852,120.58042 24.0852,120.58034 24.08523,120.57988 24.08525,120.5796 24.08527,120.57875 24.08535,120.57825 24.08542,120.57792 24.08545,120.57723 24.08556,120.57723 24.08556,120.57718 24.08557,120.57715 24.08557,120.57709 24.08558,120.57684 24.08563,120.57664 24.08567,120.57656 24.08568,120.57648 24.08569,120.57639 24.08571,120.57585 24.0858,120.57537 24.08588,120.57462 24.08599,120.57421 24.08601,120.57398 24.08602,120.57385 24.08603,120.57376 24.08604,120.57302 24.0861,120.57302 24.0861,120.57283 24.08611,120.57248 24.08616,120.57235 24.08619,120.57228 24.08622,120.57215 24.08626,120.57147 24.08651,120.57068 24.08678,120.56976 24.08708,120.56931 24.08724,120.56908 24.08731,120.56882 24.08739,120.56852 24.08748,120.5681 24.08762,120.56808 24.08763,120.56804 24.08764,120.56678 24.0881,120.56678 24.0881,120.56667 24.08814,120.56619 24.08831,120.56575 24.08845,120.56563 24.08846,120.56543 24.08848,120.5653 24.08853,120.56518 24.08844,120.56507 24.08838,120.56493 24.08832,120.56222 24.08737,120.56103 24.08697,120.56023 24.08671,120.55985 24.08656,120.55975 24.08652,120.55975 24.08652,120.55945 24.08642,120.55878 24.08619,120.55869 24.08615,120.5583 24.08602,120.55785 24.08586,120.55778 24.08583,120.55774 24.08582,120.55731 24.08567,120.55682 24.0855,120.55649 24.08539,120.55639 24.08536,120.55612 24.08527,120.55606 24.08525,120.55541 24.08502,120.55505 24.0849,120.55458 24.08475,120.55418 24.08461,120.55418 24.08461,120.55413 24.08459,120.55393 24.08453,120.55382 24.0845,120.55361 24.08443,120.55347 24.08439,120.55341 24.08437,120.55306 24.08427,120.55287 24.08421,120.55268 24.08416,120.55256 24.08413,120.55254 24.08414,120.55245 24.08417,120.55243 24.08418,120.55241 24.08419,120.5524 24.08419,120.55237 24.0842,120.55233 24.0842,120.55185 24.08423,120.55158 24.08421,120.55124 24.08425,120.55101 24.08429,120.55101 24.08429,120.55089 24.08431,120.55063 24.08434,120.55051 24.08435,120.55034 24.08431,120.55005 24.08425,120.54981 24.0842,120.5497 24.08417,120.5497 24.08417,120.54965 24.08416,120.54957 24.08412,120.54903 24.08392,120.54883 24.08385,120.54871 24.0838,120.54866 24.0838,120.54746 24.08377,120.54731 24.08377,120.5472 24.08377,120.54682 24.08365,120.54664 24.08361,120.54553 24.08323,120.54543 24.08322,120.54509 24.08314,120.54479 24.0831,120.54479 24.0831,120.54463 24.08307,120.54452 24.08305,120.54441 24.08302,120.54432 24.08301,120.54414 24.08297,120.54398 24.08293,120.54375 24.08286,120.54354 24.0828,120.54278 24.08261,120.54258 24.08255,120.54244 24.08252,120.54131 24.08222,120.54067 24.08204,120.54033 24.08193,120.54019 24.0819,120.53951 24.08159,120.53945 24.08156,120.53934 24.08152,120.53928 24.08157,120.53925 24.0816,120.53923 24.08161,120.5392 24.08164,120.53916 24.08167,120.53911 24.08169,120.53905 24.08171,120.53898 24.08159)",wdorCwbi_VrAt@LHh@XrBdAhAcC`AsBd@cA^s@LUZo@Vm@??lAkCbCcFv@_Bd@VTL~@h@z@f@h@\??NHt@d@lAt@dE~BTLjDtBjAr@TNmF`L{@tBQ^URg@pAELK\GX[tAk@`C_@lB_@hBa@lB_@bBm@tCa@rBCHEJYjA_@hBGTYpACJKj@CHMf@`@PTNh@XtB|@d@Vn@\VA|B`A|BjA^P^RZNFDFB`@P^NPHp@Z@@D?B?B?R?bCdA`@P^Pp@V@@~@^PFpCbA`@N`Bl@dBj@b@PFB|CbAnDbAlB\x@Pl@Hn@FRDb@FxCXD?b@Bn@FzBJh@@Z@Z@xDH|GJvEHvCFV@X?`IPbINb@@nEHV?V@`@@j@BtBJ|ALRBfBPRB|@L`C\vAXLBhB`@hBb@NDNDPFlBh@PDPFnHtB`@JvErAbEz@l@Ht@J`AFt@Bb@BV@t@@h^Z`B@nGH~HHB?b@?L?b@?hAEd@CfAKzAM|A[d@SvCm@x@OnAQXC~@IVAr@AnA?Z?\?rACtE?|@@vA@d@?dAJz@J\Fj@Nr@T|@^`An@`@Vl@d@JFJDPNNLLLjAfAZXtAnAdA~@|@v@dAbAhCbCJHXXfDzCv@r@\XZVtC`CFD|@t@lA|@rA|@~B|ALJNH@@ZRPHf@ZrAx@bC`BlFrCLFNHfBfAlChBj@b@z@j@~@p@tAbAf@b@|@l@|AfA~@r@v@l@lCjBFDhA|@r@h@bBzAHFHFXTFFHFTPp@r@vBrBbAbAZXNNlBxB|@dAbD~DpDfE~BtC\b@`AnAzAhBNRDFb@f@jAnAdAhA`BbBrApAh@h@XXLNLJHHJHBBZ\p@j@rDbDFDFDXXHDFFLJ?B?@?@@BBBPR\^ZXHJj@f@pAlAz@r@PRKp@EvACrC?hAA\Ab@?zBGnD??ExA?ZCt@AvBAnAAL?VCxCAVAbC?jBAlAC^?D?F??A^Gv@CLCLGXy@tCGNc@vAq@|BABKZ[dAu@`Cu@rBs@nBQd@ELI\Ih@??ENCzACv@OhDMbBE`AUhC??AH?DAJIp@Gf@ANANCPQjBO~AUtCCpAAl@AXAPKrC??Ad@IdAEXELGXq@fCu@|C{@vD_@xAMl@Or@Qz@[rAABAF{AzF??GTa@~A[vAAVCf@IXPVJTJZ|D|OnAlFr@~C\jAFR??Rz@l@dCFPXlA^xADL@F\tA`@`BT`ADRPt@BJl@`CVfA\|AZnA??BHJf@DTLh@FZBJRdAJd@Hd@DVABEPABAB?@AD?FE~ABt@GbAGl@??CVEr@AVF`@Jx@Hn@DT??@HFNf@jBLf@HV?HDnF?\?TVjAFb@jA|E@RNbAFz@??D^BTDT@PFb@F^Ll@Jh@d@vCJf@DZz@`Fb@~BTbADZ|@fCDJFTIJEDABEDEFCHCJVL,2023-07-13T10:58:26+08:00,0
