StopUID,StopID,StopName,RouteUID,RouteID,RouteName,SubRouteUID,SubRouteID,SubRouteName,Direction,StopSequence,StopStatus,SrcUpdateTime,UpdateTime
LIE60,60,"{'Zh_tw': '加油站', 'En': 'Gas station'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",0,16,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE61,61,"{'Zh_tw': '青檀澳', 'En': 'Pteroceltis Australia'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",0,17,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE62,62,"{'Zh_tw': '聚英路', 'En': 'Juying road'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",0,18,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE63,63,"{'Zh_tw': '福澳嶺', 'En': 'Australia Fu Ling'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",0,19,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE64,64,"{'Zh_tw': '縣立醫院', 'En': 'Prefectural Hospital'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",0,20,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE65,65,"{'Zh_tw': '酒廠', 'En': 'Winery'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",0,25,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE66,66,"{'Zh_tw': '縣政府', 'En': 'County'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",0,26,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE67,67,"{'Zh_tw': '介壽', 'En': 'Jieshou'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",0,27,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE76,76,"{'Zh_tw': '馬港', 'En': 'Hong Kong Horse'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",LIE41,41,"{'Zh_tw': '山線馬港發(11:50)', 'En': 'Mountain Magang departure (11:50)'}",0,1,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE1,1,"{'Zh_tw': '介壽', 'En': 'Jieshou'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,1,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE10,10,"{'Zh_tw': '梅石', 'En': 'Plum stone'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,14,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE11,11,"{'Zh_tw': '上腰山', 'En': 'Waist Hill'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,15,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE12,12,"{'Zh_tw': '中興嶺', 'En': 'ZTE Ridge'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,16,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE18,18,"{'Zh_tw': '陽明橋', 'En': 'Yangming Bridge'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,17,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE19,19,"{'Zh_tw': '八角亭', 'En': 'Octagonal'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,18,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE2,2,"{'Zh_tw': '縣政府', 'En': 'County'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,2,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE20,20,"{'Zh_tw': '中山門', 'En': 'Zhongshan Gate'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,19,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE21,21,"{'Zh_tw': '儲水澳', 'En': 'Storage Australia'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,20,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE22,22,"{'Zh_tw': '馬港', 'En': 'Hong Kong Horse'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,21,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE3,3,"{'Zh_tw': '酒廠', 'En': 'Winery'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,7,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE31,31,"{'Zh_tw': '酒廠-往機場', 'En': 'Winery'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,3,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE32,32,"{'Zh_tw': '八八坑道-進機場', 'En': 'Tunnel 88'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,4,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE33,33,"{'Zh_tw': '機場', 'En': 'Airport'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,5,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE34,34,"{'Zh_tw': '八八坑道-出機場', 'En': 'Tunnel 88'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,6,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE4,4,"{'Zh_tw': '縣立醫院', 'En': 'Prefectural Hospital'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,8,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE5,5,"{'Zh_tw': '福澳嶺', 'En': 'Australia Fu Ling'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,9,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE6,6,"{'Zh_tw': '聚英路', 'En': 'Juying road'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,10,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE7,7,"{'Zh_tw': '青檀澳', 'En': 'Pteroceltis Australia'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,11,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE8,8,"{'Zh_tw': '加油站', 'En': 'Gas station'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,12,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE9,9,"{'Zh_tw': '神農山莊', 'En': 'Shennong Mountain'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",LIE5,5,"{'Zh_tw': '山線介壽發(11:30)', 'En': 'Mountain Jieshou departure (11:30)'}",0,13,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE1,1,"{'Zh_tw': '介壽', 'En': 'Jieshou'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,1,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE10,10,"{'Zh_tw': '梅石', 'En': 'Plum stone'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,14,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE11,11,"{'Zh_tw': '上腰山', 'En': 'Waist Hill'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,15,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE12,12,"{'Zh_tw': '中興嶺', 'En': 'ZTE Ridge'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,16,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE18,18,"{'Zh_tw': '陽明橋', 'En': 'Yangming Bridge'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,17,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE19,19,"{'Zh_tw': '八角亭', 'En': 'Octagonal'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,23,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE2,2,"{'Zh_tw': '縣政府', 'En': 'County'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,2,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE20,20,"{'Zh_tw': '中山門', 'En': 'Zhongshan Gate'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,24,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE21,21,"{'Zh_tw': '儲水澳', 'En': 'Storage Australia'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,25,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE22,22,"{'Zh_tw': '馬港', 'En': 'Hong Kong Horse'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,26,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE26,26,"{'Zh_tw': '監理站-進津沙', 'En': 'Supervision Station'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,18,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE27,27,"{'Zh_tw': '津沙公園-進津沙', 'En': 'Jin Sha Park'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,19,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE28,28,"{'Zh_tw': '津沙', 'En': 'Jin Sha'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,20,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE29,29,"{'Zh_tw': '津沙公園-出津沙', 'En': 'Jin Sha Park'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,21,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE3,3,"{'Zh_tw': '酒廠', 'En': 'Winery'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,7,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE30,30,"{'Zh_tw': '監理站-出津沙', 'En': 'Supervision Station'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,22,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE31,31,"{'Zh_tw': '酒廠-往機場', 'En': 'Winery'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,3,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE32,32,"{'Zh_tw': '八八坑道-進機場', 'En': 'Tunnel 88'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,4,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE33,33,"{'Zh_tw': '機場', 'En': 'Airport'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,5,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE34,34,"{'Zh_tw': '八八坑道-出機場', 'En': 'Tunnel 88'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,6,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE4,4,"{'Zh_tw': '縣立醫院', 'En': 'Prefectural Hospital'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,8,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE5,5,"{'Zh_tw': '福澳嶺', 'En': 'Australia Fu Ling'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,9,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE6,6,"{'Zh_tw': '聚英路', 'En': 'Juying road'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,10,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE7,7,"{'Zh_tw': '青檀澳', 'En': 'Pteroceltis Australia'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,11,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE8,8,"{'Zh_tw': '加油站', 'En': 'Gas station'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,12,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE9,9,"{'Zh_tw': '神農山莊', 'En': 'Shennong Mountain'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",LIE7,7,"{'Zh_tw': '山線介壽發(16:00)', 'En': 'Mountain Jieshou departure (16:00)'}",0,13,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE1,1,"{'Zh_tw': '介壽', 'En': 'Jieshou'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,1,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE10,10,"{'Zh_tw': '梅石', 'En': 'Plum stone'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,15,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE11,11,"{'Zh_tw': '上腰山', 'En': 'Waist Hill'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,16,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE12,12,"{'Zh_tw': '中興嶺', 'En': 'ZTE Ridge'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,17,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE13,13,"{'Zh_tw': '軍醫院-進仁愛', 'En': 'Military hospital'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,18,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE14,14,"{'Zh_tw': '仁愛', 'En': 'Charity'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,19,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE15,15,"{'Zh_tw': '南竿旅客中心', 'En': 'Nangan visitor center'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,20,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE16,16,"{'Zh_tw': '軍醫院-出仁愛', 'En': 'Military hospital'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,21,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE17,17,"{'Zh_tw': '中興嶺', 'En': 'ZTE Ridge'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,22,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE18,18,"{'Zh_tw': '陽明橋', 'En': 'Yangming Bridge'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,23,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE19,19,"{'Zh_tw': '八角亭', 'En': 'Octagonal'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,24,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE2,2,"{'Zh_tw': '縣政府', 'En': 'County'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,2,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE20,20,"{'Zh_tw': '中山門', 'En': 'Zhongshan Gate'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,25,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE21,21,"{'Zh_tw': '儲水澳', 'En': 'Storage Australia'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,26,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE22,22,"{'Zh_tw': '馬港', 'En': 'Hong Kong Horse'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,27,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE3,3,"{'Zh_tw': '酒廠', 'En': 'Winery'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,8,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
LIE31,31,"{'Zh_tw': '酒廠-往機場', 'En': 'Winery'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",LIE8,8,"{'Zh_tw': '山線介壽發(15:30)', 'En': 'Mountain Jieshou departure (15:30)'}",0,3,3,2023-07-14T00:47:27+08:00,2023-07-14T00:47:12+08:00
