TownName,TownCode,CityName,Version
三灣鄉,10005160,苗栗縣,23.05.1
三義鄉,10005130,苗栗縣,23.05.1
公館鄉,10005090,苗栗縣,23.05.1
卓蘭鎮,10005070,苗栗縣,23.05.1
南庄鄉,10005110,苗栗縣,23.05.1
大湖鄉,10005080,苗栗縣,23.05.1
後龍鎮,10005060,苗栗縣,23.05.1
泰安鄉,10005180,苗栗縣,23.05.1
獅潭鄉,10005170,苗栗縣,23.05.1
竹南鎮,10005040,苗栗縣,23.05.1
苑裡鎮,10005020,苗栗縣,23.05.1
苗栗市,10005010,苗栗縣,23.05.1
西湖鄉,10005140,苗栗縣,23.05.1
通霄鎮,10005030,苗栗縣,23.05.1
造橋鄉,10005150,苗栗縣,23.05.1
銅鑼鄉,10005100,苗栗縣,23.05.1
頭份市,10005050,苗栗縣,23.05.1
頭屋鄉,10005120,苗栗縣,23.05.1
