PlateNumb,StopUID,StopID,StopName,RouteUID,RouteID,RouteName,SubRouteUID,SubRouteID,SubRouteName,Direction,StopSequence,StopStatus,NextBusTime,SrcUpdateTime,UpdateTime
,KIN101-11009,101-11009,"{'Zh_tw': '湖南高地', 'En': 'Hunan Highland'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,48,1,2023-07-14T06:20:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-11175,101-11175,"{'Zh_tw': '后樹下一', 'En': 'Houshuxia 1'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,34,1,2023-07-14T06:12:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-19464,101-19464,"{'Zh_tw': '南山', 'En': 'Nanshan'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,30,1,2023-07-14T06:10:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-41073,101-41073,"{'Zh_tw': '金門橋頭', 'En': 'Kinmen Bridge Head'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,11,1,2023-07-14T06:01:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-41080,101-41080,"{'Zh_tw': '安岐多元照顧中心', 'En': 'Anqi comprehensive community care'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,46,1,2023-07-14T06:19:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7701,101-7701,"{'Zh_tw': '金城站', 'En': 'Jincheng Station'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,1,1,2023-07-14T05:55:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7703,101-7703,"{'Zh_tw': '衛生所', 'En': 'Health Center'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,2,1,2023-07-14T05:56:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7705,101-7705,"{'Zh_tw': '中正國小', 'En': 'ZhongZheng Elementary School'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,3,1,2023-07-14T05:56:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7707,101-7707,"{'Zh_tw': '金門高中', 'En': 'Kinmen Senior High School'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,4,1,2023-07-14T05:57:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7709,101-7709,"{'Zh_tw': '舊渡口', 'En': 'Jiudukou'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,5,1,2023-07-14T05:58:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7711,101-7711,"{'Zh_tw': '長鴻山莊', 'En': 'Changhong Village'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,6,1,2023-07-14T05:58:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7713,101-7713,"{'Zh_tw': '將軍廟', 'En': 'Jiangjun Temple'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,7,1,2023-07-14T05:59:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7715,101-7715,"{'Zh_tw': '下埔下', 'En': 'Xiapuxia'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,8,1,2023-07-14T05:59:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7717,101-7717,"{'Zh_tw': '修車廠', 'En': 'Vehicles Maintenance Works'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,9,1,2023-07-14T06:00:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7719,101-7719,"{'Zh_tw': '湖下一', 'En': 'Huxia 1'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,12,1,2023-07-14T06:01:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7721,101-7721,"{'Zh_tw': '湖下', 'En': 'Huxia'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,13,1,2023-07-14T06:02:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7723,101-7723,"{'Zh_tw': '后山尾', 'En': 'Houshanwei'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,14,1,2023-07-14T06:02:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7725,101-7725,"{'Zh_tw': '東坑', 'En': 'Dongkeng'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,15,1,2023-07-14T06:03:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7727,101-7727,"{'Zh_tw': '東坑一', 'En': 'Dongkeng 1'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,16,1,2023-07-14T06:03:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7729,101-7729,"{'Zh_tw': '東坑路口', 'En': 'Dongkeng Rd. Entrance'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,17,1,2023-07-14T06:04:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7731,101-7731,"{'Zh_tw': '湖下路口', 'En': 'Huxia Rd. Entrance'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,18,1,2023-07-14T06:04:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7733,101-7733,"{'Zh_tw': '西浦頭一', 'En': 'Xiputou 1'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,19,1,2023-07-14T06:05:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7735,101-7735,"{'Zh_tw': '西浦頭', 'En': 'Xiputou'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,20,1,2023-07-14T06:06:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7737,101-7737,"{'Zh_tw': '光前廟', 'En': 'Guangqian temple'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,21,1,2023-07-14T06:06:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7739,101-7739,"{'Zh_tw': '慈湖農莊一', 'En': 'Ci Lake Grange 1'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,22,1,2023-07-14T06:06:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7741,101-7741,"{'Zh_tw': '慈湖農莊', 'En': 'Ci Lake Grange'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,23,1,2023-07-14T06:07:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7743,101-7743,"{'Zh_tw': '增賢書室', 'En': 'Zengsian Academy'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,24,1,2023-07-14T06:07:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7745,101-7745,"{'Zh_tw': '林厝', 'En': 'Linchuo'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,25,1,2023-07-14T06:08:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7747,101-7747,"{'Zh_tw': '林厝一', 'En': 'LinCuo 1'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,26,1,2023-07-14T06:08:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7749,101-7749,"{'Zh_tw': '古寧頭村民活動中心', 'En': 'Guning Office'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,27,1,2023-07-14T06:09:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7751,101-7751,"{'Zh_tw': '雙鯉湖', 'En': 'Shuangli Lake'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,28,1,2023-07-14T06:09:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7753,101-7753,"{'Zh_tw': '雙鯉湖濕地', 'En': 'Shuangli Lake'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,29,1,2023-07-14T06:10:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7755,101-7755,"{'Zh_tw': '南山一', 'En': 'Nanshan 1'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,31,1,2023-07-14T06:11:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7757,101-7757,"{'Zh_tw': '南山二', 'En': 'Nanshan 2'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,32,1,2023-07-14T06:11:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7759,101-7759,"{'Zh_tw': '南山三', 'En': 'Nanshan 3'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,33,1,2023-07-14T06:12:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7761,101-7761,"{'Zh_tw': '后樹下', 'En': 'Houshuxia'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,35,1,2023-07-14T06:13:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7763,101-7763,"{'Zh_tw': '舊灰窯', 'En': 'Jiuhueiyao'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,36,1,2023-07-14T06:13:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7765,101-7765,"{'Zh_tw': '北山', 'En': 'Beishan'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,37,1,2023-07-14T06:14:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7767,101-7767,"{'Zh_tw': '林厝一', 'En': 'LinCuo 1'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,38,1,2023-07-14T06:15:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7769,101-7769,"{'Zh_tw': '林厝', 'En': 'Linchuo'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,39,1,2023-07-14T06:15:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7771,101-7771,"{'Zh_tw': '古寧新莊', 'En': 'Shagang 1'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,40,1,2023-07-14T06:16:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7773,101-7773,"{'Zh_tw': '沙崗', 'En': 'Shagang '}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,41,1,2023-07-14T06:17:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7775,101-7775,"{'Zh_tw': '西浦頭(頂林路)', 'En': 'Xiputou'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,42,1,2023-07-14T06:17:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7777,101-7777,"{'Zh_tw': '安岐長寮段', 'En': 'Anqichangliaoduan'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,43,1,2023-07-14T06:17:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7779,101-7779,"{'Zh_tw': '安歧', 'En': 'Anqi'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,44,1,2023-07-14T06:18:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7781,101-7781,"{'Zh_tw': '安歧村公所', 'En': 'Anqi Office'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,45,1,2023-07-14T06:18:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7783,101-7783,"{'Zh_tw': '金寧中小學', 'En': 'Kinmen County Jinning Elementary and Junior High Sch'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,47,1,2023-07-14T06:19:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7785,101-7785,"{'Zh_tw': '湖南', 'En': 'Hunang'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,49,1,2023-07-14T06:21:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7787,101-7787,"{'Zh_tw': '仁愛新村', 'En': 'RenAi Xintun'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,50,1,2023-07-14T06:21:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7789,101-7789,"{'Zh_tw': '更生保護會行政中心', 'En': 'After-Care Association'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,51,1,2023-07-14T06:21:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7791,101-7791,"{'Zh_tw': '頂堡', 'En': 'Dingbao'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,52,1,2023-07-14T06:23:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7793,101-7793,"{'Zh_tw': '前厝', 'En': 'Qiancuo'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,53,1,2023-07-14T06:24:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7795,101-7795,"{'Zh_tw': '前厝一', 'En': 'Qiancuo 1'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,54,1,2023-07-14T06:25:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7797,101-7797,"{'Zh_tw': '榜林圓環', 'En': 'Banglin Cirque'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,55,1,2023-07-14T06:26:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7799,101-7799,"{'Zh_tw': '消合社', 'En': 'Siaoho Society'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,56,1,2023-07-14T06:26:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7801,101-7801,"{'Zh_tw': '龍門大鎮', 'En': 'Longmendajhen'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,57,1,2023-07-14T06:26:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7803,101-7803,"{'Zh_tw': '農產中心', 'En': 'Nongchan Center'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,58,1,2023-07-14T06:26:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7805,101-7805,"{'Zh_tw': '工業區', 'En': 'Industrial District'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,59,1,2023-07-14T06:27:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-7807,101-7807,"{'Zh_tw': '金城站', 'En': 'Jincheng Station'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,60,1,2023-07-14T06:28:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN101-8000,101-8000,"{'Zh_tw': '前山', 'En': 'Qianshan'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",KIN101,101,"{'Zh_tw': '10', 'En': '10'}",0,10,1,2023-07-14T06:00:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-1715,11-1715,"{'Zh_tw': '夏興', 'En': 'Xiaxing'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,25,1,2023-07-14T06:12:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-19439,11-19439,"{'Zh_tw': '中山林一', 'En': 'Sun Yat-sen Memorial Forest 1'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,13,1,2023-07-14T06:04:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-19443,11-19443,"{'Zh_tw': '開瑄國小', 'En': 'kaiXuan Elementary school'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,20,1,2023-07-14T06:08:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-19460,11-19460,"{'Zh_tw': '伯玉路三段', 'En': 'Boyu Rd. Sec.3'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,18,1,2023-07-14T06:07:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-19516,11-19516,"{'Zh_tw': '伯玉路二段', 'En': 'Boyu Rd. Sec.2'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,7,1,2023-07-14T06:03:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-27003,11-27003,"{'Zh_tw': '市港路', 'En': 'Shigang Road'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,30,1,2023-07-14T06:18:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-7101,11-7101,"{'Zh_tw': '金城站', 'En': 'Jincheng Station'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,1,1,2023-07-14T06:00:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-7109,11-7109,"{'Zh_tw': '榜林圓環', 'En': 'Banglin Cirque'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,6,1,2023-07-14T06:02:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-7111,11-7111,"{'Zh_tw': '柏昱新居', 'En': 'Boyusinjyu'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,8,1,2023-07-14T06:03:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-7113,11-7113,"{'Zh_tw': '前厝一(家樂福)', 'En': 'Qiancuo 1'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,9,1,2023-07-14T06:03:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-7115,11-7115,"{'Zh_tw': '前厝二', 'En': 'Qiancuo 2'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,10,1,2023-07-14T06:03:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-7117,11-7117,"{'Zh_tw': '前厝三', 'En': 'Qiancuo 3'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,11,1,2023-07-14T06:04:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-7119,11-7119,"{'Zh_tw': '盤山', 'En': 'Panshan'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,12,1,2023-07-14T06:04:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-7121,11-7121,"{'Zh_tw': '中山林', 'En': 'Sun Yat-sen Memorial Forest'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,14,1,2023-07-14T06:05:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-7123,11-7123,"{'Zh_tw': '雙乳山', 'En': 'Shuangru Mount '}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,15,1,2023-07-14T06:05:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-7125,11-7125,"{'Zh_tw': '水庫', 'En': 'Dam'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,16,1,2023-07-14T06:06:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-7129,11-7129,"{'Zh_tw': '前山門', 'En': 'Qianshanmen'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,17,1,2023-07-14T06:06:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-7131,11-7131,"{'Zh_tw': '國校', 'En': 'Guoxiao'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,19,1,2023-07-14T06:08:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-7133,11-7133,"{'Zh_tw': '小徑二', 'En': 'Xiaojing 2'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,21,1,2023-07-14T06:09:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN11-7135,11-7135,"{'Zh_tw': '小徑一', 'En': 'Xiaojing 1'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",KIN11,11,"{'Zh_tw': '紅1往山外', 'En': 'Red 1 Bound for Shanwai'}",0,22,1,2023-07-14T06:09:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
