RouteName,RouteLength,Geometry
新褔環潭鐵馬道,13100,"MULTILINESTRING ((120.51998800204467 23.45909499943474, 120.51997800248284 23.4590940020866, 120.5199899985397 23.459094996736781, 120.51999300047669 23.459095999480837, 120.51996099810162 23.45909199929639, 120.51968400241481 23.459068003585571, 120.51883699842881 23.459025001602583, 120.51884700248729 23.459029999135225, 120.5188629996278 23.459039999596371, 120.51834899750827 23.45885099627651, 120.51726600332347 23.45861700437132, 120.51607699615647 23.458553000520624, 120.51484099671472 23.45853999632385, 120.51353699593562 23.458546997545966, 120.51232299570972 23.458577999874819, 120.51096100394727 23.458600004486641, 120.50937200261592 23.458540998168587, 120.50804400252878 23.458346996416822, 120.50786299957781 23.458352999391479, 120.50707999944245 23.45840199895315, 120.50560299518213 23.458511996831248, 120.50410800448094 23.458699003656136, 120.50341200386094 23.458987003447476, 120.50343100024054 23.459086999065789, 120.50343699961786 23.459116004000407, 120.50371600528945 23.459619997564914, 120.50348599738095 23.4599750013453, 120.50337100107095 23.46007299867, 120.50335400208564 23.460087997563107, 120.50333400026398 23.460105000145688, 120.50332399620549 23.460112996017983, 120.50334299618237 23.460097001575434, 120.50334799641291 23.460091996848234, 120.50331999692037 23.460117001598405, 120.50283500333285 23.460530005355508, 120.50200400008464 23.461074001663917, 120.50106700274 23.461388998203745, 120.50086699981227 23.462123000576071, 120.50080899893624 23.462736004563, 120.50078100483961 23.46281399736813, 120.50073100163445 23.462952997482887, 120.50043199593995 23.463775004812646, 120.50018199610236 23.464665000889113, 120.50079099990478 23.46531500478369, 120.50124500375398 23.465734003421574, 120.50159900029371 23.466491999706079, 120.50216700490341 23.466961998897204, 120.502760999021 23.4671010053072, 120.50275299505472 23.467100004361782, 120.50274299909017 23.467098004269531, 120.50273999715318 23.467097000626154, 120.50272799749916 23.467169996797963, 120.5030220038625 23.467143004546074, 120.50392600148382 23.46720500200928, 120.50433200491818 23.467971004058654, 120.50459999749194 23.4690680033857, 120.50391899846306 23.469906005158066, 120.50444199740036 23.469959003105544, 120.50538199937978 23.46981099717982, 120.50657299944442 23.4699249988397, 120.50691300433175 23.470624000497253, 120.50719499575257 23.471496003837558, 120.50798300151439 23.471553999317678, 120.50878799906695 23.471568005359188, 120.50924399671317 23.472355002981033, 120.5094239987186 23.473556997257674, 120.50985099862476 23.474594004609685, 120.51003499631804 23.475607004559663, 120.51018199770112 23.475716999739802, 120.51109499843551 23.475842004604885, 120.51193099651834 23.476707003125739, 120.51272600260302 23.477315003284843, 120.51437000197404 23.477250999434148, 120.51631899832319 23.477184998189159, 120.5182190014059 23.477123002524593, 120.51989000112269 23.476997999458149, 120.52079999812145 23.476930003516884, 120.52156499832608 23.476409996624113, 120.52208000139103 23.475688997549241, 120.52322799587535 23.475496001239492, 120.52387699972383 23.475088998658407, 120.5239600017527 23.474252002328114, 120.52395000039223 23.47371900382899, 120.52443700396464 23.472801003763379, 120.52439399748505 23.471722999916551, 120.52413399808563 23.470437998215118, 120.52368699635781 23.46927600128646, 120.52453700318017 23.468631000320443, 120.52469300138102 23.468474002073606, 120.52435400463366 23.467816001407414, 120.52355699665816 23.467059998020545, 120.52387599967767 23.466017999431187, 120.52292999652218 23.465302002385556, 120.52266799972847 23.464506001650705, 120.52276599705317 23.463277004330337, 120.52276200406334 23.462084003274185, 120.52269199903662 23.460885997490834, 120.52216599546443 23.460127998508369, 120.52157799802626 23.459834997587109, 120.52064899655397 23.45935699622845, 120.5202429994149 23.459166000910272, 120.52004899766314 23.458892996414704, 120.52123200005678 23.458177997616531, 120.52204400332812 23.456957998013252, 120.52292399804412 23.456051000253524, 120.52358200410629 23.455050996406385, 120.52457299584717 23.45497300270199, 120.52536299990254 23.455399998111488, 120.52539899796545 23.455417003392029, 120.5262959961633 23.455841998709332, 120.52793799814015 23.456641001381172, 120.52960499857193 23.457453996604727, 120.52994599900876 23.457621004305963, 120.53003100472711 23.457596996903931, 120.53021699891542 23.456674997553137, 120.5304110033652 23.45571800378292, 120.53092800292507 23.455592001569642, 120.53184699854023 23.4555050029536, 120.53287700467013 23.455424002815505, 120.53362399685 23.45554300470593, 120.53437700459517 23.455697002814475, 120.53436299945292 23.455693999078846, 120.5345320045484 23.455728005143385, 120.53519199811228 23.455863002375736, 120.53584499854787 23.455997001360572, 120.53643499517898 23.456117003297095, 120.53667000151938 23.456165001014028, 120.53672700414802 23.456176999768786, 120.53719799619068 23.45627300509517, 120.53810600209033 23.456452999906048, 120.53907000427739 23.456537996631312, 120.53983200164566 23.456440003803209, 120.54084099691454 23.456311003250278, 120.54221899571019 23.456152999561311, 120.54328100421503 23.456059003320377, 120.54365000414441 23.457002997390475, 120.54431099865371 23.457858003544061, 120.54427999992208 23.458819004693339, 120.54425400232037 23.459609000654893, 120.54449500444093 23.459871999293398, 120.54574500362912 23.459903998970447, 120.54739400502933 23.460124003719841, 120.54895000393958 23.460730000189415, 120.55060300012838 23.461254999218909, 120.55170400323721 23.461610003898613, 120.55171500194581 23.460807998390464, 120.55258100321078 23.460373999960154, 120.55258100141214 23.459961996249206, 120.55318699788165 23.45959299721909, 120.55444200359568 23.459048996414083, 120.5555480024384 23.458570002203885, 120.556088000361 23.458593997914704, 120.5570649968522 23.459357996274548, 120.55813599767816 23.460166999407534, 120.5586319989676 23.460596002103841, 120.55860699781476 23.46057300464048), (120.51998800204467 23.45909499943474, 120.51997800248284 23.4590940020866, 120.5199899985397 23.459094996736781, 120.51999300047669 23.459095999480837, 120.51996099810162 23.45909199929639, 120.51968400241481 23.459068003585571, 120.51883699842881 23.459025001602583, 120.51884700248729 23.459029999135225, 120.5188629996278 23.459039999596371, 120.51834899750827 23.45885099627651, 120.51726600332347 23.45861700437132, 120.51607699615647 23.458553000520624, 120.51484099671472 23.45853999632385, 120.51353699593562 23.458546997545966, 120.51232299570972 23.458577999874819, 120.51096100394727 23.458600004486641, 120.50937200261592 23.458540998168587, 120.50804400252878 23.458346996416822, 120.50786299957781 23.458352999391479, 120.50707999944245 23.45840199895315, 120.50560299518213 23.458511996831248, 120.50410800448094 23.458699003656136, 120.50341200386094 23.458987003447476, 120.50343100024054 23.459086999065789, 120.50343699961786 23.459116004000407, 120.50371600528945 23.459619997564914, 120.50348599738095 23.4599750013453, 120.50337100107095 23.46007299867, 120.50335400208564 23.460087997563107, 120.50333400026398 23.460105000145688, 120.50332399620549 23.460112996017983, 120.50334299618237 23.460097001575434, 120.50334799641291 23.460091996848234, 120.50331999692037 23.460117001598405, 120.50283500333285 23.460530005355508, 120.50200400008464 23.461074001663917, 120.50106700274 23.461388998203745, 120.50086699981227 23.462123000576071, 120.50080899893624 23.462736004563, 120.50078100483961 23.46281399736813, 120.50073100163445 23.462952997482887, 120.50043199593995 23.463775004812646, 120.50018199610236 23.464665000889113, 120.50079099990478 23.46531500478369, 120.50124500375398 23.465734003421574, 120.50159900029371 23.466491999706079, 120.50216700490341 23.466961998897204, 120.502760999021 23.4671010053072, 120.50275299505472 23.467100004361782, 120.50274299909017 23.467098004269531, 120.50273999715318 23.467097000626154, 120.50272799749916 23.467169996797963, 120.5030220038625 23.467143004546074, 120.50392600148382 23.46720500200928, 120.50433200491818 23.467971004058654, 120.50459999749194 23.4690680033857, 120.50391899846306 23.469906005158066, 120.50444199740036 23.469959003105544, 120.50538199937978 23.46981099717982, 120.50657299944442 23.4699249988397, 120.50691300433175 23.470624000497253, 120.50719499575257 23.471496003837558, 120.50798300151439 23.471553999317678, 120.50878799906695 23.471568005359188, 120.50924399671317 23.472355002981033, 120.5094239987186 23.473556997257674, 120.50985099862476 23.474594004609685, 120.51003499631804 23.475607004559663, 120.51018199770112 23.475716999739802, 120.51109499843551 23.475842004604885, 120.51193099651834 23.476707003125739, 120.51272600260302 23.477315003284843, 120.51437000197404 23.477250999434148, 120.51631899832319 23.477184998189159, 120.5182190014059 23.477123002524593, 120.51989000112269 23.476997999458149, 120.52079999812145 23.476930003516884, 120.52156499832608 23.476409996624113, 120.52208000139103 23.475688997549241, 120.52322799587535 23.475496001239492, 120.52387699972383 23.475088998658407, 120.5239600017527 23.474252002328114, 120.52395000039223 23.47371900382899, 120.52443700396464 23.472801003763379, 120.52439399748505 23.471722999916551, 120.52413399808563 23.470437998215118, 120.52368699635781 23.46927600128646, 120.52453700318017 23.468631000320443, 120.52469300138102 23.468474002073606, 120.52435400463366 23.467816001407414, 120.52355699665816 23.467059998020545, 120.52387599967767 23.466017999431187, 120.52292999652218 23.465302002385556, 120.52266799972847 23.464506001650705, 120.52276599705317 23.463277004330337, 120.52276200406334 23.462084003274185, 120.52269199903662 23.460885997490834, 120.52216599546443 23.460127998508369, 120.52157799802626 23.459834997587109, 120.52064899655397 23.45935699622845, 120.5202429994149 23.459166000910272, 120.52004899766314 23.458892996414704, 120.52123200005678 23.458177997616531, 120.52204400332812 23.456957998013252, 120.52292399804412 23.456051000253524, 120.52358200410629 23.455050996406385, 120.52457299584717 23.45497300270199, 120.52536299990254 23.455399998111488, 120.52539899796545 23.455417003392029, 120.5262959961633 23.455841998709332, 120.52793799814015 23.456641001381172, 120.52960499857193 23.457453996604727, 120.52994599900876 23.457621004305963, 120.53003100472711 23.457596996903931, 120.53021699891542 23.456674997553137, 120.5304110033652 23.45571800378292, 120.53092800292507 23.455592001569642, 120.53184699854023 23.4555050029536, 120.53287700467013 23.455424002815505, 120.53362399685 23.45554300470593, 120.53437700459517 23.455697002814475, 120.53436299945292 23.455693999078846, 120.5345320045484 23.455728005143385, 120.53519199811228 23.455863002375736, 120.53584499854787 23.455997001360572, 120.53643499517898 23.456117003297095, 120.53667000151938 23.456165001014028, 120.53672700414802 23.456176999768786, 120.53719799619068 23.45627300509517, 120.53810600209033 23.456452999906048, 120.53907000427739 23.456537996631312, 120.53983200164566 23.456440003803209, 120.54084099691454 23.456311003250278, 120.54221899571019 23.456152999561311, 120.54328100421503 23.456059003320377, 120.54365000414441 23.457002997390475, 120.54431099865371 23.457858003544061, 120.54427999992208 23.458819004693339, 120.54425400232037 23.459609000654893, 120.54449500444093 23.459871999293398, 120.54574500362912 23.459903998970447, 120.54739400502933 23.460124003719841, 120.54895000393958 23.460730000189415, 120.55060300012838 23.461254999218909, 120.55170400323721 23.461610003898613, 120.55171500194581 23.460807998390464, 120.55258100321078 23.460373999960154, 120.55258100141214 23.459961996249206, 120.55318699788165 23.45959299721909, 120.55444200359568 23.459048996414083, 120.5555480024384 23.458570002203885, 120.556088000361 23.458593997914704, 120.5570649968522 23.459357996274548, 120.55813599767816 23.460166999407534, 120.5586319989676 23.460596002103841, 120.55860699781476 23.46057300464048))",2019-11-21T00:00:00
新港自行車道,4200,"LINESTRING (120.3497429995399 23.552708998821288, 120.35003000018446 23.552589001381364, 120.35035600352683 23.552462999168142, 120.35063999683848 23.5522970005062, 120.35098299556887 23.551966996979388, 120.35148899642013 23.551078001848339, 120.35284599514659 23.548498998929688, 120.35413599707863 23.546026001798623, 120.35429900279678 23.545940002329303, 120.35424800134422 23.545766005097107, 120.35426300473398 23.545636002699439, 120.35438299587861 23.545353004037963, 120.35481200037361 23.544527002818995, 120.3549489976981 23.544283000560085, 120.35524099767395 23.54384999947797, 120.35568699575833 23.543472002730766, 120.35615099916936 23.543116997151742, 120.3571629972746 23.542447997776947, 120.35885600340191 23.541372996766427, 120.36055599726149 23.540333998315418, 120.3620520041967 23.539386996912413, 120.37259899864489 23.531811003674932, 120.37570499618869 23.529419997734749, 120.37849600528648 23.527373997811821, 120.38064100437896 23.525863000077436)",2019-11-21T00:00:00
大柳林自行車道,1353,"LINESTRING (120.41919800448443 23.441179996159917, 120.4177859978256 23.440924003240184, 120.41760399572786 23.440944002363892, 120.41696500403179 23.440805996899314, 120.41647099564 23.440644998467974, 120.41614900417323 23.440455999644712, 120.41583499688761 23.440271996555452, 120.41555999949446 23.440017000983858, 120.41506700194066 23.439394004629662, 120.41485200281772 23.439106995891223, 120.41336699638987 23.437118003093417, 120.41264700365639 23.436055004434934, 120.41206299920816 23.435290997981213, 120.41186499996979 23.435000003447442, 120.41165899586599 23.43493700234086, 120.41167699669609 23.434779001349909, 120.4093949948832 23.431677000393279)",2019-11-21T00:00:00
瑞德路自行車道,350,"LINESTRING (120.45948743429767 23.606031451390436, 120.46031355872378 23.607712551393206, 120.46103238773458 23.609167522263419, 120.46112894614396 23.609383794826329)",2019-11-21T00:00:00
鹿草鄉北外環道路,1306.8,"LINESTRING (120.30201288398746 23.416717346528344, 120.31003475300156 23.418080518201407, 120.31442531787422 23.418080516402767)",2019-11-21T00:00:00
布袋海風長堤自行車道,1000,"LINESTRING (120.15228867398321 23.376487624504307, 120.15386849953165 23.376499934424487, 120.15498966094412 23.376531946692012)",2019-11-21T00:00:00
南靖自行車道,263,"LINESTRING (120.38932084618011 23.41827181659113, 120.38901507398657 23.4175777378224, 120.38870931078611 23.417617112839537, 120.38819968386838 23.417710645929617, 120.38800656435149 23.417686032384552, 120.38782954449789 23.417641723686643, 120.38766324096582 23.417592500193791, 120.3874754930996 23.417523588742654, 120.38731456121809 23.417430057451213, 120.38714290042458 23.417311914413347, 120.3870409712639 23.417203616253914, 120.38693367944586 23.417065787056458)",2019-11-21T00:00:00
大北回自行車道,1028,"LINESTRING (120.41350399911039 23.448798002126125, 120.41976900383656 23.455962997094673)",2019-11-21T00:00:00
太保市自行車道(過溝站-田尾站),4400,"LINESTRING (120.35955906190122 23.495326468741609, 120.35226345209674 23.498199526586916, 120.34466743185658 23.501505430831003, 120.33762931863816 23.501387363336221, 120.33329487146125 23.501111869517217, 120.33011913239216 23.5002853988521, 120.32724380285924 23.49816016775759, 120.32368182925313 23.49560197335245)",2019-11-21T00:00:00
義竹鄉一號道路,1300,"LINESTRING (120.25051116735654 23.339655218313737, 120.2504253423557 23.336621096386523, 120.25046825080915 23.333547505912691)",2019-11-21T00:00:00
小慷一路(東側),900,"LINESTRING (120.2826829224789 23.461924096619839, 120.28314267029805 23.46449343182644, 120.28383740826985 23.468190526771423, 120.28409585184215 23.469860286323183)",2019-11-21T00:00:00
小慷一路(西側),900,"LINESTRING (120.2823932031838 23.461968220057372, 120.28285313536401 23.464538621859958, 120.28354732385003 23.468232816491366, 120.28380607499048 23.469904565343484)",2019-11-21T00:00:00
故宮大道(南側),1790,"LINESTRING (120.28170635316576 23.470307041636715, 120.282415264453 23.470182463050264, 120.28380085442598 23.469905254224159, 120.28394824881275 23.46988584055913, 120.28408954219867 23.469861377200857, 120.28566782181258 23.469588115499164, 120.28585156229985 23.469555574430274, 120.2880868830033 23.469546940938642, 120.28832272751197 23.469545543392144, 120.29072166996912 23.46932910445463, 120.30027916375252 23.46844134139485)",2019-11-21T00:00:00
博學路(西側),700,"LINESTRING (120.30027916375252 23.46844134139485, 120.29909394542926 23.459138005914269)",2019-11-21T00:00:00
信義二路(北側),1190,"LINESTRING (120.2903316447896 23.467342804227087, 120.29376701903277 23.4668049394964, 120.29702758575456 23.466438958591141, 120.29997917240098 23.466086683353808)",2019-11-21T00:00:00
信義二路(南側),1190,"LINESTRING (120.29028251572561 23.467075734357707, 120.29372469154134 23.466536808427009, 120.29699101032691 23.466170177311881, 120.29994467710526 23.46581588939182)",2019-11-21T00:00:00
 番路自行車道,6500,"LINESTRING (120.53698399801317 23.470368003980241, 120.53694799995026 23.470358000821136, 120.53695900135688 23.470364001997154, 120.53699899870492 23.470380998284497, 120.53700099879711 23.470380001835679, 120.53701399669865 23.470361004556764, 120.53732799948762 23.470202999968535, 120.53782099884006 23.470341004533793, 120.53801900167559 23.470321002712183, 120.53813000319713 23.470300002643057, 120.53868699740701 23.470116003151077, 120.53913799931922 23.469903000523118, 120.53955899804942 23.469650005043775, 120.53984099576542 23.469463997365608, 120.54026199629413 23.469186998081568, 120.54066799613122 23.468893997160308, 120.54099199938128 23.468496998637647, 120.5411919969132 23.468068995987437, 120.54138400486795 23.467539003022637, 120.54167700129267 23.46702600364722, 120.54190200087669 23.466789003509746, 120.54189099947007 23.466799996822431, 120.54202200461191 23.466662999497885, 120.54242500161263 23.466238002381942, 120.54296500223313 23.465860000238877, 120.54367400075455 23.465590002176896, 120.54431600248154 23.465346000817362, 120.54491499682968 23.465120003885147, 120.54531800282359 23.464937003539944, 120.54602300026136 23.46475499874424, 120.54691300353238 23.464658003264276, 120.54778200223768 23.464692003932896, 120.54870400158848 23.464676000497093, 120.54936200135535 23.4645709965543, 120.55017800211317 23.464374998307562, 120.55092599613783 23.464150996971, 120.55165700466705 23.4638170031522, 120.55236500224316 23.463371003269231, 120.55315200166365 23.462857004747036, 120.55351899700418 23.462645001265855, 120.55403999764781 23.46234400357298, 120.55451599981359 23.4620690007838, 120.55509500493065 23.461989003389817, 120.55524399651324 23.462101996909666, 120.55604099639493 23.461515996865785, 120.5561120041657 23.461467997350269, 120.55641699574778 23.461301998688327, 120.55676400275661 23.461190001617354, 120.55719100356202 23.461147003231645, 120.55750099897193 23.461146997835726, 120.55778400302938 23.461080996590795, 120.55845699809208 23.460441996800739, 120.55811500300501 23.460152004111762, 120.55833300136703 23.460332996270836, 120.5587520000048 23.460703004340246, 120.55958800168503 23.460414997354292, 120.55986599741789 23.460167004803452, 120.55986600461245 23.460159004434558, 120.55987600417427 23.460171999638135, 120.5598740004848 23.46017399883101, 120.56013600087579 23.460061998162757, 120.56061000025136 23.459821004136074, 120.56120399526822 23.459631998118255, 120.56176099847141 23.459393003284504, 120.56211799604876 23.459563995881751, 120.56256399683105 23.460095003281822, 120.56299300132605 23.460795003186888, 120.5635880008856 23.461065998597007, 120.564357002174 23.461228999818559, 120.56461800341822 23.461696003367933, 120.56472899504718 23.46175799723386, 120.56473800085814 23.461761001868808, 120.56475600438614 23.461766000300713, 120.56516700445377 23.46200899801687, 120.56546000267701 23.46260900230368, 120.56574700062367 23.463263999234243, 120.56586699986224 23.463352999741176, 120.5659240015915 23.462810001680282, 120.56617999810851 23.46215700304333, 120.56646300216585 23.461494001247218, 120.56673900410181 23.460788999312911, 120.56729300177062 23.460070996779109, 120.56789700084596 23.459400999156856, 120.56841299586313 23.458729004140253, 120.56864499756864 23.458047002367323, 120.56958800508244 23.457620002461169, 120.57010599569526 23.457902002875187, 120.57045299820732 23.458242000567907, 120.57079000385568 23.458626000289712, 120.57103999919661 23.458724004809028, 120.57120000387715 23.459069996483208, 120.57171599799494 23.459467002200427, 120.57227600223575 23.45985499671076, 120.57243899806133 23.460289003234948, 120.57245099771546 23.460651004640226, 120.572573996193 23.461302001386287, 120.57270399499339 23.461909997048792, 120.57291299923554 23.462332001220943, 120.57291300193356 23.462461997323373, 120.57226500262789 23.462923002394689, 120.57133700210102 23.463582996857895, 120.57028400300442 23.464095000683812, 120.56920199807382 23.464439003956898, 120.56818400059126 23.464589004578954, 120.5675279973193 23.464629005524216, 120.56743999595915 23.465515996965735, 120.56707100142569 23.466618000120661, 120.56689399865922 23.46744699698138, 120.56671399755305 23.468336000206307, 120.56676599815239 23.4691209977359, 120.5674460034304 23.469217004860923, 120.56836099886107 23.468679003433294, 120.56928600104823 23.468871001495586, 120.56961199989394 23.469374999556635, 120.56955100067819 23.469793002645019, 120.56918600273195 23.470329001282437, 120.56926500007978 23.469961002298476, 120.56926299908821 23.469959001306904)",2019-11-21T00:00:00
鹿草北外環道路,1306.8,"LINESTRING (120.30192374138767 23.41678520397403, 120.30595778712222 23.417553122478694, 120.31003474400825 23.418202898844754, 120.31445502967597 23.418202901542713)",2019-11-21T00:00:00
嘉油鐵馬道,991.7,"LINESTRING (120.42034864657285 23.455955869068134, 120.4212284056664 23.456471355968347, 120.42201698159852 23.456844134849007, 120.42287260648561 23.457186148821734, 120.42404472438454 23.457454343742995, 120.42939841820248 23.457902169249735)",2019-11-21T00:00:00
大林後車站週邊自行車道,370,"LINESTRING (120.45553922525505 23.600162178941446, 120.45324325247418 23.597900914595584)",2019-11-21T00:00:00
