RouteName,RouteLength,Geometry,UpdateDate
彰化市古蹟文化暨學童自行車計畫工程-市區線,9500,"LINESTRING (120.54566100245336 24.082250003035256, 120.54555400471361 24.083102004553893, 120.54542500326136 24.084278002128144, 120.54525900459942 24.085957001314625, 120.54735700152446 24.086433001681712, 120.54721700406151 24.086697000366314, 120.54702399875862 24.086971000411381, 120.54689500270229 24.087471003683902, 120.54677700355592 24.087794001492, 120.54944900177009 24.088519003449278, 120.54926599692828 24.08952800141617, 120.54913799911947 24.090359998415238, 120.54867599939791 24.090330996178579, 120.54830100278912 24.090369997077744, 120.54794699545755 24.090349997954092, 120.54768899884823 24.090213001528866, 120.54743200318444 24.089967999223859, 120.54721700226287 24.089606001415859, 120.54710999822794 24.089322002708286, 120.54681999744503 24.089115997705164, 120.54642300162027 24.088842001257376, 120.54610099846241 24.088597002549704, 120.54586499567313 24.088450000267358, 120.54556499982493 24.088655996277282, 120.54531800102495 24.088890999020464, 120.54493200390891 24.089115997705164, 120.54466400324122 24.08957700277648, 120.54443799551711 24.089292999572308, 120.54437400065967 24.089175004023275, 120.54448100469472 24.088773005270014, 120.54452400128173 24.088401000705687, 120.54442799595529 24.088068003335763, 120.54458899708459 24.087578996073887, 120.54447099524032 24.087481002346408, 120.54440600123598 24.086981001771846, 120.54440600213536 24.086618999467305, 120.54464199952872 24.085863997025911, 120.54379500003927 24.085688001500102, 120.54197100136071 24.085238001432685, 120.54016800365048 24.083269001463293, 120.53854799639294 24.080957003662832, 120.53877399602311 24.080859004539491, 120.53898800319382 24.08093799739072, 120.53917100353908 24.081054999188893, 120.53955699885648 24.080898004539335, 120.53949200125487 24.080350002650562, 120.53937400030998 24.079429002446545, 120.53836599789258 24.079547001592914, 120.53811900448852 24.077626999386553, 120.5381939971553 24.077480002500181, 120.53838699796165 24.076930999665933, 120.53823700273551 24.076617997822382, 120.5384190003366 24.076461004072144, 120.53834400047526 24.07577500301403, 120.5381940034506 24.075275997988967, 120.53808700211357 24.074492005002071, 120.53868799745317 24.074413999606463, 120.53989999848625 24.074472998729959, 120.53998599525755 24.074874004631681, 120.54072600330244 24.074736996515242, 120.54069399822947 24.073688996749866, 120.54045800263475 24.072287996893579, 120.54019000466508 24.071485002131169, 120.53980400305238 24.070770003333053, 120.53957800342221 24.070054997340321, 120.53937400300788 24.069379000340632, 120.53833399551752 24.066684998414019, 120.53853799593185 24.066527998368485, 120.54084399795215 24.0664600015279, 120.54265699522421 24.066420005079237, 120.54271099951313 24.066038000953029, 120.54268999764531 24.065069003032136, 120.54270000170379 24.064343997477579, 120.54276499570801 24.064117998746667, 120.54363400070861 24.063030998082127, 120.54399799770954 24.062364997946361, 120.54419199766267 24.061934001453039, 120.54447099973686 24.0614629968199, 120.54471700298734 24.060885003440205, 120.54583299869398 24.061111000372421, 120.54616600145982 24.061071997674617, 120.546015004389 24.061689001845991, 120.54608000288988 24.063108999880512, 120.54703500196388 24.064921998951149, 120.54778599702615 24.065685996411673, 120.5483870031577 24.067645001315782, 120.54843999840728 24.067968000023257, 120.54776399870968 24.068075998708423, 120.54805400129123 24.069525996327741, 120.5458440027985 24.06957500038601, 120.54579000300635 24.069809999531913, 120.54434200278126 24.069799996372808, 120.54457800287264 24.070867998859114, 120.54500700197161 24.071073996667678, 120.54545800298456 24.07135799987185, 120.54599400431994 24.071925999984956, 120.54663800164258 24.073268002516329, 120.54670199829866 24.074295997762135, 120.54670200189594 24.074932996560619, 120.54617600282029 24.07534400382275, 120.54584399920122 24.075677996742229, 120.54567200116196 24.076109004926707, 120.54561900321448 24.07649999687743, 120.5456080036065 24.076931004162589, 120.54561899601993 24.077606997564942, 120.54556499712703 24.077852000769269, 120.54543599657404 24.077988998093815, 120.54517900450753 24.078166002658918, 120.54493199581498 24.078272996801388, 120.54469600381753 24.078292998623056, 120.54518900406936 24.079409997973073, 120.54582200358266 24.080987003247628, 120.54583299869398 24.081682002022831, 120.54566100155409 24.082133001237082)",2019-11-21T00:00:00
彰化市古蹟文化暨學童自行車計畫工程-市區線-往扇形車庫線,800,"LINESTRING (120.53963200141584 24.086570002603594, 120.54016799915394 24.08726500047942, 120.54092999562283 24.087979998378273, 120.54181000203005 24.088989005338362, 120.54236799718535 24.089586003191528, 120.54311900214032 24.089694000078111, 120.54330100423806 24.089753000100927, 120.5436870013541 24.089724003260187, 120.54442799955257 24.088039001099048)",2019-11-21T00:00:00
復興路(五權路至文苑路一段),2860,"LINESTRING (120.52653299540145 23.865405000940086, 120.52842100062878 23.868936996545187, 120.52837799594784 23.87238999839974, 120.52820700065263 23.875687001154233, 120.52813800196725 23.876111998270176, 120.52812700235938 23.876832998244311, 120.52814000026092 23.877873996787571, 120.52814000026092 23.87792800287508, 120.52812999890034 23.87822200024516, 120.52801300159877 23.878479000405605, 120.52782000079242 23.878612000243663, 120.52734199943382 23.878818004347465, 120.52613499773202 23.879302997035722, 120.52385600055402 23.880346998415291, 120.52285699675303 23.880765997952494, 120.52239599707764 23.880932002010354, 120.52229400046781 23.880967000027056, 120.52217000104474 23.881000999796356, 120.52028700324263 23.881703000692994, 120.51987399588825 23.881663997095814, 120.51942899964865 23.881437999264278, 120.51919599879636 23.88109799707496, 120.51887800031955 23.880445001135968, 120.5185750016351 23.87970899777207, 120.5183229990073 23.879169003446805, 120.51827400304285 23.879041001141331, 120.51807299737095 23.878534999390752, 120.51802199501913 23.878421004925485, 120.51788199935481 23.877997001560402)",2019-11-21T00:00:00
公園一路自行車道,220,"MULTILINESTRING ((120.5353350038074 23.895496000040396, 120.53536899638209 23.895583002253829, 120.53540600348435 23.895705996234767, 120.5354550021467 23.895946997456008, 120.53550300436018 23.896104002897459, 120.53567199596591 23.896416003795593, 120.53568700295284 23.896435001973828, 120.53584299935505 23.896499997776743, 120.53590700320569 23.89652699902183, 120.53593999753298 23.896538999575228, 120.53600199949278 23.896637003195167, 120.53602400050727 23.896675002249594, 120.53605300184461 23.896693997729869), (120.53605300184461 23.896693997729869, 120.53609099820108 23.896694004025107, 120.53623999967635 23.896647002757049, 120.53624499810826 23.896617004071516, 120.53619600394245 23.896443002342721, 120.5361489963791 23.896292998123442, 120.5361919992614 23.896269000613927, 120.53632499999878 23.896205996809329))",2019-11-21T00:00:00
和美鎮環鎮自行車道規劃設計暨建置工程(德美路段),2214,"LINESTRING (120.49302100401621 24.118906005407894, 120.49374200399041 24.118866004462575, 120.49448900156619 24.118769003586692, 120.49511999649076 24.118660996807591, 120.49575199955518 24.118523998583726, 120.49641300215842 24.118376998100018, 120.49706400340108 24.118180997155321, 120.4982890050336 24.117681998425553, 120.49882699746797 24.117381999879456, 120.4993429996797 24.117061998612371, 120.49983800452037 24.116663996446334, 120.5002040043114 24.116266997024354, 120.5005790009202 24.115824997325831, 120.50093099736773 24.115323996705115, 120.50151899570517 24.114307999314747, 120.5018300010538 24.11366500473622, 120.50210300465005 24.113051998051333, 120.50249000271151 24.112028000292014, 120.5025410032647 24.111650004444186, 120.50252700171984 24.111302000087278, 120.50242299602451 24.110695999121106, 120.50231700012955 24.110385997415904, 120.50212499667134 24.110095001083494, 120.50154799614313 24.1096969989174, 120.50092899547678 24.109294000118041)",2019-11-21T00:00:00
和美鎮環鎮自行車道規劃設計暨建置工程(美寮路段),2452,"LINESTRING (120.50212599581812 24.113077002801504, 120.5044490040184 24.11353299954834, 120.50668000258008 24.113963004089442, 120.50869700296437 24.114314004088044, 120.50889099662231 24.114334004111072, 120.50904500462332 24.114325000098745, 120.50930299583661 24.114123998923446, 120.50945600469095 24.11403900219824, 120.50964599636575 24.114012000053833, 120.51099299732903 24.113985004204608, 120.51193500389741 24.113927998878069, 120.512543996908 24.113816996457274, 120.51400100294404 24.113293003769172, 120.5155450039988 24.11273099763747, 120.51869699646932 24.111566997019338, 120.52490899785198 24.109278003876852)",2019-11-21T00:00:00
和美鎮環鎮自行車道規劃設計暨建置工程(線東路五段六段),1860,"LINESTRING (120.52503600011141 24.109347996313033, 120.5254010025543 24.11063600534743, 120.52580899618829 24.112817002502709, 120.52619499600235 24.11467200171154, 120.52639900271186 24.115647999055966, 120.52650599865296 24.11613599907713, 120.52652799607017 24.116643998222003, 120.52648700407201 24.11713300278592, 120.52625300317357 24.117907003405548, 120.52599599581856 24.118459996531669, 120.52589999498889 24.11874699987419, 120.52583600192997 24.119150001371509, 120.52591899856304 24.119816001507331, 120.52613700142149 24.120256997562421, 120.52668900439414 24.12103099728273, 120.52878100014311 24.122548000689733, 120.53017499607927 24.123464003361107, 120.53064200322592 24.123774997018529, 120.53111699815099 24.123430997342723, 120.53145100096299 24.123298002001263, 120.53138199957971 24.123515999463848, 120.53143099824206 24.123600997088374)",2019-11-21T00:00:00
和美鎮環鎮自行車道規劃設計暨建置工程(鹿和路段),1700,"LINESTRING (120.48771699954 24.094803000957768, 120.48815199981505 24.095544999202389, 120.48845699859169 24.0963649974467, 120.48893999658367 24.097483997788345, 120.48938500451436 24.09852900101265, 120.48951299692737 24.098823004677968, 120.4896779973418 24.099044004077598, 120.48996500068426 24.099434996927641, 120.4902140040731 24.099852002667831, 120.49040999962187 24.100302003634624, 120.49060300492476 24.100816996806998, 120.49084999922809 24.101312999895072, 120.49112400287049 24.101911999639128, 120.49138400226991 24.102455999544816, 120.49175100120783 24.103265000879162, 120.49242200247352 24.104664998890655, 120.49278400118078 24.105483001539312, 120.49314599898878 24.106109999876651, 120.49355899555121 24.106718999182533, 120.49377099723381 24.107028997290456, 120.4941489957796 24.107559000147774, 120.49449000520963 24.108068003835342, 120.49484099711435 24.108568001711944)",2019-11-21T00:00:00
和美鎮環鎮自行車道規劃設計暨建置工程(和線路段),950,"LINESTRING (120.48386999660318 24.1191700022938, 120.49190600116106 24.114901000580744)",2019-11-21T00:00:00
福興鄉台糖舊鐵道自行車道,4000,"LINESTRING (120.4449995072215 24.043505046420819, 120.45088564016021 24.036313141038704, 120.44945134290526 24.036126973281227, 120.44970751479002 24.035612549379721, 120.45107514440247 24.03578647556543, 120.46854403807697 24.014480207995234)",2019-11-21T00:00:00
二水自行車道(二水至名間),3000,"LINESTRING (120.65496700062658 23.799352998242341, 120.65700300008848 23.799710995865837, 120.65718599593697 23.800068997086612, 120.65751500121644 23.800236001190569, 120.6578359998316 23.800481002596257, 120.65835799512547 23.800523000935812, 120.65929899984906 23.801221000748626, 120.65986700176074 23.801498002730682, 120.66002000072251 23.801655005474174, 120.66058600434064 23.802661004202037, 120.66209499568754 23.803539998871884, 120.66860700371035 23.809218998158315, 120.67538299602847 23.814270001759212, 120.67508800220958 23.813680003329523, 120.67535699842676 23.813480001301059, 120.67577900349829 23.81408999705576, 120.675835998033 23.814666996684593, 120.67846699885297 23.81669500297204)",2019-11-21T00:00:00
八卦山自行車道, ,"LINESTRING (120.55709839047836 24.073894731956386, 120.560016632062 24.072327420474153, 120.5636215195176 24.072170685728622, 120.56568146073084 24.069662946887547, 120.56808471993395 24.066528195320018, 120.57134628220524 24.062923141489819, 120.57306289373764 24.059317984237623, 120.57151794389802 24.056182986255862, 120.57460785346973 24.053674937148685, 120.57872772600376 24.053518177222145, 120.58370590160609 24.050853309732531, 120.58782577773752 24.046777523763751, 120.58782577593888 24.043642220012487, 120.59194564757365 24.041133923591758, 120.59297561413337 24.036744277826187, 120.59383392259747 24.033922282587298, 120.5952072170395 24.029532397602111, 120.5952072170395 24.026239874370731, 120.59812545502575 24.020908959480948, 120.60035705253597 24.017616227606879, 120.60258865454284 24.01369618623005, 120.60550689432773 24.009462416357508, 120.60430526337723 24.005698943351604, 120.6075668292458 24.002249000990673, 120.60997009384482 23.997701208544015, 120.61220168865702 23.992525935723393, 120.61494827124579 23.987350456058778, 120.61717986965527 23.984684215304355, 120.61872482039416 23.981390557128577, 120.61992645494206 23.97919472745474, 120.62009811393682 23.975900930783382, 120.62318801901188 23.971038491633124, 120.62507629583445 23.96837191543159, 120.62679291096413 23.965548424620124, 120.62936782736335 23.962254266421326, 120.63005447413468 23.958332551406158, 120.63262939323192 23.954724458766805, 120.63537597851871 23.952528183928621, 120.63520431502718 23.94923370197381, 120.63589096539579 23.945154693734196, 120.6377792377217 23.940604883208835, 120.63846587999637 23.935427316217726, 120.63898086417555 23.930092640363114, 120.63777923682244 23.92475774147664, 120.63743591343666 23.92318861696117)",2019-11-21T00:00:00
長青自行車道, ,"LINESTRING (120.620870588407 23.909379445105344, 120.61992645224404 23.907103933699659, 120.61941147166215 23.904749910579937, 120.61881065348894 23.902552786781712, 120.61855316229867 23.900355618017386, 120.61915397417658 23.898707721883909, 120.61889647938904 23.896981326626985, 120.61743735994628 23.895333385527351, 120.61709403566124 23.892351346937176, 120.61529159732936 23.889997050423574, 120.6151199383346 23.888035109232931, 120.61434745666986 23.885366823420213, 120.61357497770314 23.884189614459217, 120.6134891527023 23.883012402800205, 120.61323165611611 23.880422488407191, 120.61254501563997 23.8783819176914, 120.6127166728362 23.876341311902081, 120.61400413238482 23.875556461861265, 120.61305999712124 23.874771596532014, 120.61203003325954 23.87390825006571, 120.61168670267921 23.871161179145133, 120.61151504278507 23.868806497721721, 120.61057091291741 23.866294797367061, 120.60997009384482 23.864724953393932, 120.61091422730976 23.863547561870519, 120.60936927926889 23.862684132666629, 120.6091117826827 23.860643286758318, 120.61082839511437 23.858759390533521, 120.61100005590788 23.857110964699302, 120.61074257371092 23.85507002975811, 120.61082839781238 23.854285040322395)",2019-11-21T00:00:00
田尾自行車道_1, ,"LINESTRING (120.51705837324539 23.906907769078316, 120.51602840218902 23.907339335741824, 120.51474094803643 23.908045527479146, 120.5151700973222 23.909379450501262, 120.51611423528379 23.909536376802407, 120.5168867088546 23.909144054754393, 120.51774501641944 23.908673262361219, 120.51826000419589 23.90863402673898, 120.51920413945948 23.909850244693075, 120.52019118767328 23.91141953468383, 120.52177905675808 23.910438725067138, 120.52358150048588 23.909732545020972, 120.52512646201671 23.908947885636451, 120.5258989328895 23.909536381299006, 120.5272722282308 23.910124870666323, 120.52873134857293 23.910164104489866, 120.52958965523851 23.909732540524374, 120.53096294158649 23.909379448702623, 120.53237914897863 23.908830191360266, 120.53405285205758 23.90835939986647, 120.53534031160621 23.9078493646565, 120.53585529758402 23.907417802489647)",2019-11-21T00:00:00
田尾自行車道_2, ,"LINESTRING (120.52559852515185 23.909536375903087, 120.52491188377644 23.908516327066877, 120.52478313233576 23.907535499463791, 120.52443981164811 23.906436968591265, 120.52409648736307 23.905456117605809, 120.52362442063054 23.90447527381491, 120.52358150318389 23.903298238423019, 120.52401065336903 23.902356609569949, 120.52615642767705 23.901728850406187, 120.52744388093038 23.900983382577067, 120.52830219029386 23.900473323085464, 120.52980423168003 23.900041733938906, 120.53074836334633 23.899413961285347, 120.53122043547478 23.898472306351891, 120.53100585993252 23.897687585813458, 120.53049087665272 23.897295217900023, 120.52989005847951 23.896942091004746, 120.52834511223716 23.89741292656538, 120.52701473704053 23.898197648902453, 120.52516936777215 23.899100077206867, 120.52448272819538 23.899217786771487, 120.52328109724488 23.899806320205585, 120.52186489524877 23.900394854538945, 120.51937579845435 23.901885791995767, 120.51959037579525 23.902788190622573, 120.51864624322957 23.903180540549556, 120.51727295328419 23.903808290720065, 120.51589965344635 23.904200629855211)",2019-11-21T00:00:00
虎山岩區自行車路線,10200,"MULTILINESTRING ((120.56655099633144 24.05019799713989, 120.56660500241901 24.050069996633113, 120.56669600391751 24.049960998801112, 120.56687899886674 24.049957002213944, 120.56704700121816 24.050055003135924, 120.56719200250893 24.050201002674157, 120.56732199681278 24.050251004080621, 120.56784100006212 24.050113995964182, 120.56849699973679 24.04982900260643, 120.56872599860606 24.049701999447791, 120.56887099540018 24.049667004128992), (120.56005899552633 24.043776996910935, 120.55987500053095 24.043923998293963, 120.55973099658831 24.044064000253456, 120.5597310028835 24.044162997624312, 120.55976899564268 24.044252000829204, 120.55983699877856 24.044307998015768, 120.55995900080734 24.044360998661205, 120.56039400467967 24.044387999906348, 120.56130200428413 24.044647001058308, 120.56147800430654 24.044650999444116, 120.56171399900188 24.04459400490947, 120.56179000250665 24.044549996585147, 120.56195799676425 24.044392003688074, 120.56208799826254 24.044312998246312, 120.56224099902295 24.044294004564733, 120.56298799839749 24.044479000505532, 120.56316399572188 24.044494997646098, 120.56341599834968 24.044420004979315, 120.56377400046983 24.044432004633336, 120.56438400521768 24.044391999191475, 120.56504100493851 24.044255997416371, 120.56515499760508 24.04421200527986, 120.56527700323113 24.044098003620036, 120.56554399845686 24.043899998985808, 120.56570400043938 24.043825003621066, 120.5661930032046 24.04381599691078, 120.56642899610131 24.043779003298425, 120.56668100412514 24.043722001569165, 120.56693299686037 24.043727996449945, 120.56719200250893 24.043776999608895, 120.56737500195482 24.043825001822427, 120.56768800199973 24.044015998939244, 120.56789399531169 24.044100002812911, 120.56798599595697 24.04411700269759, 120.56817599572571 24.044061999261885, 120.56832099611711 24.044047996817653, 120.56845900338033 24.044063997555497, 120.56871000236481 24.044144001244717, 120.56909899602192 24.044512003825957, 120.56920599825833 24.044564999974796, 120.56980099781788 24.044590004724967, 120.57006100171395 24.044609002003881, 120.57063300291077 24.044670002118949, 120.57109799917339 24.044744000135552, 120.57128100131717 24.044718002533841, 120.57174699942459 24.044566999167728, 120.57235000474896 24.044463998914466, 120.57259400161195 24.04438199783101, 120.57277699656117 24.04423300085233, 120.57295999600706 24.043913004981221, 120.57300600352426 24.043903002721436, 120.57307400036484 24.0439240045892, 120.57311199672131 24.043976002490581, 120.57317399868111 24.044156997347613, 120.57331799812721 24.044273000898329, 120.57353999847226 24.044388003503627), (120.58177900159967 24.051619002415066, 120.58178700017004 24.051569001008659, 120.58166500353718 24.051382004076288, 120.58151199648148 24.051210001540369, 120.58140600148579 24.051210000641049, 120.5812759999875 24.051245004053726, 120.5811389963676 24.051431997388818, 120.58108500107198 24.051479000455572, 120.58101699883548 24.051479004052851, 120.58081100282561 24.051456002092891, 120.58059700374884 24.051472002830735, 120.58052099844542 24.051363000502135, 120.58058199945981 24.050879004262697, 120.58052799517088 24.050637998544858, 120.5803830001754 24.050207000252897, 120.58028400010653 24.050069996633113, 120.58014700278204 24.050016004934719, 120.57998699630286 24.050026003597225, 120.57984900073086 24.050118997993422, 120.57971199711108 24.050525999675187, 120.57964299752632 24.050584997000044, 120.57956699941758 24.050588996285228, 120.57948299914119 24.050526002373147, 120.57931500218569 24.050235996194317, 120.57913199644452 24.050026003597225, 120.57883500253342 24.0499129974869, 120.57868999764537 24.049745996980221, 120.57836200410327 24.049461003622469, 120.5781479987312 24.049079998643094, 120.57776599640363 24.048540001619813, 120.5777439998858 24.048315001136416, 120.57769800046242 24.048136002774356, 120.57763700304531 24.048027004043036, 120.57740000110925 24.0478360015303, 120.57692700357836 24.047703002591561, 120.57672099767592 24.047708997472284, 120.57620200072176 24.047849999477933, 120.575775004413 24.04786499747172, 120.5753100018552 24.047692999432456, 120.57505799832802 24.047649004597929, 120.57438700155899 24.047658996065877, 120.57424200026821 24.047577003975618, 120.57405899722505 24.047346002316203, 120.57373800310643 24.046703005039717, 120.57328000087136 24.0464499996678, 120.57325700160936 24.046393998884014, 120.57325700250874 24.046336996255434, 120.57337200061738 24.046057000430267, 120.57346299851861 24.045615998079882, 120.57374599897878 24.045225002531879, 120.57382199708752 24.045116003800558, 120.57391400133019 24.044998002855607, 120.5739360050427 24.044882000204211, 120.57392900382058 24.044748003917277, 120.57389800239093 24.0446380024419, 120.57382999655715 24.044554003064832, 120.57375300379817 24.044478998706893, 120.57356999625836 24.044382001428289, 120.57347899655849 24.04416300302023, 120.57358599789552 24.043912997786663, 120.57360099858727 24.043773996772586, 120.57360100128528 24.043633002860872, 120.57353200439854 24.043495004590852, 120.57344799602822 24.043398003714969, 120.57331100409965 24.043280005467921, 120.57286099953558 24.043095003231883, 120.57282299508518 24.042991998482023, 120.5727920008502 24.042829997306569, 120.57272299946692 24.042651998990607, 120.57230399992966 24.042089004504021, 120.57221200288166 24.042015004688778, 120.57197599829374 24.041962002244645, 120.57176999778721 24.041809001484296, 120.57157100120082 24.041824002175986, 120.57138099873418 24.041899001138063, 120.57121999850415 24.041912004435517, 120.57114400129467 24.041842996756941, 120.57113599552986 24.041760996572805, 120.5711589965905 24.041732997979523, 120.57119800018756 24.041706001231034, 120.57169300233022 24.041539999871134, 120.57196000475051 24.041531003952741, 120.5720600021674 24.041495996942729, 120.57210500064537 24.041436997819233, 120.57208999815498 24.041321001463075, 120.57199899845511 24.041246001601735, 120.57189200431264 24.041203003216083, 120.56982400337517 24.041246002501055, 120.56968699885601 24.041289996436262, 120.56950400210803 24.04142800190084, 120.56887800021957 24.042280002520158, 120.56867999648466 24.04238300277342, 120.56845099761551 24.042457996339522, 120.56831399579437 24.042485998530083, 120.56802399501146 24.042486002127362, 120.56759600135445 24.042251999430277, 120.56713099879664 24.041931001714431, 120.56697800163352 24.041717999985735, 120.56687199674536 24.041617998072184, 120.56650499960608 24.041314999387737, 120.56639899921447 24.041198997635661, 120.56591000274454 24.041206000656473, 120.56561300163878 24.041315000287057, 120.56511700214799 24.041205998857833, 120.56482700406309 24.041173996482826, 120.56445299850714 24.041199001232997, 120.56426199959162 24.041305997174106, 120.56387300143797 24.041676998095056, 120.56375899528143 24.041739996503679, 120.56330099574438 24.04184299855558, 120.56314799678273 24.041903004020469, 120.56267499835258 24.041996002013946, 120.56249199980596 24.042073998416356, 120.56227899537942 24.042226997378066, 120.5621799998072 24.042420998230511, 120.56210299985366 24.042452001458742, 120.56182099943965 24.042505001204916, 120.56166799598134 24.042595000858626, 120.56153100225401 24.042726997053308, 120.56145500234652 24.042891998367054, 120.56127900502213 24.043276000786875, 120.56106600509213 24.043476003714659, 120.56059299856804 24.043750999309225, 120.56050900098967 24.043827002813998, 120.56043200373404 24.043854004958405, 120.56029500101351 24.043857999746933, 120.55993699709484 24.043656998571691, 120.55977600136146 24.043636002999165, 120.55961600207695 24.043692002883688, 120.55945599559777 24.043848003782387, 120.55906700194066 24.044004003781822, 120.55852499852995 24.044284996955071, 120.55824299991457 24.04437600295023, 120.5578990020374 24.044440996954506, 120.55726600342336 24.044490996562274, 120.55674699567737 24.044567002765007, 120.55620599770873 24.044682004470985, 120.5556109972498 24.044838003571044, 120.5549389950387 24.045140999557532, 120.5548860033864 24.045199996882388, 120.55567200186147 24.045559001746597, 120.5565719992984 24.045968996372153, 120.55698399581479 24.046347002112498, 120.55751800065525 24.046664996992092, 120.55815100106793 24.046997001510476, 120.5587229977682 24.047399996712556, 120.55896000240227 24.047556002107854, 120.55944799882616 24.047777000608164, 120.5597689983407 24.047934005150296, 120.55992900302113 24.0481000002149, 120.5600589964256 24.048143001298513, 120.56018099755511 24.048182999545816, 120.56081400336359 24.048285999799077, 120.56166099655786 24.04849200210424, 120.56185199996992 24.048567005562916, 120.56202699724815 24.048668002126647, 120.56249199710805 24.048873999935211, 120.56267500015122 24.04890800420111, 120.56308700116426 24.048883003947537, 120.56333899749677 24.048943000419172, 120.56397999827834 24.04917299933453, 120.56439199749275 24.049580004613574, 120.56451400221954 24.049706997879696, 120.56475099696104 24.049804998801676, 120.56658899718457 24.050294998915092, 120.56674199884424 24.050360001013303, 120.56706200011126 24.050564003226214, 120.56719200340831 24.0506320000668, 120.56745900402984 24.050631996469519, 120.56782500022359 24.050564000528254, 120.56797800278264 24.050578996723345, 120.56829100012965 24.050867004608619, 120.56836700003703 24.051053999742351, 120.56838999750039 24.051207003200716, 120.56832899918402 24.05185900269089, 120.5683519993454 24.05199100428149, 120.56845099851478 24.05211599745536, 120.5689769984898 24.052250002735491, 120.56910700088747 24.052372002965626, 120.56923699788922 24.052481000797627, 120.5693820018779 24.052562998283804, 120.56957199714998 24.052572002296131, 120.56978600432069 24.05257800257283, 120.5701519960179 24.052675004348032, 120.57078600367117 24.052899997636814, 120.57096900221779 24.053059002271198, 120.57109800277067 24.053131002893508, 120.57127400009506 24.053174999526675, 120.57143399758104 24.053169000149296, 120.5716170033221 24.053234000448811, 120.57170899587356 24.053302998234813, 120.57192200299812 24.053762005012572, 120.57199099898548 24.053948996549025, 120.57229599506422 24.054463997815276, 120.57254799679265 24.0551239976744))",2019-11-21T00:00:00
和美鎮環鎮自行車道規劃設計暨建置工程(彰新路三段373巷),370,"LINESTRING (120.52571499994735 24.111696001169548, 120.52605300384312 24.111693004628535, 120.52621899890778 24.111692002783741, 120.52629199777755 24.111681998725317, 120.52633899814634 24.111644998817667, 120.5264100005212 24.111639999486442, 120.52687600132651 24.111654002829994, 120.52713699627543 24.111647000708558, 120.52739699477559 24.111627001584907, 120.52786899765613 24.111586998840949, 120.52835199744675 24.111515000916597, 120.52881299802152 24.1114330025311, 120.52901400189478 24.111411003315197, 120.52922600177862 24.111400000109995)",2019-11-21T00:00:00
和美鎮環鎮自行車道規劃設計暨建置工程(東萊路段),1400,"LINESTRING (120.52934900115554 24.111409002323626, 120.5295669977188 24.111356003476828, 120.52981999679548 24.1111919986119, 120.53005200029963 24.11107700230184, 120.5308620025794 24.110837002026074, 120.53223000361186 24.110406004633433, 120.53354399855675 24.110043000484154, 120.53386099698753 24.109876999124253, 120.53456399882953 24.109294001017361, 120.53505700267863 24.1086329993135, 120.53522299684391 24.108363998599714, 120.53547800230797 24.107891000169559, 120.53604399963092 24.107075996759875, 120.53637100032142 24.106461998122768, 120.53647099683906 24.106134999230903, 120.53650499930632 24.105826997617896, 120.53650499930632 24.105286000548517, 120.53647900350325 24.104981997321374, 120.53644899852247 24.104868001956788, 120.5363769952022 24.104774998567393)",2019-11-21T00:00:00
東谷路自行車道,870,"LINESTRING (120.53637027816592 24.104747294951778, 120.5368101590617 24.103738589264537, 120.53737878870015 24.102769033763934, 120.54060279977944 24.097054438411647)",2019-11-21T00:00:00
河濱街,4.8,"LINESTRING (120.51450491017351 23.870003462989473, 120.51847273253065 23.86776313126353, 120.51883658923725 23.867614270981846, 120.51915753299386 23.867700890983372, 120.52009538829157 23.868312406592338, 120.52068991930435 23.868668829502951, 120.52164922703025 23.868456206388885, 120.52275873772567 23.86871451686153, 120.52331295033241 23.868256449875332, 120.52386715754335 23.867739518663882, 120.52467886223974 23.867001830869867, 120.52549056423823 23.86642111794032, 120.52645951899171 23.865544218690786, 120.52638072129332 23.865054259946191, 120.52654869666503 23.864613349326646, 120.52686318328938 23.863711904880574, 120.52798569368485 23.86092782505915, 120.52985787624004 23.856070874471357, 120.52986860425278 23.856090501275673, 120.53112387886404 23.856482986100957, 120.53237914897863 23.857346459371627, 120.53438544293385 23.85891638248512, 120.53442299232734 23.858906572680212, 120.53443907850078 23.8589163815858, 120.53508080593451 23.859076445621497, 120.53503587850309 23.85905988550536, 120.53503185943282 23.859085643887397, 120.53435862155322 23.859745492660409, 120.53376585051365 23.860395533427152, 120.53318381198335 23.860967073271866, 120.53292900526947 23.861136327479585, 120.53265274073146 23.86124671476415, 120.53134113978183 23.861415969871189, 120.53021394211976 23.861595645422767, 120.52964496894026 23.861705107304886, 120.52907600565322 23.861814567388421, 120.52886738811958 23.861986050116172, 120.52870167634137 23.8622360130816, 120.52841317023172 23.862696710584771, 120.52814075569142 23.863162305795811, 120.527771780943 23.863716201841271, 120.52722695995635 23.864642476569088, 120.52687944842785 23.86508598712868, 120.52655339472346 23.865549120895253)",2019-11-21T00:00:00
