RouteName,RouteLength,Geometry,UpdateDate
環島自行車路網嘉義市環1-16新建暨既有環島路網優化工程,3800,"LINESTRING (120.4528159953619 23.490043999431066, 120.45339099759656 23.486130998846591, 120.45449800278061 23.486540996170106, 120.45829600435718 23.487004996883172, 120.4589229999965 23.487099000318665, 120.45945499575157 23.487201998773287, 120.46057900351821 23.487627003083787, 120.46359299951735 23.48879100190328, 120.4651889966749 23.489491997357845, 120.4679699990163 23.490523999083337, 120.46895699866661 23.491060996867589, 120.47033899584801 23.491982000668827, 120.47066500458641 23.492069001083564, 120.47112899630622 23.492076003205057, 120.47396700127615 23.492166001959447, 120.4758009977179 23.492203000967777, 120.47694200087267 23.49236000101331, 120.47878299853664 23.49258200225762, 120.48001899528049 23.492849001080572, 120.48047000078998 23.493023003708686, 120.48085599790602 23.493321997712087, 120.48127699933411 23.493771003129325, 120.48209199824714 23.494676001696178, 120.48331900266987 23.495991002083144, 120.48349999842628 23.496092998692973, 120.48366300234579 23.496108998531497)",2019-11-21T00:00:00
頂庄自行車道串連、延伸及優化,476,"LINESTRING (120.46052100084353 23.493618997019155, 120.46118500358511 23.492456998291914, 120.46157399634296 23.4917829959885, 120.46188000415896 23.491351999495237)",2019-11-21T00:00:00
八掌溪北岸自行車道,2300,"LINESTRING (120.45661210746289 23.458758429957641, 120.45534610573827 23.458049798359582, 120.45354366380911 23.457321480601877, 120.45259952854542 23.456809686318024, 120.45148372889105 23.456179784969152, 120.45068979479822 23.45541208499975, 120.45019626844305 23.454132575458061, 120.44991731763014 23.452892423846322, 120.45008898022229 23.451219186616242, 120.45032501268929 23.449644358600324, 120.45013189676968 23.448148257236312, 120.44935941240703 23.446789932909155, 120.44781446526542 23.445096932177705, 120.44534683438894 23.443738586266818, 120.44305086250733 23.442577080368039, 120.44270754002105 23.442399906730373)",2019-11-21T00:00:00
嘉油鐵馬道,3100,"LINESTRING (120.42019800203627 23.455983004312259, 120.42105700117975 23.456514000021116, 120.4220650044964 23.456967002025578, 120.42343900220828 23.457400003107693, 120.42554099841846 23.457675999647734, 120.42691500422416 23.457853000615557, 120.42858799593932 23.457872997940569, 120.43002600289776 23.458108998931209, 120.43311599520712 23.458247001697828, 120.4343179984769 23.458383996324415, 120.43556200278431 23.458403997246705, 120.43875899643058 23.458679999182664, 120.44023999997603 23.458719001880468, 120.44221400197466 23.458856997452529, 120.44328700289293 23.459172001186971, 120.44493900083432 23.460135997978, 120.44571199601182 23.460727000051065, 120.44693500384744 23.461947002352304)",2019-11-21T00:00:00
蘭潭鹿寮自行車網,11100,"LINESTRING (120.46804899996141 23.477338997197023, 120.4705379987297 23.476119002090343, 120.47221200038359 23.474741004194016, 120.47367100111592 23.474425995962974, 120.4743150029351 23.4727730006735, 120.47577399827151 23.471473998326417, 120.47624600474933 23.47060799706145, 120.47603100382787 23.469033004469622, 120.47671800313344 23.468324997900368, 120.47740499614372 23.468324998799687, 120.47826300333497 23.467577004775023, 120.47882099579238 23.4667500035099, 120.47985099832499 23.465530001208663, 120.48092400014252 23.465372002915672, 120.48191099529629 23.466001999592663, 120.48225399672458 23.467025996452605, 120.48199699566487 23.468325004195663, 120.48276899978953 23.470056999530982, 120.48324100087154 23.471316001832065, 120.48392799568057 23.472693997929696, 120.48448599713117 23.473285001801457, 120.48530100413814 23.473717998386974, 120.48598799624904 23.475016999834736, 120.4879190034593 23.475253003523335, 120.48954999863361 23.474898002440909, 120.49027900437261 23.47556799826458, 120.49006500349719 23.476669998721491, 120.49109500243253 23.47722100344663, 120.49053699918318 23.478165997562769, 120.48963500165405 23.478284003903696, 120.48907800114887 23.478520001297056, 120.48852000419492 23.478087001114261, 120.48753300364524 23.478205004757228, 120.48675999947443 23.478125996617507, 120.48547300037876 23.478086997516982, 120.48422799962259 23.477692998233351, 120.48311199582201 23.477024004254417, 120.48225400391925 23.477259998949819, 120.4822539994226 23.478755997791097, 120.48268300121958 23.47981899824822, 120.4823399961939 23.480211998385073, 120.48019400335068 23.479937002790507, 120.47873499902107 23.479110001525385, 120.4770180025788 23.477850996526342, 120.47547300327653 23.477103004300261, 120.47410000111427 23.477574997288343, 120.47229800434945 23.477811000077622, 120.47049500394132 23.47792900372059, 120.46920799675172 23.477772003675057, 120.46839200138982 23.477654001830786)",2019-11-21T00:00:00
頂庄社區自行車道,600,"LINESTRING (120.45774900251456 23.498533997945685, 120.46049599519404 23.493713002253287)",2019-11-21T00:00:00
博愛路自行車道,2600,"LINESTRING (120.42586300337496 23.465726000354664, 120.41800999736358 23.456513996423837)",2019-11-21T00:00:00
世賢路自行車道,6600,"LINESTRING (120.44371600109264 23.494972004554427, 120.43148500093207 23.493949004143303, 120.42856699497088 23.490957997513647, 120.42268800174998 23.484424002865467, 120.4198979962955 23.480212002881672, 120.4197259964576 23.478835003232859, 120.42217300138293 23.469702001146459, 120.42277299667649 23.468796999881704, 120.43260099843735 23.461239002977663, 120.44079799872873 23.461632003114516)",2019-11-21T00:00:00
